Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
138, 850,B,Post Moratorium          ,     163.100,    5.893000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     164.300,    5.909000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     165.100,    5.929000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     166.500,    5.951000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     168.000,    5.981000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     170.600,    6.003000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     172.200,    6.022000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     172.800,    6.023000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     175.500,    6.059000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     178.700,    6.121000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     181.800,    6.174000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     182.400,    6.190000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     182.500,    6.195000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     184.900,    6.215000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     188.500,    6.267000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     189.400,    6.289000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     190.400,    6.309000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     191.100,    6.330000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     191.300,    6.336000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     191.600,    6.373000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     192.100,    6.383000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     193.100,    6.404000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     198.500,    6.501000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     210.500,    6.575000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     220.910,    6.647000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     225.110,    6.690000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     226.010,    6.711000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     227.110,    6.762000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     228.110,    6.803000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     233.210,    6.954000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     235.110,    6.999000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     236.410,    7.026000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     237.500,    7.070000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     239.400,    7.110000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     239.900,    7.120000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     240.700,    7.141000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     242.000,    7.163000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     245.800,    7.204000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     246.700,    7.238000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     247.600,    7.257000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     248.800,    7.280000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     250.200,    7.315000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     253.000,    7.380000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     253.900,    7.404000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     255.200,    7.428000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     256.200,    7.449000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     257.300,    7.474000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     258.000,    7.496000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     258.900,    7.525000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     259.000,    7.645000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     259.200,    7.650000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     262.400,    7.740000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     263.500,    7.763000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     265.600,    7.808000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     266.300,    7.830000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     266.900,    7.855000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     268.100,    7.878000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     268.200,    7.955000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     268.500,    7.955000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     269.100,    7.972000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     270.400,    7.993000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     271.600,    8.032000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     273.100,    8.069000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     273.900,    8.090000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     275.600,    8.144000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     277.100,    8.197000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     277.700,    8.186000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     277.800,    8.188000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     279.600,    8.258000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     281.500,    8.301000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     282.600,    8.322000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     285.400,    8.373000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     287.900,    8.434000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     289.200,    8.470000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     289.800,    8.489000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     290.700,    8.508000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     291.200,    8.525000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     291.800,    8.547000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     292.300,    8.567000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     293.000,    8.588000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     296.000,    8.661000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     296.800,    8.682000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     296.900,    8.685000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     297.400,    8.755000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     297.800,    8.776000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     298.800,    8.796000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     300.300,    8.833000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     301.100,    8.851000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     302.100,    8.872000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     303.400,    8.890000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     304.900,    8.926000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     306.200,    8.990000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     306.700,    9.002000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     307.000,    9.031000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     310.300,    9.107000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     310.800,    9.133000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     311.400,    9.155000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     312.310,    9.199000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     312.910,    9.221000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     313.610,    9.251000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     314.110,    9.269000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     314.810,    9.291000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     315.410,    9.305000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     315.710,    9.315000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     316.710,    9.381000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     317.210,    9.397000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     318.010,    9.420000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     318.710,    9.443000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     319.510,    9.465000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     320.110,    9.489000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     321.010,    9.511000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     322.110,    9.535000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     324.510,    9.626000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     326.210,    9.662000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     326.410,    9.677000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     326.810,    9.682000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     328.010,    9.735000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     329.710,    9.777000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     330.210,    9.798000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     332.210,    9.869000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     334.910,    9.963000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     335.810,    9.985000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     336.010,   10.070000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     345.510,   10.270000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     345.710,   10.370000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     347.010,   10.400000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     350.610,   10.490000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     351.410,   10.510000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     355.310,   10.520000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     363.510,   10.693000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     364.710,   10.725000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     364.910,   10.757000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     368.110,   10.843000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     382.710,   11.154000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     393.510,   11.413000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     393.910,   11.547000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,     407.310,   11.950000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
