Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Whiteinella baltica,Heterohelix globulosa,Hedbergella delrioensis,Globigerinelloides bentonensis,Clavihedbergella simplex,Globigerinelloides caseyi,Rotalipora greenhornensis,Praeglobotruncana gibba,Heterohelix moremani,Hedbergella angolae,Whiteinella inornata,Whiteinella archaeocretacea,Hastigerinoides subdigitata,Whiteinella brittonensis,Hastigerinoides watersi,Marginotruncana sinuosa,Hedbergella amabilis,Hastigerinoides alexanderi,Dicarinella hagni,Marginotruncana pseudolinneiana,Dicarinella primitiva,Dicarinella imbricata,Archaeoglobigerina blowi,Marginotruncana renzi,Globigerinelloides prairiehillensis,Marginotruncana coronata,Dicarinella concavata,Contusotruncana fornicata,Archaeoglobigerina cretacea,Dicarinella canaliculata,Rugoglobigerina rugosa,Rugoglobigerina rotundata,Pseudotextularia elegans,Heterohelix striata,Globotruncana aegyptiaca,Pseudoguembelina costulata,Globotruncanella havanensis,Praemurica taurica,Praemurica inconstans,Heterohelix labellosa,Globanomalina compressa,Globanomalina planocompressa,Globotruncanita stuarti,Contusotruncana contusa,Abathomphalus mayaroensis,Praemurica uncinata,Parasubbotina varianta,Parasubbotina pseudobulloides,Eoglobigerina eobulloides,Subbotina triloculinoides,Morozovella praeangulata,Globanomalina ehrenbergi,Morozovella conicotruncata,Morozovella angulata,Globanomalina imitata,Subbotina velascoensis,Morozovella velascoensis,Morozovella acuta,Igorina tadjikistanensis,Subbotina triangularis,Igorina albeari,Morozovella apanthesma,Igorina pusilla,Morozovella acutispira,Acarinina subsphaerica,Morozovella aequa,Acarinina soldadoensis,Acarinina nitida,Morozovella occlusa,Globanomalina pseudomenardii,Morozovella subbotinae,Acarinina coalingensis,Morozovella marginodentata,Acarinina quetra,Morozovella lensiformis,Morozovella formosa,Morozovella aragonensis,Acarinina wilcoxensis,Acarinina pentacamerata,Acarinina aspensis,Muricoglobigerina senni,Acarinina bullbrooki,Turborotalia griffinae,Subbotina boweri,Acarinina rohri,Acarinina praetopilensis,Turborotalia possagnoensis,Morozovella spinulosa,Igorina broedermanni,Guembelitrioides higginsi,Globigerinatheka index,Globigerinatheka mexicana,Morozovella lehneri,Acarinina topilensis,Turborotalia pomeroli,Orbulinoides beckmanni,Globigerinatheka rubriformis,Turborotalia cerroazulensis,Pseudohastigerina wilcoxensis,Planorotalites renzi,Acarinina collactea,Morozovella crassata,Acarinina primitiva,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis kochi,Orbulina universa,Globorotalia scitula,Globorotalia plesiotumida,Globorotalia menardii,Globorotalia fohsi fohsi,Globoquadrina altispira altispira,Globigerinoides sacculifer,Globigerinoides extremus,Globigerina nepenthes,Globoquadrina venezuelana,Paragloborotalia mayeri,Globoquadrina dehiscens,Globigerinoides sicanus,Orbulina bilobata,Globoquadrina baroemoenensis,Globigerinoides obliquus,Globigerinoides immaturus,Globorotalia peripheroronda,Globigerinoides subquadratus,Globigerinoides mitra,Globigerinoides bisphericus,Globorotalia limbata,Globorotalia lenguaensis,Globigerinoides ruber,Praeorbulina glomerosa,Globorotalia merotumida,Globorotalia miotumida,Globigerinella siphonifera,Praeorbulina curva,Globorotalia praemenardii,Globorotalia praefohsi,Globorotalia fohsi lobata,Globorotaloides suteri,Globigerinella praesiphonifera,Globigerina venezuelana,Paragloborotalia siakensis,Globorotalia paralenguaensis,Globorotalia peripheroacuta,Globigerinatella insueta,Globigerina falconensis,Globorotalia fohsi robusta,Neogloboquadrina dutertrei,Sphaeroidinellopsis subdehiscens,Globigerinoides conglobatus,Globorotalia multicamerata,Globorotalia cibaoensis,Globorotalia tumida,Clavatorella bermudezi,Globorotalia margaritae,Globorotalia juanai,Neogloboquadrina acostaensis,Sphaeroidinella dehiscens,Hastigerina siphonifera,Globorotalia miocenica,Candeina nitida,Globorotalia crassaformis,Globigerinoides fistulosus,Pulleniatina obliquiloculata,Globorotalia truncatulinoides,Globorotalia ronda,Globigerinella aequilateralis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 14,R, 1,  50.00,    304.9000,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,+                             ,                         ,+                ,                    ,                         ,                     ,                        ,+                                ,+                         ,+                       ,                     ,                         ,+                      ,+                      ,                       ,                 ,+                           ,+                       ,                         ,                           ,                            ,                     ,+                          ,                    ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,                            ,                           ,+                       ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 14,R, 3,  50.00,    307.9000,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,+                             ,                         ,+                ,                    ,+                        ,+                    ,                        ,+                                ,+                         ,+                       ,                     ,                         ,+                      ,+                      ,                       ,                 ,                            ,+                       ,                         ,                           ,                            ,                     ,+                          ,                    ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,                            ,                           ,+                       ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 14,R, 5,  35.00,    310.7500,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,P                             ,                         ,P                ,                    ,P                        ,P                    ,                        ,P                                ,P                         ,P                       ,P                    ,                         ,P                      ,P                      ,                       ,                 ,P                           ,P                       ,P                        ,                           ,P                           ,                     ,P                          ,P                   ,P                       ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,                            ,                           ,P                       ,                       ,                          ,P                         ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 14,R, 5,  42.00,    310.8200,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,                              ,P                        ,P                ,                    ,                         ,                     ,                        ,P                                ,P                         ,                        ,                     ,                         ,P                      ,P                      ,                       ,                 ,                            ,P                       ,                         ,P                          ,                            ,                     ,                           ,P                   ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,                            ,                           ,                        ,                       ,P                         ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 14,R, 5, 131.00,    311.7100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,                              ,                         ,                 ,                    ,                         ,                     ,                        ,P                                ,P                         ,                        ,                     ,                         ,                       ,                       ,                       ,                 ,                            ,P                       ,                         ,                           ,                            ,                     ,P                          ,                    ,                        ,P                    ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,P                      ,                          ,                            ,                           ,P                       ,P                      ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 14,R, 7,  41.00,    313.3100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,P                             ,P                        ,P                ,                    ,P                        ,P                    ,                        ,P                                ,P                         ,P                       ,                     ,                         ,                       ,                       ,                       ,                 ,                            ,P                       ,                         ,                           ,                            ,                     ,                           ,P                   ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,                            ,                           ,                        ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 15,R,CC,   0.00,    323.0000,forams   ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,                              ,                         ,P                ,                    ,                         ,                     ,P                       ,P                                ,P                         ,                        ,                     ,                         ,P                      ,                       ,                       ,                 ,P                           ,P                       ,                         ,                           ,                            ,                     ,                           ,                    ,                        ,P                    ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,P                        ,                      ,                              ,                       ,                          ,                            ,P                          ,                        ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 16,R, 6,  48.00,    331.5800,forams   ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,                              ,                         ,                 ,                    ,                         ,                     ,                        ,P                                ,P                         ,                        ,                     ,                         ,P                      ,P                      ,                       ,                 ,P                           ,P                       ,                         ,                           ,                            ,                     ,                           ,                    ,                        ,P                    ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,P                           ,                           ,                        ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 17,R, 1, 129.00,    334.5900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,                              ,                         ,P                ,                    ,                         ,                     ,P                       ,P                                ,                          ,                        ,                     ,P                        ,                       ,                       ,                       ,                 ,                            ,                        ,P                        ,                           ,P                           ,P                    ,                           ,                    ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,P                        ,P                     ,                         ,                      ,                              ,                       ,P                         ,                            ,                           ,                        ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 17,R, 6,   0.00,    340.8000,forams   ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,P                             ,P                        ,P                ,                    ,P                        ,P                    ,                        ,P                                ,P                         ,P                       ,                     ,                         ,                       ,                       ,                       ,                 ,                            ,                        ,                         ,                           ,                            ,                     ,                           ,P                   ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,                              ,                       ,                          ,                            ,                           ,                        ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1261,A, 17,R, 6, 123.00,    342.0300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                     ,                       ,                              ,                        ,                         ,                         ,                       ,                    ,                   ,                    ,                           ,                           ,                        ,                       ,                       ,                    ,                          ,                 ,                               ,                     ,                     ,                        ,                     ,                                   ,                        ,                     ,                         ,                           ,                        ,                      ,                         ,                        ,                   ,                        ,                          ,                           ,                  ,                     ,                     ,                       ,                            ,                       ,                       ,                         ,                   ,                      ,                             ,                         ,                         ,                        ,                        ,                          ,                    ,                     ,                      ,                        ,                 ,                        ,                      ,               ,                      ,               ,                      ,                      ,                 ,                      ,                ,                   ,                            ,                      ,                      ,                          ,                ,                       ,                   ,                       ,                     ,                       ,                  ,                       ,                    ,                      ,                ,               ,                        ,                          ,                     ,                    ,                         ,                      ,                         ,                   ,                    ,                     ,                      ,                            ,                           ,                             ,                    ,                   ,                    ,                   ,                              ,P                        ,                 ,                    ,                         ,P                    ,                        ,P                                ,P                         ,                        ,P                    ,                         ,P                      ,                       ,                       ,                 ,                            ,P                       ,                         ,                           ,                            ,                     ,                           ,                    ,                        ,                     ,                      ,                       ,                      ,                          ,                  ,                         ,                      ,                         ,                      ,P                             ,P                      ,                          ,                            ,                           ,                        ,                       ,                          ,                          ,                                ,                           ,                          ,                       ,                   ,                      ,                       ,                   ,                            ,                         ,                       ,                      ,               ,                         ,                          ,                            ,                             ,                  ,                             ,       
