sample_id,file,sample,taxon_group,verbatim_name,code,Name,Comment,Notes (change to Internal only notes?),Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,Corrections to pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,normalized_name,path
203661,371_U1511A_planktic_forams.csv,371-U1511A-2R-CC-PAL-FORAM,planktic_forams,additional species: Neogloboquadrina pachyderma,,,,,,,Neogloboquadrina,,,,pachyderma,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",1917,,,,,,,,,,,,,,,,Neogloboquadrina pachyderma,LIMS/Micropal_CSV_2/371_U1511A_planktic_forams.csv
203545,374_U1525A_radiolarians.csv,374-U1525A-19H-CC-PAL-RADS,radiolarians,additional species: Larcopyle buetschlii (R),R,Larcopyle buetschlii,,,,,Larcopyle,,,,buetschlii,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"". ""Larcopyle buetschlii"" was listed as ""Larcopyle buetschlii"" with an abundance value of ""R""",182,,,,,,,,,,,,,,,,Larcopyle buetschlii,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv
217020,374_U1524C_radiolarians.csv,374-U1524C-9R-CC-PAL-RADS,radiolarians,additional species: Lonchosphaera spicata,,,,,,,Lonchosphaera,,,,spicata,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",85178,,,,,,,,,,,,,,,,Lonchosphaera spicata,LIMS/Micropal_CSV_2/374_U1524C_radiolarians.csv
199964,371_U1510A_planktic_forams.csv,371-U1510A-40X-CC-PAL-FORAM,planktic_forams,additional species: Hantkenina australis,,,,,,,Hantkenina,,,,australis,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",1580,,,,,,,,,,,,,,,,Hantkenina australis,LIMS/Micropal_CSV_2/371_U1510A_planktic_forams.csv
204173,371_U1511B_planktic_forams.csv,371-U1511B-45R-CC-PAL-FORAM,planktic_forams,additional species: Subbotina cancellata,,,,,,,Subbotina,,,,cancellata,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",2631,,,,,,,,,,,,,,,,Subbotina cancellata,LIMS/Micropal_CSV_2/371_U1511B_planktic_forams.csv
205472,374_U1524A_radiolarians.csv,374-U1524A-1H-CC-PAL-RADS,radiolarians,additional species: Gondwanaria dogieli,,,,,,,Gondwanaria,,,,dogieli,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",432661,,,,,,,,,,,,,,,,Gondwanaria dogieli,LIMS/Micropal_CSV_2/374_U1524A_radiolarians.csv
205494,374_U1524A_radiolarians.csv,374-U1524A-23H-CC-PAL-RADS,radiolarians,additional species: Gondwanaria dogieli,,,,,,,Gondwanaria,,,,dogieli,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",432661,,,,,,,,,,,,,,,,Gondwanaria dogieli,LIMS/Micropal_CSV_2/374_U1524A_radiolarians.csv
204136,371_U1511B_planktic_forams.csv,371-U1511B-6R-CC-PAL-FORAM,planktic_forams,additional species: Grobolotalia spp.,,Globorotalia spp.,genus misspelled,,,,Globorotalia,,,,spp.,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",1521,,,,,,,,,,,,,,,,Globorotalia spp.,LIMS/Micropal_CSV_2/371_U1511B_planktic_forams.csv
200974,371_U1508C_planktic_forams.csv,371-U1508C-7R-CC-PAL-FORAM,planktic_forams,additional species: Tenuitella gemma,,Tenuitella gemma,,,,,Tenuitella,,,,gemma,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",2652,,,,,,,,,,,,,,,,Tenuitella gemma,LIMS/Micropal_CSV_2/371_U1508C_planktic_forams.csv
204135,371_U1511B_planktic_forams.csv,371-U1511B-4R-CC-PAL-FORAM,planktic_forams,additional species: N. incompta,,Neogloboquadrina incompta,,,,,Neogloboquadrina,,,,incompta,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",1917,,,,,,,,,,,,,,,,Neogloboquadrina incompta,LIMS/Micropal_CSV_2/371_U1511B_planktic_forams.csv
204133,371_U1511B_planktic_forams.csv,371-U1511B-2R-CC-PAL-FORAM,planktic_forams,additional species: N. incompta,,Neogloboquadrina incompta,,,,,Neogloboquadrina,,,,incompta,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",1917,,,,,,,,,,,,,,,,Neogloboquadrina incompta,LIMS/Micropal_CSV_2/371_U1511B_planktic_forams.csv
