Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1485A-13H-5-A,120,124,118.67,118.71,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,,,,,333
363-U1485A-13H-5-A,124,140,118.71,118.87,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,5,A,,,,,334
363-U1485A-13H-6-A,0,140,118.87,120.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,6,A,,,,,335
363-U1485A-13H-7-A,0,70.5,120.37,121.075,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,7,A,,,,,336
363-U1485A-13H-7-A,77.5,124,121.145,121.61,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,7,A,,,,,337
363-U1485A-13H-CC-A,0,29,121.61,121.9,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,13,H,CC,A,,,,,338
363-U1485A-14H-1-A,0,50,121.5,122,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,,,,,339
363-U1485A-14H-1-A,50,54,122,122.04,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,,,,,340
363-U1485A-14H-1-A,54,122,122.04,122.72,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,,,,,341
363-U1485A-14H-1-A,122,127,122.72,122.77,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,,,,,342
363-U1485A-14H-1-A,127,131,122.77,122.81,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,1,A,,,,,343
363-U1485A-14H-2-A,0,68,122.81,123.49,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,,,,,344
363-U1485A-14H-2-A,68,73,123.49,123.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,,,,,345
363-U1485A-14H-2-A,73,90,123.54,123.71,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,,,,,346
363-U1485A-14H-2-A,90,95,123.71,123.76,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,,,,,347
363-U1485A-14H-2-A,95,138,123.76,124.19,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,2,A,,,,,348
363-U1485A-14H-3-A,0,10,124.19,124.29,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,349
363-U1485A-14H-3-A,10,19,124.29,124.38,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,350
363-U1485A-14H-3-A,19,88,124.38,125.07,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,351
363-U1485A-14H-3-A,88,91,125.07,125.1,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,352
363-U1485A-14H-3-A,97,117,125.16,125.36,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,353
363-U1485A-14H-3-A,117,130,125.36,125.49,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,354
363-U1485A-14H-3-A,130,133,125.49,125.52,,ash(tuff) [MMK88m],ash(tuff),,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,355
363-U1485A-14H-3-A,133,135,125.52,125.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,3,A,,,,,356
363-U1485A-14H-4-A,0,140,125.54,126.94,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,4,A,,,,,357
363-U1485A-14H-5-A,0,105,126.94,127.99,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,5,A,,,,,358
363-U1485A-14H-5-A,105,114,127.99,128.08,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,5,A,,,,,359
363-U1485A-14H-5-A,114,129,128.08,128.23,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,5,A,,,,,360
363-U1485A-14H-5-A,129,138,128.23,128.32,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,5,A,,,,,361
363-U1485A-14H-6-A,0,34,128.32,128.66,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,6,A,,,,,362
363-U1485A-14H-6-A,34,48,128.66,128.8,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,6,A,,,,,363
363-U1485A-14H-6-A,48,93,128.8,129.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,6,A,,,,,364
363-U1485A-14H-6-A,93,112,129.25,129.44,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,6,A,,,,,365
363-U1485A-14H-6-A,112,131,129.44,129.63,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,6,A,,,,,366
363-U1485A-14H-6-A,131,140,129.63,129.72,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,6,A,,,,,367
363-U1485A-14H-7-A,0,18,129.82,130,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,7,A,,,,,368
363-U1485A-14H-7-A,18,42,130,130.24,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,7,A,,,,,369
363-U1485A-14H-7-A,42,85,130.24,130.67,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,7,A,,,,,370
363-U1485A-14H-7-A,90,134,130.72,131.16,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,7,A,,,,,371
363-U1485A-14H-CC-A,0,54,131.16,131.7,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,14,H,CC,A,,,,,372
363-U1485A-15H-1-A,0,91,131,131.91,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,1,A,,,,,373
363-U1485A-15H-1-A,91,105,131.91,132.05,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,1,A,,,,,374
363-U1485A-15H-1-A,105,130,132.05,132.3,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,1,A,,,,,375
363-U1485A-15H-2-A,0,7,132.3,132.37,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,2,A,,,,,376
363-U1485A-15H-2-A,7,26,132.37,132.56,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,2,A,,,,,377
363-U1485A-15H-2-A,26,27,132.56,132.57,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/2 (brown),slight [DB86],,,,,,Ash at 26 cm,,,,,,,,,,,,,363,U1485,A,15,H,2,A,,,,,378
363-U1485A-15H-2-A,27,32,132.57,132.62,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,2,A,,,,,379
363-U1485A-15H-2-A,32,77,132.62,133.07,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,2,A,,,,,380
363-U1485A-15H-2-A,77,108,133.07,133.38,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,2,A,,,,,381
363-U1485A-15H-3-A,0,126,133.48,134.74,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,3,A,,,,,382
363-U1485A-15H-4-A,0,142,134.74,136.16,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,4,A,,,,,383
363-U1485A-15H-5-A,0,130,136.16,137.46,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,5,A,,,,,384
363-U1485A-15H-6-A,0,144,137.46,138.9,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,6,A,,,,,385
363-U1485A-15H-CC-A,0,9,138.9,138.99,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,15,H,CC,A,,,,,386
363-U1485A-16H-1-A,0,20,140.5,140.7,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,1,A,,,,,387
363-U1485A-16H-2-A,0,75,140.7,141.45,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,2,A,,,,,388
363-U1485A-16H-2-A,89,141,141.59,142.11,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,2,A,,,,,389
363-U1485A-16H-3-A,0,77,142.11,142.88,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,3,A,,,,,390
363-U1485A-16H-3-A,85,135,142.96,143.46,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,3,A,,,,,391
363-U1485A-16H-4-A,0,32,143.46,143.78,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,4,A,,,,,392
363-U1485A-16H-4-A,32,45,143.78,143.91,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,4,A,,,,,393
363-U1485A-16H-4-A,45,113,143.91,144.59,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,4,A,,,,,394
363-U1485A-16H-4-A,113,120,144.59,144.66,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,4,A,,,,,395
363-U1485A-16H-4-A,120,139,144.66,144.85,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,wood at 137 cm,,,,,,,,,,,,,363,U1485,A,16,H,4,A,,,,,396
363-U1485A-16H-5-A,0,10,144.85,144.95,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,5,A,,,,,397
363-U1485A-16H-5-A,10,38,144.95,145.23,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,5,A,,,,,398
363-U1485A-16H-5-A,38,49,145.23,145.34,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,5,A,,,,,399
363-U1485A-16H-5-A,49,119,145.34,146.04,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,5,A,,,,,400
363-U1485A-16H-5-A,119,131,146.04,146.16,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,5,A,,,,,401
363-U1485A-16H-5-A,131,135,146.16,146.2,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,5,A,,,,,402
363-U1485A-16H-6-A,0,47,146.3,146.77,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,6,A,,,,,403
363-U1485A-16H-6-A,62,65,146.92,146.95,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,6,A,,,,,404
363-U1485A-16H-6-A,65,82,146.95,147.12,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,6,A,,,,,405
363-U1485A-16H-6-A,82,88,147.12,147.18,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,6,A,,,,,406
363-U1485A-16H-6-A,91,96,147.21,147.26,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,6,A,,,,,407
363-U1485A-16H-6-A,96,122,147.26,147.52,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,6,A,,,,,408
363-U1485A-16H-7-A,0,8,147.52,147.6,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,7,A,,,,,409
363-U1485A-16H-7-A,8,35,147.6,147.87,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,7,A,,,,,410
363-U1485A-16H-7-A,35,65,147.87,148.17,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,7,A,,,,,411
363-U1485A-16H-8-A,0,60,148.17,148.77,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,16,H,8,A,,,,,412
363-U1485A-17H-1-A,0,8,150,150.08,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,1,A,,,,,413
363-U1485A-17H-1-A,8,23,150.08,150.23,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,1,A,,,,,414
363-U1485A-17H-1-A,23,47,150.23,150.47,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,1,A,,,,,415
363-U1485A-17H-1-A,47,79,150.47,150.79,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,1,A,,,,,416
363-U1485A-17H-1-A,87,106,150.87,151.06,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,1,A,,,,,417
363-U1485A-17H-1-A,106,144,151.06,151.44,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,1,A,,,,,418
363-U1485A-17H-2-A,0,101,151.44,152.45,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,2,A,,,,,419
363-U1485A-17H-3-A,0,136,152.55,153.91,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,3,A,,,,,420
363-U1485A-17H-4-A,0,150,153.91,155.41,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,4,A,,,,,421
363-U1485A-17H-5-A,0,137,155.41,156.78,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,5,A,,,,,422
363-U1485A-17H-CC-A,0,12,156.78,156.9,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,17,H,CC,A,,,,,423
363-U1485A-18H-1-A,0,10,159.5,159.6,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,1,A,,,,,424
363-U1485A-18H-1-A,10,45,159.6,159.95,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,1,A,,,,,425
363-U1485A-18H-1-A,45,72,159.95,160.22,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,1,A,,,,,426
363-U1485A-18H-1-A,72,131,160.22,160.81,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,Very organic rich,,,,,,,,,,,,,363,U1485,A,18,H,1,A,,,,,427
363-U1485A-18H-2-A,0,26,160.81,161.07,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,2,A,,,,,428
363-U1485A-18H-2-A,26,34,161.07,161.15,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,2,A,,,,,429
363-U1485A-18H-2-A,64,94,161.45,161.75,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,2,A,,,,,430
363-U1485A-18H-2-A,94,120,161.75,162.01,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,2,A,,,,,431
363-U1485A-18H-3-A,0,4,162.01,162.05,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,432
363-U1485A-18H-3-A,4,23,162.05,162.24,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,433
363-U1485A-18H-3-A,23,58,162.24,162.59,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,434
363-U1485A-18H-3-A,58,61,162.59,162.62,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,435
363-U1485A-18H-3-A,61,71,162.62,162.72,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,436
363-U1485A-18H-3-A,78,90,162.79,162.91,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,437
363-U1485A-18H-3-A,90,98,162.91,162.99,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,438
363-U1485A-18H-3-A,98,105,162.99,163.06,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,439
363-U1485A-18H-3-A,105,113,163.06,163.14,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,440
363-U1485A-18H-3-A,113,121,163.14,163.22,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,3,A,,,,,441
363-U1485A-18H-4-A,0,13,163.22,163.35,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,4,A,,,,,442
363-U1485A-18H-4-A,13,19,163.35,163.41,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,4,A,,,,,443
363-U1485A-18H-4-A,19,147,163.41,164.69,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,4,A,,,,,444
363-U1485A-18H-5-A,0,125,164.69,165.94,,silty clay [S54],silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,5,A,,,,,445
363-U1485A-18H-5-A,125,140,165.94,166.09,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,5,A,,,,,446
363-U1485A-18H-6-A,0,16,166.19,166.35,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,18,H,6,A,,,,,447
