Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
359-U1467C-4H-7-A,0,50,34.7,35.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,4,H,7,A,,,,,47
359-U1467C-4H-CC-A,0,26,35.2,35.46,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,4,H,CC,A,,,,,48
359-U1467C-5H-1-A,0,150,35.2,36.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,1,A,,,,,49
359-U1467C-5H-2-A,0,150,36.7,38.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,2,A,,,,,50
359-U1467C-5H-3-A,0,67,38.2,38.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,3,A,,,,,51
359-U1467C-5H-3-A,67,75,38.87,38.95,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,5Y 6/2 (light olive gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKESTONE medium-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,3,A,,,,,52
359-U1467C-5H-3-A,75,150,38.95,39.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,3,A,,,,,53
359-U1467C-5H-4-A,0,150,39.7,41.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,4,A,,,,,54
359-U1467C-5H-5-A,0,150,41.2,42.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).",,,,359,U1467,C,5,H,5,A,,,,,55
359-U1467C-5H-6-A,0,101,42.7,43.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).5Y 6/2 mottle.",,,,359,U1467,C,5,H,6,A,,,,,56
359-U1467C-5H-7-A,0,91,43.71,44.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).5Y 6/2 mottle.",,,,359,U1467,C,5,H,7,A,,,,,57
359-U1467C-5H-CC-A,0,14,44.62,44.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P), otoliths (F).5Y 6/2 mottle.",,,,359,U1467,C,5,H,CC,A,,,,,58
359-U1467C-6H-1-A,0,150,44.7,46.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,6,H,1,A,,,,,59
359-U1467C-6H-2-A,0,59,46.2,46.79,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths, gastropod and bivalve fragments, pteropods (C). Coarser fraction in burrows.",,,,359,U1467,C,6,H,2,A,,,,,60
359-U1467C-6H-2-A,59,150,46.79,47.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,6,H,2,A,,,,,61
359-U1467C-6H-3-A,0,150,47.7,49.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 8/1 (white),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,6,H,3,A,,,,,62
359-U1467C-6H-4-A,0,150,49.2,50.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 8/1 (white),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,6,H,4,A,,,,,63
359-U1467C-6H-5-A,0,150,50.7,52.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,6,H,5,A,,,,,64
359-U1467C-6H-6-A,0,95,52.2,53.15,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,6,H,6,A,,,,,65
359-U1467C-7H-1-A,0,150,54.2,55.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,1,A,,,,,66
359-U1467C-7H-2-A,0,150,55.7,57.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,2,A,,,,,67
359-U1467C-7H-3-A,0,150,57.2,58.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/3 (pale yellow),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,3,A,,,,,68
359-U1467C-7H-4-A,0,150,58.7,60.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/3 (pale yellow),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,4,A,,,,,69
359-U1467C-7H-5-A,0,150,60.2,61.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/3 (pale yellow),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,5,A,,,,,70
359-U1467C-7H-6-A,0,150,61.7,63.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/3 (pale yellow),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,6,A,,,,,71
359-U1467C-7H-7-A,0,55,63.2,63.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/3 (pale yellow),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,7,A,,,,,72
359-U1467C-7H-CC-A,0,16,63.75,63.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/3 (pale yellow),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,shell fragment,bivalve,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Gastropod and bivalve fragments, pteropods and sponge spicules (P-C).",,,,359,U1467,C,7,H,CC,A,,,,,73
359-U1467C-8H-1-A,0,150,63.7,65.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,Otoliths,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Pteropods (P-C).",,,,359,U1467,C,8,H,1,A,,,,,74
359-U1467C-8H-2-A,0,150,65.2,66.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A),).",,,,359,U1467,C,8,H,2,A,,,,,75
359-U1467C-8H-3-A,0,150,66.7,68.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C), Pteropods (P-C). Echinoderm spine (R)",,,,359,U1467,C,8,H,3,A,,,,,76
359-U1467C-8H-4-A,0,150,68.2,69.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Pteropods (P-C). Might be (looks) slightly more indurated less mud?",,,,359,U1467,C,8,H,4,A,,,,,77
359-U1467C-8H-5-A,0,150,69.7,71.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (C). Pteropods (P-C).",,,,359,U1467,C,8,H,5,A,,,,,78
359-U1467C-8H-6-A,0,101,71.2,72.21,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,pteropod,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera. Pteropods (P-C). Slightly darker and grainer interval",,,,359,U1467,C,8,H,6,A,,,,,79
359-U1467C-8H-7-A,0,80,72.21,73.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,pteropod,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera. Pteropods (P-C). Slightly darker and grainer interval 49-75 cm",,,,359,U1467,C,8,H,7,A,,,,,80
359-U1467C-8H-CC-A,0,10,73.01,73.11,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,Otoliths,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (P).",,,,359,U1467,C,8,H,CC,A,,,,,81
359-U1467C-9H-1-A,0,115,73.2,74.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,pteropod,,,Otoliths,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera and otoliths (P).",,,,359,U1467,C,9,H,1,A,,,,,82
359-U1467C-9H-1-A,115,150,74.35,74.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera. Spines and Pteropods",,,,359,U1467,C,9,H,1,A,,,,,83
359-U1467C-9H-2-A,0,150,74.7,76.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),Rare,pteropod,Rare,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera. Spines and Pteropods",,,,359,U1467,C,9,H,2,A,,,,,84
359-U1467C-9H-3-A,0,150,76.2,77.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),Rare,,Black grains,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R).",,,,359,U1467,C,9,H,3,A,,,,,85
359-U1467C-9H-4-A,0,150,77.7,79.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),Rare,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R).",,,,359,U1467,C,9,H,4,A,,,,,86
359-U1467C-9H-5-A,0,150,79.2,80.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),Rare,pteropod,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R) and Pteropods (R). Interval (47-74 cm) slightly darker and coarser grains.",,,,359,U1467,C,9,H,5,A,,,,,87
359-U1467C-9H-6-A,0,101,80.7,81.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),Rare,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R).",,,,359,U1467,C,9,H,6,A,,,,,88
359-U1467C-9H-7-A,0,90,81.71,82.61,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),Rare,pteropod,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R). Pteropods (R).",,,,359,U1467,C,9,H,7,A,,,,,89
359-U1467C-9H-CC-A,0,10,82.61,82.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,9,H,CC,A,,,,,90
359-U1467C-10H-1-A,0,107,82.7,83.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,10,H,1,A,,,,,91
359-U1467C-10H-1-A,107,109,83.77,83.79,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,10,H,1,A,,,,,92
359-U1467C-10H-1-A,109,150,83.79,84.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R).",,,,359,U1467,C,10,H,1,A,,,,,93
359-U1467C-10H-2-A,0,150,84.2,85.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R). Glauconite (R)",,,,359,U1467,C,10,H,2,A,,,,,94
359-U1467C-10H-3-A,0,150,85.7,87.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R). Slightly more indurated",,,,359,U1467,C,10,H,3,A,,,,,95
359-U1467C-10H-4-A,0,150,87.2,88.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,Aggregates (F),,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R). Slightly more indurated . Mottling",,,,359,U1467,C,10,H,4,A,,,,,96
359-U1467C-10H-5-A,0,150,88.7,90.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R). Gradual change to darker color in the middle of the core.",,,,359,U1467,C,10,H,5,A,,,,,97
359-U1467C-10H-6-A,0,100,90.2,91.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R). Shell fragments (R). Worm like calcitic structure . Glauconite (R)",,,,359,U1467,C,10,H,6,A,,,,,98
359-U1467C-10H-7-A,0,85,91.2,92.05,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (R). Shell fragments (R). Glauconite (R). Slightly coarser grained.",,,,359,U1467,C,10,H,7,A,,,,,99
359-U1467C-10H-CC-A,0,17,92.05,92.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Slightly coarser grained.",,,,359,U1467,C,10,H,CC,A,,,,,100
359-U1467C-11H-1-A,0,150,92.2,93.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic Foraminifera (R)",,,,359,U1467,C,11,H,1,A,,,,,101
359-U1467C-11H-2-A,0,150,93.7,95.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). Bivalves",,,,359,U1467,C,11,H,2,A,,,,,102
