Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1482B-2H-4-A,103,150,11.63,12.1,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,4,A,,,,,29
363-U1482B-2H-5-A,0,13,12.1,12.23,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,5,A,,,,,30
363-U1482B-2H-5-A,13,15,12.23,12.25,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,5,A,,,,,31
363-U1482B-2H-5-A,15,150,12.25,13.6,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,5,A,,,,,32
363-U1482B-2H-6-A,0,4,13.6,13.64,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,6,A,,,,,33
363-U1482B-2H-6-A,4,56,13.64,14.16,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,6,A,,,,,34
363-U1482B-2H-6-A,56,150,14.16,15.1,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,6,A,,,,,35
363-U1482B-2H-7-A,0,14,15.1,15.24,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,7,A,,,,,36
363-U1482B-2H-7-A,14,34,15.24,15.44,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,7,A,,,,,37
363-U1482B-2H-7-A,34,69,15.44,15.79,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,7,A,,,,,38
363-U1482B-2H-CC-A,0,30,15.79,16.09,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5Y 7/2 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,2,H,CC,A,,,,,39
363-U1482B-3H-1-A,0,25,15.6,15.85,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,Drilling disturbance,,,,,,,,,,,,,363,U1482,B,3,H,1,A,,,,,40
363-U1482B-3H-1-A,25,110,15.85,16.7,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,1,A,,,,,41
363-U1482B-3H-1-A,110,150,16.7,17.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,1,A,,,,,42
363-U1482B-3H-2-A,0,50,17.1,17.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,2,A,,,,,43
363-U1482B-3H-2-A,50,63,17.6,17.73,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,2,A,,,,,44
363-U1482B-3H-2-A,63,150,17.73,18.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,2,A,,,,,45
363-U1482B-3H-3-A,0,100,18.6,19.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,3,A,,,,,46
363-U1482B-3H-3-A,100,150,19.6,20.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,3,A,,,,,47
363-U1482B-3H-4-A,0,75,20.1,20.85,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,4,A,,,,,48
363-U1482B-3H-4-A,75,150,20.85,21.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,4,A,,,,,49
363-U1482B-3H-5-A,0,150,21.6,23.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,5,A,,,,,50
363-U1482B-3H-6-A,0,89,23.1,23.99,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,6,A,,,,,51
363-U1482B-3H-6-A,89,150,23.99,24.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,6,A,,,,,52
363-U1482B-3H-7-A,0,64,24.6,25.24,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,3,H,7,A,,,,,53
363-U1482B-3H-CC-A,0,18,25.24,25.42,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,3,H,CC,A,,,,,54
363-U1482B-4H-1-A,0,150,25.1,26.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,1,A,,,,,55
363-U1482B-4H-2-A,0,64,26.6,27.24,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,2,A,,,,,56
363-U1482B-4H-2-A,64,150,27.24,28.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,2,A,,,,,57
363-U1482B-4H-3-A,0,68,28.1,28.78,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,3,A,,,,,58
363-U1482B-4H-3-A,68,150,28.78,29.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,3,A,,,,,59
363-U1482B-4H-4-A,0,130,29.6,30.9,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,4,A,,,,,60
363-U1482B-4H-4-A,130,150,30.9,31.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,4,A,,,,,61
363-U1482B-4H-5-A,0,6,31.1,31.16,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,5,A,,,,,62
363-U1482B-4H-5-A,6,150,31.16,32.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,5,A,,,,,63
363-U1482B-4H-6-A,0,140,32.6,34,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,6,A,,,,,64
363-U1482B-4H-7-A,0,16,34,34.16,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,4,H,7,A,,,,,65
363-U1482B-4H-7-A,16,59,34.16,34.59,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,4,H,7,A,,,,,66
363-U1482B-4H-CC-A,0,18,34.63,34.81,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,4,H,CC,A,,,,,67
363-U1482B-5H-1-A,0,11,34.6,34.71,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,,Drilling disturbance,,,,,,,,,,,,,363,U1482,B,5,H,1,A,,,,,68
363-U1482B-5H-1-A,11,93,34.71,35.53,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,1,A,,,,,69
363-U1482B-5H-1-A,93,150,35.53,36.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,5,H,1,A,,,,,70
363-U1482B-5H-2-A,0,23,36.1,36.33,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,2,A,,,,,71
363-U1482B-5H-2-A,23,41,36.33,36.51,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,2,A,,,,,72
363-U1482B-5H-2-A,41,150,36.51,37.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,2,A,,,,,73
363-U1482B-5H-3-A,0,99,37.6,38.59,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,3,A,,,,,74
363-U1482B-5H-3-A,99,150,38.59,39.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,5,H,3,A,,,,,75
363-U1482B-5H-4-A,0,47,39.1,39.57,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,4,A,,,,,76
363-U1482B-5H-4-A,47,132,39.57,40.42,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,4,A,,,,,77
363-U1482B-5H-4-A,132,150,40.42,40.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,4,A,,,,,78
363-U1482B-5H-5-A,0,7,40.6,40.67,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,5,A,,,,,79
363-U1482B-5H-5-A,7,51,40.67,41.11,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,5,H,5,A,,,,,80
363-U1482B-5H-5-A,51,150,41.11,42.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,5,A,,,,,81
363-U1482B-5H-6-A,0,8,42.1,42.18,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,6,A,,,,,82
363-U1482B-5H-6-A,8,41,42.18,42.51,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,6,A,,,,,83
363-U1482B-5H-6-A,41,99,42.51,43.09,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,6,A,,,,,84
363-U1482B-5H-6-A,99,150,43.09,43.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,6,A,,,,,85
363-U1482B-5H-7-A,0,54,43.6,44.14,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1482,B,5,H,7,A,,,,,86
363-U1482B-5H-7-A,54,64,44.14,44.24,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,7,A,,,,,87
363-U1482B-5H-CC-A,0,30,44.24,44.54,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,B,5,H,CC,A,,,,,88
