Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1488A-9H-2-A,0,144,73.9,75.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,2,A,,,,,94
363-U1488A-9H-3-A,0,139,75.4,76.79,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,3,A,,,,,95
363-U1488A-9H-4-A,0,145,76.9,78.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,4,A,,,,,96
363-U1488A-9H-5-A,0,145,78.4,79.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,5,A,,,,,97
363-U1488A-9H-6-A,0,140,79.9,81.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,6,A,,,,,98
363-U1488A-9H-7-A,0,66,81.4,82.06,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,7,A,,,,,99
363-U1488A-9H-CC-A,0,16,82.06,82.22,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,CC,A,,,,,100
363-U1488A-10H-1-A,0,145,81.9,83.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,1,A,,,,,101
363-U1488A-10H-2-A,0,145,83.4,84.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,2,A,,,,,102
363-U1488A-10H-3-A,0,140,84.9,86.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,3,A,,,,,103
363-U1488A-10H-4-A,0,144,86.4,87.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,4,A,,,,,104
363-U1488A-10H-5-A,0,144,87.9,89.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,5,A,,,,,105
363-U1488A-10H-6-A,0,110,89.4,90.5,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,6,A,,,,,106
363-U1488A-10H-7-A,0,54,90.6,91.14,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,7,A,,,,,107
363-U1488A-10H-CC-A,0,42,91.14,91.56,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,10,H,CC,A,,,,,108
363-U1488A-11H-1-A,0,145,91.4,92.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,1,A,,,,,109
363-U1488A-11H-2-A,0,10,92.9,93,,ash(tuff) [MMK88m],ash(tuff),,N 6 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,2,A,,,,,110
363-U1488A-11H-2-A,10,145,93,94.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,2,A,,,,,111
363-U1488A-11H-3-A,0,140,94.4,95.8,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,3,A,,,,,112
363-U1488A-11H-4-A,0,145,95.9,97.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,4,A,,,,,113
363-U1488A-11H-5-A,0,145,97.4,98.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,5,A,,,,,114
363-U1488A-11H-6-A,0,140,98.9,100.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,6,A,,,,,115
363-U1488A-11H-7-A,0,63,100.4,101.03,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,7,A,,,,,116
363-U1488A-11H-7-A,63,64,101.03,101.04,,ash(tuff) [MMK88m],ash(tuff),,N 6 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,7,A,,,,,117
363-U1488A-11H-7-A,64,65,101.04,101.05,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,7,A,,,,,118
363-U1488A-11H-CC-A,0,20,101.05,101.25,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,11,H,CC,A,,,,,119
363-U1488A-12H-1-A,0,145,100.9,102.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),complete [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,1,A,,,,,120
363-U1488A-12H-2-A,0,145,102.4,103.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),complete [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,2,A,,,,,121
363-U1488A-12H-3-A,0,140,103.9,105.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,3,A,,,,,122
363-U1488A-12H-4-A,0,145,105.4,106.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,4,A,,,,,123
363-U1488A-12H-5-A,0,145,106.9,108.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,5,A,,,,,124
363-U1488A-12H-6-A,0,91,108.4,109.31,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,6,A,,,,,125
363-U1488A-12H-7-A,0,95,109.41,110.36,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,7,A,,,,,126
363-U1488A-12H-CC-A,0,11,110.36,110.47,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,12,H,CC,A,,,,,127
363-U1488A-13H-1-A,0,145,110.4,111.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,1,A,,,,,128
363-U1488A-13H-2-A,0,146,111.9,113.36,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,2,A,,,,,129
363-U1488A-13H-3-A,0,141,113.4,114.81,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,3,A,,,,,130
363-U1488A-13H-4-A,0,146,114.9,116.36,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,4,A,,,,,131
363-U1488A-13H-5-A,0,146,116.4,117.86,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,5,A,,,,,132
363-U1488A-13H-6-A,0,141,117.9,119.31,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,6,A,,,,,133
363-U1488A-13H-7-A,0,65,119.4,120.05,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,7,A,,,,,134
363-U1488A-13H-CC-A,0,26,120.05,120.31,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,13,H,CC,A,,,,,135
363-U1488A-14H-1-A,0,145,119.9,121.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,1,A,,,,,136
363-U1488A-14H-2-A,0,143,121.4,122.83,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,2,A,,,,,137
363-U1488A-14H-3-A,0,135,122.9,124.25,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,3,A,,,,,138
363-U1488A-14H-4-A,0,138,124.4,125.78,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,4,A,,,,,139
363-U1488A-14H-5-A,0,145,125.9,127.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,5,A,,,,,140
363-U1488A-14H-6-A,0,140,127.4,128.8,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,6,A,,,,,141
363-U1488A-14H-7-A,0,70,128.9,129.6,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,7,A,,,,,142
363-U1488A-14H-CC-A,0,15,129.6,129.75,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,14,H,CC,A,,,,,143
363-U1488A-15H-1-A,0,145,129.4,130.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,1,A,,,,,144
363-U1488A-15H-2-A,0,145,130.9,132.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,2,A,,,,,145
363-U1488A-15H-3-A,0,140,132.4,133.8,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,3,A,,,,,146
363-U1488A-15H-4-A,0,145,133.9,135.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,4,A,,,,,147
363-U1488A-15H-5-A,0,145,135.4,136.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,5,A,,,,,148
363-U1488A-15H-6-A,0,140,136.9,138.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,6,A,,,,,149
363-U1488A-15H-7-A,0,70,138.4,139.1,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,7,A,,,,,150
363-U1488A-15H-CC-A,0,15,139.1,139.25,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,15,H,CC,A,,,,,151
363-U1488A-16H-1-A,0,145,138.9,140.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,1,A,,,,,152
363-U1488A-16H-2-A,0,145,140.4,141.85,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,2,A,,,,,153
363-U1488A-16H-3-A,0,140,141.9,143.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,3,A,,,,,154
363-U1488A-16H-4-A,0,145,143.4,144.85,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,4,A,,,,,155
363-U1488A-16H-5-A,0,145,144.9,146.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,5,A,,,,,156
363-U1488A-16H-6-A,0,140,146.4,147.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,6,A,,,,,157
363-U1488A-16H-7-A,0,68,147.9,148.58,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,7,A,,,,,158
363-U1488A-16H-CC-A,0,26,148.58,148.84,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,16,H,CC,A,,,,,159
363-U1488A-17H-1-A,0,45,148.4,148.85,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,1,A,,,,,160
363-U1488A-17H-2-A,0,150,149.9,151.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,2,A,,,,,161
363-U1488A-17H-3-A,0,150,151.4,152.9,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,3,A,,,,,162
363-U1488A-17H-4-A,0,150,152.9,154.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,4,A,,,,,163
363-U1488A-17H-5-A,0,150,154.4,155.9,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,5,A,,,,,164
363-U1488A-17H-6-A,0,140,155.9,157.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,6,A,,,,,165
363-U1488A-17H-7-A,0,74,157.4,158.14,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,7,A,,,,,166
363-U1488A-17H-CC-A,0,21,158.14,158.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,17,H,CC,A,,,,,167
363-U1488A-18H-1-A,0,150,157.9,159.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,1,A,,,,,168
363-U1488A-18H-2-A,0,150,159.4,160.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,2,A,,,,,169
363-U1488A-18H-3-A,0,150,160.9,162.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,3,A,,,,,170
363-U1488A-18H-4-A,0,150,162.4,163.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,4,A,,,,,171
363-U1488A-18H-5-A,0,150,163.9,165.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,5,A,,,,,172
363-U1488A-18H-6-A,0,140,165.4,166.8,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,6,A,,,,,173
363-U1488A-18H-7-A,0,68,166.9,167.58,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,7,A,,,,,174
363-U1488A-18H-CC-A,0,21,167.58,167.79,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,18,H,CC,A,,,,,175
363-U1488A-19H-1-A,0,150,167.4,168.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,1,A,,,,,176
363-U1488A-19H-2-A,0,150,168.9,170.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,2,A,,,,,177
363-U1488A-19H-3-A,0,150,170.4,171.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,3,A,,,,,178
363-U1488A-19H-4-A,0,150,171.9,173.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,4,A,,,,,179
363-U1488A-19H-5-A,0,150,173.4,174.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,5,A,,,,,180
363-U1488A-19H-6-A,0,140,174.9,176.3,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,6,A,,,,,181
363-U1488A-19H-7-A,0,69,176.4,177.09,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,19,H,7,A,,,,,182
363-U1488A-20H-1-A,0,150,176.9,178.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,1,A,,,,,183
363-U1488A-20H-2-A,0,150,178.4,179.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,2,A,,,,,184
363-U1488A-20H-3-A,0,150,179.9,181.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,3,A,,,,,185
363-U1488A-20H-4-A,0,150,181.4,182.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,4,A,,,,,186
363-U1488A-20H-5-A,0,150,182.9,184.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,5,A,,,,,187
363-U1488A-20H-6-A,0,140,184.4,185.8,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,6,A,,,,,188
363-U1488A-20H-7-A,0,71,185.9,186.61,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,7,A,,,,,189
363-U1488A-20H-CC-A,0,11,186.61,186.72,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,20,H,CC,A,,,,,190
363-U1488A-21H-1-A,0,150,186.4,187.9,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,faint green and purplish black layers,,,,,,,,,,,,,363,U1488,A,21,H,1,A,,,,,191
