Sample,Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1391C-23R-5-A,339,U1391,C,23,R,23-5,5,A,0,12,543.02,543.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,215
339-U1391C-23R-5-A,339,U1391,C,23,R,23-5,5,A,12,132,543.14,544.34,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Greenish mottled mud. Forams present.,100,100,,216
339-U1391C-23R-5-A,339,U1391,C,23,R,23-5,5,A,132,150,544.34,544.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,217
339-U1391C-23R-6-A,339,U1391,C,23,R,23-6,6,A,0,150,544.52,546.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,218
339-U1391C-23R-7-A,339,U1391,C,23,R,23-7,7,A,0,71,546.02,546.73,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,219
339-U1391C-23R-CC-A,339,U1391,C,23,R,23-CC,CC,A,0,21,546.73,546.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,220
339-U1391C-24R-1-A,339,U1391,C,24,R,24-1,1,A,0,52,546.6,547.12,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,221
339-U1391C-24R-1-A,339,U1391,C,24,R,24-1,1,A,52,150,547.12,548.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,222
339-U1391C-24R-2-A,339,U1391,C,24,R,24-2,2,A,0,29,548.1,548.39,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,223
339-U1391C-24R-2-A,339,U1391,C,24,R,24-2,2,A,0,150,548.1,549.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,224
339-U1391C-24R-3-A,339,U1391,C,24,R,24-3,3,A,0,150,549.6,551.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,225
339-U1391C-24R-4-A,339,U1391,C,24,R,24-4,4,A,0,150,551.1,552.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,226
339-U1391C-24R-5-A,339,U1391,C,24,R,24-5,5,A,0,6,552.6,552.66,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,227
339-U1391C-24R-5-A,339,U1391,C,24,R,24-5,5,A,6,31,552.66,552.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,228
339-U1391C-24R-5-A,339,U1391,C,24,R,24-5,5,A,31,39,552.91,552.99,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,cataclastic,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,229
339-U1391C-24R-5-A,339,U1391,C,24,R,24-5,5,A,39,58,552.99,553.18,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,230
339-U1391C-24R-5-A,339,U1391,C,24,R,24-5,5,A,58,150,553.18,554.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,231
339-U1391C-24R-6-A,339,U1391,C,24,R,24-6,6,A,0,32,554.1,554.42,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,232
339-U1391C-24R-6-A,339,U1391,C,24,R,24-6,6,A,32,47,554.42,554.57,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,233
339-U1391C-24R-6-A,339,U1391,C,24,R,24-6,6,A,47,88,554.57,554.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,234
339-U1391C-24R-6-A,339,U1391,C,24,R,24-6,6,A,88,151,554.98,555.61,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,235
339-U1391C-24R-7-A,339,U1391,C,24,R,24-7,7,A,0,7,555.61,555.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,236
339-U1391C-24R-7-A,339,U1391,C,24,R,24-7,7,A,7,68,555.68,556.29,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, forams and pyrite filled burrows present. ",100,100,,237
339-U1391C-24R-7-A,339,U1391,C,24,R,24-7,7,A,68,78,556.29,556.39,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,238
339-U1391C-24R-CC-A,339,U1391,C,24,R,24-CC,CC,A,0,23,556.39,556.62,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,239
339-U1391C-25R-1-A,339,U1391,C,25,R,25-1,1,A,0,105,556.2,557.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,240
339-U1391C-25R-1-A,339,U1391,C,25,R,25-1,1,A,105,125,557.25,557.45,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,241
339-U1391C-25R-1-A,339,U1391,C,25,R,25-1,1,A,125,150,557.45,557.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,242
339-U1391C-25R-2-A,339,U1391,C,25,R,25-2,2,A,0,30,557.7,558,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,243
339-U1391C-25R-2-A,339,U1391,C,25,R,25-2,2,A,30,43,558,558.13,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,244
339-U1391C-25R-2-A,339,U1391,C,25,R,25-2,2,A,43,150,558.13,559.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,245
339-U1391C-25R-3-A,339,U1391,C,25,R,25-3,3,A,0,4,559.2,559.24,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Forams and shell fragments present.,100,100,,246
339-U1391C-25R-3-A,339,U1391,C,25,R,25-3,3,A,4,31,559.24,559.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,247
339-U1391C-25R-3-A,339,U1391,C,25,R,25-3,3,A,31,108,559.51,560.28,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,248
339-U1391C-25R-3-A,339,U1391,C,25,R,25-3,3,A,108,132,560.28,560.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,249
339-U1391C-25R-3-A,339,U1391,C,25,R,25-3,3,A,132,150,560.52,560.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,250
339-U1391C-25R-4-A,339,U1391,C,25,R,25-4,4,A,0,150,560.7,562.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,251
339-U1391C-25R-5-A,339,U1391,C,25,R,25-5,5,A,0,126,562.2,563.46,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,252
339-U1391C-25R-5-A,339,U1391,C,25,R,25-5,5,A,126,150,563.46,563.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,253
339-U1391C-25R-6-A,339,U1391,C,25,R,25-6,6,A,0,27,563.7,563.97,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,254
339-U1391C-25R-6-A,339,U1391,C,25,R,25-6,6,A,27,150,563.97,565.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,255
339-U1391C-25R-7-A,339,U1391,C,25,R,25-7,7,A,0,36,565.2,565.56,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,256
339-U1391C-25R-7-A,339,U1391,C,25,R,25-7,7,A,36,74,565.56,565.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,257
339-U1391C-25R-CC-A,339,U1391,C,25,R,25-CC,CC,A,0,16,565.94,566.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, shell fragments and pyrite burrows present.",100,100,,258
339-U1391C-27R-1-A,339,U1391,C,27,R,27-1,1,A,0,145,575.4,576.85,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,gastropods at 74 cm. pyrite burrows. forams.,100,100,,259
339-U1391C-27R-1-A,339,U1391,C,27,R,27-1,1,A,145,150,576.85,576.9,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,forams,100,100,,260
339-U1391C-27R-2-A,339,U1391,C,27,R,27-2,2,A,0,7,576.9,576.97,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,forams ,100,100,,261
339-U1391C-27R-2-A,339,U1391,C,27,R,27-2,2,A,7,150,576.97,578.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,forams and pyritized burrows,100,100,,262
339-U1391C-27R-3-A,339,U1391,C,27,R,27-3,3,A,0,82,578.4,579.22,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,forams and pyritized burrows,100,100,,263
339-U1391C-27R-3-A,339,U1391,C,27,R,27-3,3,A,82,91,579.22,579.31,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,Color change,100,100,,264
339-U1391C-27R-3-A,339,U1391,C,27,R,27-3,3,A,91,148,579.31,579.88,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows,100,100,,265
339-U1391C-27R-4-A,339,U1391,C,27,R,27-4,4,A,0,150,579.88,581.38,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Forams and pyrite burrows,100,100,,266
339-U1391C-27R-5-A,339,U1391,C,27,R,27-5,5,A,0,150,581.38,582.88,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Forams and pyrite burrows,100,100,,267
339-U1391C-27R-6-A,339,U1391,C,27,R,27-6,6,A,0,119,582.88,584.07,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Forams and pyrite burrows,100,100,,268
339-U1391C-27R-CC-A,339,U1391,C,27,R,27-CC,CC,A,0,12,584.07,584.19,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Forams and pyrite burrows,100,100,,269
339-U1391C-28R-1-A,339,U1391,C,28,R,28-1,1,A,0,150,585,586.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,270
339-U1391C-28R-2-A,339,U1391,C,28,R,28-2,2,A,0,150,586.5,588,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,271
339-U1391C-28R-3-A,339,U1391,C,28,R,28-3,3,A,0,150,588,589.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,272
339-U1391C-28R-4-A,339,U1391,C,28,R,28-4,4,A,0,150,589.5,591,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"pyritized burrow at 11-13 cm, shell fragments in 19-21 cm.",100,100,,273
339-U1391C-28R-5-A,339,U1391,C,28,R,28-5,5,A,0,150,591,592.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments in 91-94 cm.,100,100,,274
339-U1391C-28R-6-A,339,U1391,C,28,R,28-6,6,A,0,73,592.5,593.23,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Pyrite,100,100,,275
339-U1391C-28R-6-A,339,U1391,C,28,R,28-6,6,A,73,150,593.23,594,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,276
339-U1391C-28R-7-A,339,U1391,C,28,R,28-7,7,A,0,48,594,594.48,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,277
339-U1391C-28R-7-A,339,U1391,C,28,R,28-7,7,A,48,67,594.48,594.67,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,,278
339-U1391C-28R-CC-A,339,U1391,C,28,R,28-CC,CC,A,0,18,594.67,594.85,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,small shell fragments fill burrows,100,100,,279
339-U1391C-30R-1-A,339,U1391,C,30,R,30-1,1,A,0,35,604.2,604.55,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,,contorted strata [BJ80],contorted bed (debrite? drilling disturbance?),100,100,,280
339-U1391C-30R-1-A,339,U1391,C,30,R,30-1,1,A,35,122,604.55,605.42,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,abundant chondrites in 77-123 cm.,100,100,,281
339-U1391C-30R-1-A,339,U1391,C,30,R,30-1,1,A,122,150,605.42,605.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments at 134 cm.,100,100,,282
339-U1391C-30R-2-A,339,U1391,C,30,R,30-2,2,A,0,78,605.7,606.48,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"gastropod at 125 cm, pyritized burrows at 77-96 cm. ",100,100,,283
339-U1391C-30R-2-A,339,U1391,C,30,R,30-2,2,A,78,112,606.48,606.82,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,pyritized burrows in 78-96 cm.,100,100,,284
