Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1490A-5H-7-A,0,59,41.41,42,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,5,H,7,A,,,,,104
363-U1490A-5H-CC-A,0,18,42,42.18,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,5,H,CC,A,,,,,105
363-U1490A-6H-1-A,0,147,42.2,43.67,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,1,A,,,,,106
363-U1490A-6H-1-A,147,150,43.67,43.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,6,H,1,A,,,,,107
363-U1490A-6H-2-A,0,4,43.7,43.74,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,6,H,2,A,,,,,108
363-U1490A-6H-2-A,4,150,43.74,45.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,2,A,,,,,109
363-U1490A-6H-3-A,0,150,45.2,46.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,3,A,,,,,110
363-U1490A-6H-4-A,0,19,46.7,46.89,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,4,A,,,,,111
363-U1490A-6H-4-A,19,28,46.89,46.98,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,6,H,4,A,,,,,112
363-U1490A-6H-4-A,28,32,46.98,47.02,,foraminiferal ooze [Leg339],foraminiferal ooze,,2.5Y 8/1 (white),slight [DB86],,,,,,,,,,,,,,sharp boundary or contact,,,,,363,U1490,A,6,H,4,A,,,,,113
363-U1490A-6H-4-A,32,150,47.02,48.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,4,A,,,,,114
363-U1490A-6H-5-A,0,12,48.2,48.32,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,5,A,,,,,115
363-U1490A-6H-5-A,12,52,48.32,48.72,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,6,H,5,A,,,,,116
363-U1490A-6H-5-A,52,134,48.72,49.54,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,5,A,,,,,117
363-U1490A-6H-5-A,134,150,49.54,49.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,5,A,,,,,118
363-U1490A-6H-6-A,0,140,49.7,51.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,6,A,,,,,119
363-U1490A-6H-7-A,0,68,51.2,51.88,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,7,A,,,,,120
363-U1490A-6H-CC-A,0,19,51.88,52.07,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,6,H,CC,A,,,,,121
363-U1490A-7H-1-A,0,139,51.7,53.09,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,1,A,,,,,122
363-U1490A-7H-1-A,139,150,53.09,53.2,,foraminiferal ooze [Leg339],foraminiferal ooze,,2.5Y 8/1 (white),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,7,H,1,A,,,,,123
363-U1490A-7H-2-A,0,41,53.2,53.61,,foraminiferal ooze [Leg339],foraminiferal ooze,,2.5Y 8/1 (white),slight [DB86],,,,,,,,,,,,,,sharp boundary or contact,,,,,363,U1490,A,7,H,2,A,,,,,124
363-U1490A-7H-2-A,41,69,53.61,53.89,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,2,A,,,,,125
363-U1490A-7H-2-A,69,75,53.89,53.95,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,7,H,2,A,,,,,126
363-U1490A-7H-2-A,75,150,53.95,54.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,2,A,,,,,127
363-U1490A-7H-3-A,0,77,54.7,55.47,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,3,A,,,,,128
363-U1490A-7H-3-A,77,84,55.47,55.54,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,7,H,3,A,,,,,129
363-U1490A-7H-3-A,84,104,55.54,55.74,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,3,A,,,,,130
363-U1490A-7H-3-A,104,150,55.74,56.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,3,A,,,,,131
363-U1490A-7H-4-A,0,55,56.2,56.75,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,4,A,,,,,132
363-U1490A-7H-4-A,55,150,56.75,57.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,4,A,,,,,133
363-U1490A-7H-5-A,0,9,57.7,57.79,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,5,A,,,,,134
363-U1490A-7H-5-A,9,16,57.79,57.86,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,7,H,5,A,,,,,135
363-U1490A-7H-5-A,16,150,57.86,59.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,5,A,,,,,136
363-U1490A-7H-6-A,0,19,59.2,59.39,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,6,A,,,,,137
363-U1490A-7H-6-A,19,24,59.39,59.44,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,7,H,6,A,,,,,138
363-U1490A-7H-6-A,24,140,59.44,60.6,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,6,A,,,,,139
363-U1490A-7H-7-A,0,59,60.7,61.29,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,7,H,7,A,,,,,140
363-U1490A-7H-7-A,59,65,61.29,61.35,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,7,A,,,,,141
363-U1490A-7H-7-A,65,73,61.35,61.43,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,7,A,,,,,142
363-U1490A-7H-CC-A,0,17,61.43,61.6,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,7,H,CC,A,,,,,143
363-U1490A-8H-1-A,0,53,61.2,61.73,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,1,A,,,,,144
363-U1490A-8H-1-A,53,59,61.73,61.79,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,8,H,1,A,,,,,145
363-U1490A-8H-1-A,59,150,61.79,62.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,1,A,,,,,146
363-U1490A-8H-2-A,0,6,62.7,62.76,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,2,A,,,,,147
363-U1490A-8H-2-A,6,11,62.76,62.81,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,8,H,2,A,,,,,148
363-U1490A-8H-2-A,11,105,62.81,63.75,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,2,A,,,,,149
363-U1490A-8H-2-A,105,150,63.75,64.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,2,A,,,,,150
363-U1490A-8H-3-A,0,10,64.2,64.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,8,H,3,A,,,,,151
363-U1490A-8H-3-A,10,87,64.3,65.07,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,3,A,,,,,152
363-U1490A-8H-3-A,87,92,65.07,65.12,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8.5 (white),slight [DB86],,,,,,foram sand,,,,,,,,sharp boundary or contact,,,,,363,U1490,A,8,H,3,A,,,,,153
363-U1490A-8H-3-A,92,150,65.12,65.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,3,A,,,,,154
363-U1490A-8H-4-A,0,22,65.7,65.92,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,4,A,,,,,155
363-U1490A-8H-4-A,22,27,65.92,65.97,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,8,H,4,A,,,,,156
363-U1490A-8H-4-A,27,150,65.97,67.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,4,A,,,,,157
363-U1490A-8H-5-A,0,150,67.2,68.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,5,A,,,,,158
363-U1490A-8H-6-A,0,113,68.7,69.83,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,6,A,,,,,159
363-U1490A-8H-6-A,113,116,69.83,69.86,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8.5 (white),slight [DB86],,,,,,foram sand,,,,,,,,,,,,,363,U1490,A,8,H,6,A,,,,,160
363-U1490A-8H-6-A,116,140,69.86,70.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,6,A,,,,,161
363-U1490A-8H-7-A,0,68,70.2,70.88,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,7,A,,,,,162
363-U1490A-8H-CC-A,0,9,70.88,70.97,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,8,H,CC,A,,,,,163
363-U1490A-9H-1-A,0,115,70.7,71.85,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,1,A,,,,,164
363-U1490A-9H-1-A,115,119,71.85,71.89,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,9,H,1,A,,,,,165
363-U1490A-9H-1-A,119,150,71.89,72.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,1,A,,,,,166
363-U1490A-9H-2-A,0,150,72.2,73.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,2,A,,,,,167
363-U1490A-9H-3-A,0,150,73.7,75.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,3,A,,,,,168
363-U1490A-9H-4-A,0,96,75.2,76.16,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,4,A,,,,,169
363-U1490A-9H-4-A,96,100,76.16,76.2,,foraminiferal ooze [Leg339],foraminiferal ooze,,2.5Y 8/1 (white),slight [DB86],,,,,,,,,,,,,,sharp boundary or contact,,,,,363,U1490,A,9,H,4,A,,,,,170
363-U1490A-9H-4-A,100,150,76.2,76.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,4,A,,,,,171
363-U1490A-9H-5-A,0,55,76.7,77.25,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,5,A,,,,,172
363-U1490A-9H-5-A,55,60,77.25,77.3,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5PB 8/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,9,H,5,A,,,,,173
363-U1490A-9H-5-A,60,150,77.3,78.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,5,A,,,,,174
363-U1490A-9H-6-A,0,140,78.2,79.6,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,6,A,,,,,175
363-U1490A-9H-7-A,0,69,79.7,80.39,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,7,A,,,,,176
363-U1490A-9H-CC-A,0,13,80.39,80.52,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,9,H,CC,A,,,,,177
363-U1490A-10H-1-A,0,150,80.2,81.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,1,A,,,,,178
363-U1490A-10H-2-A,0,70,81.7,82.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,2,A,,,,,179
363-U1490A-10H-2-A,70,90,82.4,82.6,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,10,H,2,A,,,,,180
363-U1490A-10H-2-A,90,150,82.6,83.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,2,A,,,,,181
363-U1490A-10H-3-A,0,150,83.2,84.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,3,A,,,,,182
363-U1490A-10H-4-A,0,150,84.7,86.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,4,A,,,,,183
363-U1490A-10H-5-A,0,9,86.2,86.29,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,5,A,,,,,184
363-U1490A-10H-5-A,9,15,86.29,86.35,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8.5 (white),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,10,H,5,A,,,,,185
363-U1490A-10H-5-A,15,150,86.35,87.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,5,A,,,,,186
363-U1490A-10H-6-A,0,140,87.7,89.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,6,A,,,,,187
363-U1490A-10H-7-A,0,73,89.2,89.93,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,7,A,,,,,188
363-U1490A-10H-CC-A,0,20,89.93,90.13,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,10,H,CC,A,,,,,189
363-U1490A-11H-1-A,0,150,89.7,91.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,1,A,,,,,190
363-U1490A-11H-2-A,0,150,91.2,92.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,2,A,,,,,191
363-U1490A-11H-3-A,0,105,92.7,93.75,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,3,A,,,,,192
363-U1490A-11H-3-A,105,111,93.75,93.81,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,3,A,,,,,193
363-U1490A-11H-3-A,111,119,93.81,93.89,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,3,A,,,,,194
363-U1490A-11H-3-A,119,126,93.89,93.96,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,7.5YR 8/1 (white),moderate [DB86],,,,,,Sharp Base,,,,,,,,,,,,,363,U1490,A,11,H,3,A,,,,,195
363-U1490A-11H-3-A,126,150,93.96,94.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,3,A,,,,,196
363-U1490A-11H-4-A,0,84,94.2,95.04,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,11,H,4,A,,,,,197
363-U1490A-11H-4-A,84,90,95.04,95.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,Sharp Base,,,,,,,,,,,,,363,U1490,A,11,H,4,A,,,,,198
