Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
367-U1499A-29X-1-A,135,150,260.75,260.9,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,1,A,376
367-U1499A-29X-2-A,0,17,260.9,261.07,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,2,A,377
367-U1499A-29X-2-A,17,19,261.07,261.09,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,erosive,horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,2,A,378
367-U1499A-29X-2-A,19,150,261.09,262.4,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,2,A,379
367-U1499A-29X-3-A,0,150,262.4,263.9,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,3,A,380
367-U1499A-29X-4-A,0,77,263.9,264.67,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,4,A,381
367-U1499A-29X-4-A,77,81,264.67,264.71,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,4,A,382
367-U1499A-29X-4-A,81,150,264.71,265.4,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,4,A,383
367-U1499A-29X-5-A,0,57,265.4,265.97,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,5,A,384
367-U1499A-29X-5-A,57,60,265.97,266,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,5,A,385
367-U1499A-29X-5-A,60,141,266,266.81,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,5,A,386
367-U1499A-29X-6-A,0,131,266.9,268.21,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,6,A,387
367-U1499A-29X-7-A,0,53,268.21,268.74,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,7,A,388
367-U1499A-29X-7-A,53,56,268.74,268.77,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thick bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,7,A,389
367-U1499A-29X-CC-A,0,2,268.77,268.79,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,CC,A,390
367-U1499A-29X-CC-A,2,33,268.79,269.1,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,CC,A,391
367-U1499A-30X-1-A,0,45.5,269.1,269.555,,clay [Leg339],,clay,clay,,GLEY 1 4/5GY (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,1,A,392
367-U1499A-30X-1-A,45.5,48.5,269.555,269.585,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 6/10GY (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,1,A,393
367-U1499A-30X-1-A,45.5,150,269.555,270.6,,clay [Leg339],,clay,clay,,GLEY 1 4/5GY (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,1,A,394
367-U1499A-30X-2-A,0,150,270.6,272.1,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,2,A,395
367-U1499A-30X-3-A,0,89,272.1,272.99,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,3,A,396
367-U1499A-30X-3-A,89,94,272.99,273.04,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,3,A,397
367-U1499A-30X-3-A,94,150,273.04,273.6,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,3,A,398
367-U1499A-30X-4-A,0,150,273.6,275.1,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,4,A,399
367-U1499A-30X-5-A,0,99,275.1,276.09,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,5,A,400
367-U1499A-30X-5-A,99,103,276.09,276.13,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,5,A,401
367-U1499A-30X-5-A,103,140,276.13,276.5,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,5,A,402
367-U1499A-30X-6-A,0,117,276.6,277.77,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,6,A,403
367-U1499A-30X-6-A,117,120,277.77,277.8,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,6,A,404
367-U1499A-30X-6-A,120,140,277.8,278,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,6,A,405
367-U1499A-30X-7-A,0,58,278,278.58,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,7,A,406
367-U1499A-30X-CC-A,0,33,278.58,278.91,,clay [Leg339],,clay,clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,CC,A,407
367-U1499A-31X-1-A,0,15,278.8,278.95,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,1,A,408
367-U1499A-31X-1-A,15,17,278.95,278.97,,foraminiferal silty sand [X363],,foraminiferal silty sand,foraminiferal silty sand,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thick bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,1,A,409
367-U1499A-31X-1-A,17,108,278.97,279.88,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,1,A,410
367-U1499A-31X-1-A,108,112,279.88,279.92,,foraminiferal silty sand [X363],,foraminiferal silty sand,foraminiferal silty sand,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,1,A,411
367-U1499A-31X-1-A,112,150,279.92,280.3,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,1,A,412
367-U1499A-31X-2-A,0,9,280.3,280.39,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,2,A,413
367-U1499A-31X-2-A,9,13,280.39,280.43,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,2,A,414
367-U1499A-31X-2-A,13,150,280.43,281.8,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,2,A,415
367-U1499A-31X-3-A,0,150,281.8,283.3,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,3,A,416
367-U1499A-31X-4-A,0,150,283.3,284.8,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,4,A,417
367-U1499A-31X-5-A,0,11,284.8,284.91,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,5,A,418
367-U1499A-31X-5-A,11,12,284.91,284.92,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,5,A,419
367-U1499A-31X-5-A,12,140,284.92,286.2,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,5,A,420
367-U1499A-31X-6-A,0,143,286.3,287.73,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,6,A,421
367-U1499A-31X-7-A,0,25,287.73,287.98,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,7,A,422
367-U1499A-31X-7-A,25,27,287.98,288,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,7,A,423
367-U1499A-31X-7-A,27,55,288,288.28,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,7,A,424
367-U1499A-31X-CC-A,0,8,288.28,288.36,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,CC,A,425
367-U1499A-31X-CC-A,8,13,288.36,288.41,,foraminiferal clayey sand [X363],,foraminiferal clayey sand,foraminiferal clayey sand,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,,erosive,sub-horizontal,thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,CC,A,426
367-U1499A-31X-CC-A,13,35,288.41,288.63,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,CC,A,427
367-U1499A-32X-1-A,0,121,288.5,289.71,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,1,A,428
367-U1499A-32X-1-A,121,123,289.71,289.73,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,1,A,429
367-U1499A-32X-1-A,123,150,289.73,290,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,1,A,430
367-U1499A-32X-2-A,0,141,290,291.41,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,2,A,431
367-U1499A-32X-3-A,0,15,291.5,291.65,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,3,A,432
367-U1499A-32X-3-A,15,21,291.65,291.71,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,3,A,433
367-U1499A-32X-3-A,21,32,291.71,291.82,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,3,A,434
367-U1499A-32X-3-A,32,38,291.82,291.88,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,3,A,435
367-U1499A-32X-3-A,38,56,291.88,292.06,,clay [Leg339],,clay,clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,3,A,436
367-U1499A-32X-3-A,56,58,292.06,292.08,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,3,A,437
