Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ. Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405A-10H-6-A,342,U1405,A,10,10-6,H,6,A,0,137,89.7,91.1,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly brown layers and blebs (maybe burrows) throughout. 2 slight oblique dark stripes, perhaps fractures, are present at 70-120cm
",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-10H-7-A,342,U1405,A,10,10-7,H,7,A,0,72,91.2,91.92,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly brown layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-10H-CC-A,342,U1405,A,10,10-CC,H,CC,A,0,24,91.92,92.14,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly brown layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-11H-1-A,342,U1405,A,11,11-1,H,1,A,4,150,91.7,93.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Dark grey bleb at 47cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica [Leg339],,,,,,
342-U1405A-11H-2-A,342,U1405,A,11,11-2,H,2,A,0,150,93.2,94.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-11H-3-A,342,U1405,A,11,11-3,H,3,A,0,150,94.7,96.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Prominent 2cm brown layer at 61cm. Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-11H-4-A,342,U1405,A,11,11-4,H,4,A,0,150,96.2,97.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-11H-5-A,342,U1405,A,11,11-5,H,5,A,0,150,97.7,99.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-11H-6-A,342,U1405,A,11,11-6,H,6,A,0,145,99.2,100.6,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-11H-7-A,342,U1405,A,11,11-7,H,7,A,0,72,100.7,101.42,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-11H-CC-A,342,U1405,A,11,11-CC,H,CC,A,0,15,101.42,101.58,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Major lithology has both abundant nannofossils and biosilica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-12H-1-A,342,U1405,A,12,12-1,H,1,A,6,150,101.2,102.7,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-12H-2-A,342,U1405,A,12,12-2,H,2,A,0,150,102.7,104.2,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-12H-3-A,342,U1405,A,12,12-3,H,3,A,0,114,104.2,105.34,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-3-A,342,U1405,A,12,12-3,H,3,A,114,120,105.34,105.4,,biosiliceous ooze [Leg339],,biosiliceous ooze ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-12H-3-A,342,U1405,A,12,12-3,H,3,A,120,150,105.4,105.7,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils [Leg339],,,,,,
342-U1405A-12H-4-A,342,U1405,A,12,12-4,H,4,A,0,14,105.7,105.84,,biosiliceous ooze [Leg339],,biosiliceous ooze ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-12H-4-A,342,U1405,A,12,12-4,H,4,A,14,150,105.84,107.2,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-5-A,342,U1405,A,12,12-5,H,5,A,0,61,107.2,107.81,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-5-A,342,U1405,A,12,12-5,H,5,A,61,63,107.81,107.83,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-5-A,342,U1405,A,12,12-5,H,5,A,63,150,107.83,108.7,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-6-A,342,U1405,A,12,12-6,H,6,A,0,126,108.7,109.96,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils [Leg339],5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-7-A,342,U1405,A,12,12-7,H,7,A,0,26,109.96,110.22,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-7-A,342,U1405,A,12,12-7,H,7,A,26,26.5,110.22,110.225,,biosiliceous ooze [Leg339],,biosiliceous ooze ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-12H-7-A,342,U1405,A,12,12-7,H,7,A,26.5,68,110.225,110.64,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-12H-CC-A,342,U1405,A,12,12-CC,H,CC,A,0,18,110.64,110.87,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils [Leg339],5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils [Leg339],,,,,,
342-U1405A-13H-1-A,342,U1405,A,13,13-1,H,1,A,0,150,110.7,112.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-2-A,342,U1405,A,13,13-2,H,2,A,0,115,112.2,113.35,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-2-A,342,U1405,A,13,13-2,H,2,A,115,134,113.35,113.54,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,fracture,Sub-vertical zone of greenish-gray (5G 5/1) material is likely a fracture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-13H-2-A,342,U1405,A,13,13-2,H,2,A,134,150,113.54,113.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-3-A,342,U1405,A,13,13-3,H,3,A,0,150,113.7,115.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-4-A,342,U1405,A,13,13-4,H,4,A,0,150,115.2,116.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-5-A,342,U1405,A,13,13-5,H,5,A,0,24,116.7,116.94,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-5-A,342,U1405,A,13,13-5,H,5,A,24,30,116.94,117,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-5-A,342,U1405,A,13,13-5,H,5,A,30,150,117,118.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-6-A,342,U1405,A,13,13-6,H,6,A,0,100,118.2,119.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-6-A,342,U1405,A,13,13-6,H,6,A,95,115,119.15,119.35,,,,,,,,,,,fracture,Sub-vertical fracture-like feature between 5GY 6/1 above and 5GY 5/1 below; doesn't appear to be any other change besides color across,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-13H-6-A,342,U1405,A,13,13-6,H,6,A,100,150,119.2,119.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-7-A,342,U1405,A,13,13-7,H,7,A,0,62,119.7,120.32,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-13H-CC-A,342,U1405,A,13,13-CC,H,CC,A,0,15,120.32,120.51,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-1-A,342,U1405,A,14,14-1,H,1,A,0,150,120.2,121.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-2-A,342,U1405,A,14,14-2,H,2,A,0,87,121.7,122.57,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-2-A,342,U1405,A,14,14-2,H,2,A,87,151,122.57,123.21,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-3-A,342,U1405,A,14,14-3,H,3,A,0,150,123.21,124.71,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-4-A,342,U1405,A,14,14-4,H,4,A,0,150,124.71,126.21,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-5-A,342,U1405,A,14,14-5,H,5,A,0,42,126.21,126.63,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-5-A,342,U1405,A,14,14-5,H,5,A,42,85,126.63,127.06,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-5-A,342,U1405,A,14,14-5,H,5,A,85,152,127.06,127.73,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-14H-6-A,342,U1405,A,14,14-6,H,6,A,0,145,127.73,129.23,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-14H-7-A,342,U1405,A,14,14-7,H,7,A,0,70,129.23,129.93,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,
342-U1405A-14H-CC-A,342,U1405,A,14,14-CC,H,CC,A,0,19,129.93,130.17,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-1-A,342,U1405,A,15,15-1,H,1,A,0,150,129.7,131.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-2-A,342,U1405,A,15,15-2,H,2,A,0,130,131.2,132.5,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-2-A,342,U1405,A,15,15-2,H,2,A,130,150,132.5,132.7,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,0,54,132.7,133.24,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,54,94,133.24,133.64,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,94,97,133.64,133.67,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
