Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1430A-1H-CC-A,0,11,3.47,3.58,,clay ,,clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,1,H,CC,A
346-U1430A-2H-1-A,0,51,3.6,4.11,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,1,A
346-U1430A-2H-1-A,51,63,4.11,4.23,,clayey silt ,,clayey silt ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,1,A
346-U1430A-2H-1-A,63,92,4.23,4.52,,silty clay ,,silty clay ,,,,lamination,5Y 2.5/2 (black),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,1,A
346-U1430A-2H-1-A,92,110,4.52,4.7,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,1,A
346-U1430A-2H-1-A,110,150,4.7,5.1,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,1,A
346-U1430A-2H-1-A,133,136,4.93,4.96,,,,,pumice,volcaniclastic-bearing,2,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,1,A
346-U1430A-2H-2-A,0,3,5.1,5.13,,tephra ,,tephra ,pumice,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-2-A,3,14,5.13,5.24,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-2-A,14,47,5.24,5.57,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-2-A,47,78,5.57,5.88,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-2-A,78,97,5.88,6.07,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-2-A,97,137,6.07,6.47,,silty clay ,,silty clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-2-A,137,150,6.47,6.6,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,2,A
346-U1430A-2H-3-A,0,36,6.6,6.96,foraminifer rich,clayey silt ,,foraminifer rich clayey silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,36,42,6.96,7.02,,tephra ,,tephra ,pumice,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,42,49,7.02,7.09,foraminifer rich,clayey silt ,,foraminifer rich clayey silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,49,82,7.09,7.42,,clayey silt ,,clayey silt ,,,,,5GY 5/1 (greenish gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,82,92,7.42,7.52,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,92,97,7.52,7.57,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,97,98,7.57,7.58,,tephra ,,tephra ,vitric,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,98,123,7.58,7.83,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,122,127,7.82,7.87,,,,,vitric,volcaniclastic-bearing,2,patch or bleb,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-3-A,123,150,7.83,8.1,,clayey silt ,,clayey silt ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,3,A
346-U1430A-2H-4-A,0,21,8.1,8.31,,clayey silt ,,clayey silt ,,,,,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-4-A,21,30,8.31,8.4,,silty clay ,,silty clay ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-4-A,30,56,8.4,8.66,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-4-A,56,62,8.66,8.72,,tephra ,,tephra ,pumice,,,,N 2.5 (black),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-4-A,62,65,8.72,8.75,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-4-A,65,97,8.75,9.07,,clayey silt ,,clayey silt ,,,,,5GY 5/1 (greenish gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-4-A,97,150,9.07,9.6,,silty clay ,,silty clay ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,4,A
346-U1430A-2H-5-A,0,3,9.6,9.63,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,2,3,9.62,9.63,,,,,vitric,volcaniclastic-bearing,2,patch or bleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,3,54,9.63,10.14,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,54,66,10.14,10.26,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,66,83,10.26,10.43,,clayey silt ,,clayey silt ,,,,,5Y 5/1 (gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,83,99,10.43,10.59,,clayey silt ,,clayey silt ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,99,115,10.59,10.75,,silty clay ,,silty clay ,,,,,5Y 2.5/2 (black),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,115,123,10.75,10.83,,tephra ,,tephra ,pumice,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,123,128,10.83,10.88,,silty clay ,,silty clay ,,,,,5Y 2.5/2 (black),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-5-A,128,150,10.88,11.1,,clayey silt ,,clayey silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,5,A
346-U1430A-2H-6-A,0,15,11.1,11.25,,silty clay [MMK88],,silty clay ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,15,39,11.25,11.49,,clayey silt [MMK88],,clayey silt ,,,,,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,39,40,11.49,11.5,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,40,40.5,11.5,11.505,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,40.5,65,11.505,11.75,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,65,83,11.75,11.93,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,83,129,11.93,12.39,,clayey silt [MMK88],,clayey silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,129,140,12.39,12.5,,clayey silt [MMK88],,clayey silt ,,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-6-A,140,150,12.5,12.6,foraminifer rich,clayey silt [MMK88],,foraminifer rich clayey silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,foraminifer rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,6,A
346-U1430A-2H-7-A,0,6,12.6,12.66,,silty clay [MMK88],,silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,7,A
346-U1430A-2H-7-A,6,13,12.66,12.73,,tephra [FS84],,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,7,A
346-U1430A-2H-7-A,13,25,12.73,12.85,,silty clay [MMK88],,silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,7,A
346-U1430A-2H-7-A,25,56,12.85,13.16,foraminifer rich,clayey silt [MMK88],,foraminifer rich clayey silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,foraminifer rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,7,A
346-U1430A-2H-CC-A,0,17,13.16,13.33,,silty clay [MMK88],,silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,2,H,CC,A
346-U1430A-3H-1-A,0,17,13.1,13.27,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,17,38,13.27,13.48,,clayey silt [MMK88],,clayey silt ,,,,,5Y 3/2 (dark olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,38,80,13.48,13.9,,clayey silt [MMK88],,clayey silt ,,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,80,88,13.9,13.98,nannofossil rich,clayey silt [MMK88],,nannofossil rich clayey silt ,,,,,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,88,99,13.98,14.09,,tephra [FS84],,tephra ,pumice,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,99,116,14.09,14.26,nannofossil rich,clayey silt [MMK88],,nannofossil rich clayey silt ,,,,,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,116,120,14.26,14.3,,tephra [FS84],,tephra ,pumice,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,120,121,14.3,14.31,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-1-A,121,150,14.31,14.6,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,1,A
346-U1430A-3H-2-A,0,33,14.6,14.93,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,2,A
346-U1430A-3H-2-A,33,150,14.93,16.1,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay ,,,,,5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,2,A
346-U1430A-3H-3-A,0,38,16.1,16.48,,clayey silt [MMK88],with foraminifers [Leg339],clayey silt  with foraminifers ,,,,color banding,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,3,A
346-U1430A-3H-3-A,38,108,16.48,17.18,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt  with volcanic ash ,vitric,trace amount,1,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,3,A
346-U1430A-3H-3-A,108,115,17.18,17.25,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,3,A
346-U1430A-3H-3-A,115,120,17.25,17.3,,tephra [FS84],,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,3,A
346-U1430A-3H-3-A,120,146,17.3,17.56,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,3,A
346-U1430A-3H-3-A,146,150,17.56,17.6,,clayey silt [MMK88],with foraminifers [Leg339],clayey silt  with foraminifers ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,clayey silt ,clayey silt   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,3,A
346-U1430A-3H-4-A,0,21,17.6,17.81,,clayey silt [MMK88],,clayey silt ,,,,,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,4,A
346-U1430A-3H-4-A,21,29,17.81,17.89,,tephra [FS84],,tephra ,pumice,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,4,A
346-U1430A-3H-4-A,29,42,17.89,18.02,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5GY 7/1 (light greenish gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,4,A
346-U1430A-3H-4-A,42,98,18.02,18.58,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay ,,,,,5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,4,A
346-U1430A-3H-4-A,98,123,18.58,18.83,,silty clay [MMK88],,silty clay ,,,,,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,4,A
346-U1430A-3H-4-A,123,150,18.83,19.1,,clayey silt [MMK88],with foraminifers [Leg339],clayey silt  with foraminifers ,,,,lamination,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,3,H,4,A
