Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1421A-15H-CC-A,25,30,87.32,87.37,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,15,H,CC,A,,,,105
341-U1421A-16H-1-A,0,73,87.3,88.03,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,"mud matrix with some sand; more granules than pebbles (up to 1 cm): siltstone, granitoids; shell fragments @ 54 cm ",,,,,,341,U1421,A,16,H,1,A,,,,106
341-U1421A-16H-1-A,73,83,88.03,88.13,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1421,A,16,H,1,A,,,,107
341-U1421A-16H-CC-A,0,22,88.13,88.35,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"mud matrix with some sand; granules of siltstone, granitoid, greenstone",,,,,,341,U1421,A,16,H,CC,A,,,,108
341-U1421A-16H-CC-A,22,28,88.35,88.41,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,16,H,CC,A,,,,109
341-U1421A-17H-1-A,0,147.5,88.4,89.875,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granule and pebble clasts including basalt (13), rhyolite (1), gneiss (2), sandstone (8), siltstone, (12), argillite (4), metasandstone (1), vein quartz (2)
",,,,,,341,U1421,A,17,H,1,A,,,,110
341-U1421A-17H-1-A,147.5,150,89.875,89.9,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1421,A,17,H,1,A,,,,111
341-U1421A-17H-2-A,0,145,89.9,91.35,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including basalt (19), vein quartz (1), argillite (8), sandstone (9), siltstone (9), granitoid (3), metasediment (2), unknown metamorphic rock (3), grennstone (2), rhyolite (1)
",,,,,,341,U1421,A,17,H,2,A,,,,112
341-U1421A-17H-2-A,145,147,91.35,91.37,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1421,A,17,H,2,A,,,,113
341-U1421A-17H-CC-A,0,33.5,91.37,91.705,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles include rhyolite (3), siltstone (3), basalt (2), vein quartz (2), unknown metamorphic (light green; 3), sandstone (4), greenstone (1), gneiss (?, 1)",,,,,,341,U1421,A,17,H,CC,A,,,,114
341-U1421A-19H-1-A,0,140,93.2,94.6,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"mud matrix with fine sand; granules and pebbles (up to 4 cm) of siltstone, granitoid, sandstone, greenstone; accumulation of  pebbles (> 2cm) @ 118 - 132 cm (including a metasiltstone with quartz veins)",,,,,,341,U1421,A,19,H,1,A,,,,115
341-U1421A-19H-1-A,140,150,94.6,94.7,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1421,A,19,H,1,A,,,,116
341-U1421A-19H-2-A,0,139,94.7,96.09,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,matrix of mud with fine sand; some clasts were probably dragged by the saw while splitting the core (suggests some orientation),,,,,,341,U1421,A,19,H,2,A,,,,117
341-U1421A-19H-cc-A,0,21,96.09,96.3,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"matrix of mud with fine sand/silt, granules, pebbles (up to 2 cm); siltstone, granitoids",,,,,,341,U1421,A,19,H,cc,A,,,,118
341-U1421A-19H-cc-A,24,29,96.33,96.38,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,19,H,cc,A,,,,119
341-U1421A-20X-1-A,0,52,96.4,96.92,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,muddy matrix; siltstone with pyrite coated shell fragment @ 11-13 cm; granules and pebbles of silt- and sandstone (up to 4 cm),,,,,,341,U1421,A,20,X,1,A,,,,120
341-U1421A-20X-1-A,52,57,96.92,96.97,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,20,X,1,A,,,,121
341-U1421A-21X-CC-A,0,28,102.9,103.18,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granules and pebbles up to 2 cm of siltstone, greenstone, granitoid",,,,,,341,U1421,A,21,X,CC,A,,,,122
341-U1421A-21X-CC-A,28,34,103.18,103.24,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,21,X,CC,A,,,,123
341-U1421A-21X-CC-A,34,38,103.24,103.28,,,,,,,,,,,present [A79],1,,,,,,,,,,washed pebble silt- or sandstone,,,,,,341,U1421,A,21,X,CC,A,,,,124
341-U1421A-22X-1-A,0,90,112.6,113.5,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"granules and pebbles (up to 5 cm) of siltstone, metasiltstone, metasandstone, granitoids",,,,,,341,U1421,A,22,X,1,A,,,,125
341-U1421A-22X-1-A,90,100,113.5,113.6,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1421,A,22,X,1,A,,,,126
341-U1421A-22X-2-A,0,3,113.6,113.63,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1421,A,22,X,2,A,,,,127
341-U1421A-22X-2-A,3,72,113.63,114.32,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"5% sponge spicules; clayey mud with dispersed thin silt laminae (0.1 cm), granules and pebbles (up to 1.5 cm) of siltstone, granitoid, metasandstone",,,,,,341,U1421,A,22,X,2,A,,,,128
341-U1421A-22X-CC-A,0,32,114.32,114.64,biosiliceous bearing,mud [Leg210],with abundant clasts,biosiliceous bearing mud  with abundant clasts,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,patches containing some more clasts and sand grains,,,,,,341,U1421,A,22,X,CC,A,,,,129
341-U1421A-22X-CC-A,32,38,114.64,114.7,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,22,X,CC,A,,,,130
341-U1421A-23X-CC-A,0,53,122.3,122.83,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"matrix is mud with some sand; few granules, more pebbles (up to 2 cm) of siltstone, granitoid, greenstone; core contains drilled siltstone @ 44-50 cm",,,,,,341,U1421,A,23,X,CC,A,,,,131
341-U1421A-23X-CC-A,53,58,122.83,122.88,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,,341,U1421,A,23,X,CC,A,,,,132
341-U1421A-23X-CC-A,58,66,122.88,122.96,,,,,,,,,,,present [A79],1,,,,,,,,,,drilled silt- or very fine sandstone (6x6 cm),,,,,,341,U1421,A,23,X,CC,A,,,,133
341-U1421A-24X-1-A,0,44.5,132,132.445,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with muddy matrix
- granules and pebbles of basalt (5), siltstone (1), argillite (2), sandstone (7), metasiltston (1)",,,,,,341,U1421,A,24,X,1,A,,,,134
341-U1421A-24X-1-A,44.5,50,132.445,132.5,,,,,,,,,,,,,,,,,,,,,,Samples PAL,,,,,,341,U1421,A,24,X,1,A,,,,135
341-U1421A-25X-CC-A,0,49,141.7,142.19,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granule and pebbles including basalt (4), greenstone (1), sandstone (9), argillite (2), siltstone (4), mudstone (1), vein quartz (2)
",,,,,,341,U1421,A,25,X,CC,A,,,,136
341-U1421A-25X-CC-A,49,54,142.19,142.24,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,25,X,CC,A,,,,137
341-U1421A-26X-CC-A,0,58,151.4,151.98,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including basalt (8), siltstone (7), sandstone (6), argillite (1), vein quartz (1), metasandstone (5), rhyolite (2), greenstone (1)",,,,,,341,U1421,A,26,X,CC,A,,,,138
341-U1421A-26X-CC-A,58,63,151.98,152.03,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,26,X,CC,A,,,,139
341-U1421A-26X-CC-A,63,70,152.03,152.1,,,,,,,,,,,,,,,,,,,,,,- One washed pebble of metasediment.,,,,,,341,U1421,A,26,X,CC,A,,,,140
341-U1421A-27X-CC-A,0,6,161.1,161.16,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,27,X,CC,A,,,,141
341-U1421A-27X-CC-A,6,17,161.16,161.27,,,,,,,,,,,,,,,,,,,,,,"- two washed pebbles of metasiltstone and sandstone with attached muddy diamict.
",,,,,,341,U1421,A,27,X,CC,A,,,,142
341-U1421A-28X-CC-A,0,61,170.8,171.41,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"muddy matrix, mainly subangular pebbles (up to 4 cm) of siltstone, greenstone, granitoid, metasiltstone",,,,,,341,U1421,A,28,X,CC,A,,,,143
341-U1421A-28X-CC-A,61,66,171.41,171.46,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,28,X,CC,A,,,,144
341-U1421A-28X-CC-A,66,76,171.46,171.56,,,,,,,,,,,present [A79],2,,,,,,,,,,2 washed pebbles of metasiltstone,,,,,,341,U1421,A,28,X,CC,A,,,,145
341-U1421A-29X-CC-A,0,12,180.5,180.62,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"granules and pebbles of siltstone, some other metasediment",,,,,,341,U1421,A,29,X,CC,A,,,,146
341-U1421A-29X-CC-A,12,17,180.62,180.67,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,29,X,CC,A,,,,147
341-U1421A-29X-CC-A,17,25,180.67,180.75,,,,,,,,,,,present [A79],2,,,,,,,,,,2 pebbles of washed metasandstone,,,,,,341,U1421,A,29,X,CC,A,,,,148
341-U1421A-30X-CC-A,0,1,190.2,190.21,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,30,X,CC,A,,,,149
341-U1421A-30X-CC-A,1,5,190.21,190.25,,,,,,,,,,,present [A79],1,,,,,,,,,,washed pebble of siltstone,,,,,,341,U1421,A,30,X,CC,A,,,,150
341-U1421A-31X-CC-A,0,33,199.9,200.23,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,shell fragment,,,"red siltstone 1, basalt 2, sdst 4, vein qtz 1, siltst 10, argillite 1; shell fragment at 18.5 cm",,,,,,341,U1421,A,31,X,CC,A,,,,151
341-U1421A-31X-CC-A,33,38,200.23,200.28,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,31,X,CC,A,,,,152
341-U1421A-31X-CC-A,38,44,200.28,200.34,,,,,,,,,,,present [A79],,,,,,,,,,,washed gravel,,,,,,341,U1421,A,31,X,CC,A,,,,153
341-U1421A-32X-CC-A,0,8,209.6,209.68,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,32,X,CC,A,,,,154
341-U1421A-33X-CC-A,0,21,219.3,219.51,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"sdst 2, siltst 5, granite 1",,,,,,341,U1421,A,33,X,CC,A,,,,155
341-U1421A-33X-CC-A,21,27,219.51,219.57,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,33,X,CC,A,,,,156
341-U1421A-34X-1-A,0,21,229,229.21,silty,clast-poor diamict [M89m],with sand [Leg339],silty clast-poor diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 2, siltst 2, granite 1, rhyolite 1",,,,,,341,U1421,A,34,X,1,A,,,,157
341-U1421A-34X-1-A,21,66,229.21,229.66,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 5, gneiss 1, siltst 5, sdst 7, granite 2, argillite 1",,,,,,341,U1421,A,34,X,1,A,,,,158
341-U1421A-35X-CC-A,0,5,238.7,238.75,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts: sandstone(3), basalt(2), siltstone(granules); up to 3cm",,,,,,341,U1421,A,35,X,CC,A,,,,159
341-U1421A-35X-CC-A,5,10,238.75,238.8,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,35,X,CC,A,,,,160
341-U1421A-35X-CC-A,10,16,238.8,238.86,,,,,,,,,,,present [A79],,,,,,,,,,,sandstone,,,,,,341,U1421,A,35,X,CC,A,,,,161
341-U1421A-36X-1-A,0,74,246.4,247.14,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,cobble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: sandstone(8), greywacke(2), siltstone(9), gneiss(2), granitoid(2), basalt(6), quartz(2), argillite(1), rhyolite(1)",,,,,,341,U1421,A,36,X,1,A,,,,162
341-U1421A-36X-1-A,74,79,247.14,247.19,,,,,,,,,,,,,,,,,,,,,,PAL (in LIMS 71-76cm; foam/missing 74-79cm; cleared with CLO),,,,,,341,U1421,A,36,X,1,A,,,,163
341-U1421A-37X-1-A,0,18,256.1,256.28,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts: greywacke(1), basalt(3), sandstone(2), siltstone(1); up to 2cm",,,,,,341,U1421,A,37,X,1,A,,,,164
341-U1421A-37X-1-A,18,23,256.28,256.33,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,37,X,1,A,,,,165
341-U1421A-37X-1-A,23,38,256.33,256.48,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: siltstone(2), rhyolite(1), sandstone(3), metasiltstone(1), argillite(1); up to 5cm",,,,,,341,U1421,A,37,X,1,A,,,,166
341-U1421A-38X-1-A,0,48.5,265.8,266.285,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including vein quartz (2), basalt (2), sanststone (3), metasediment (2), rhyolite (1), siltstone (3), argillite (1) and granitoid (1)
",,,,,,341,U1421,A,38,X,1,A,,,,167
341-U1421A-38X-1-A,48.5,54,266.285,266.34,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,38,X,1,A,,,,168
341-U1421A-39X-1-A,0,46,275.5,275.96,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including grennstone (1), sandstone (9), diorite (1), sandstone with quartz veins (2), conglomerate (?; 1), metasediment (3), basalt (2), siltstone (3) and one granite-sandstone contact 
",,,,,,341,U1421,A,39,X,1,A,,,,169
341-U1421A-39X-1-A,46,51,275.96,276.01,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,39,X,1,A,,,,170
341-U1421A-39X-1-A,51,57,276.01,276.07,,,,,,,,,,,,,,,,,,,,,,"- three washed pebbles of sandstone, granitoid and sandstone with quartz vein",,,,,,341,U1421,A,39,X,1,A,,,,171
341-U1421A-40X-CC-A,0,45,285.2,285.65,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including sandstone (7), basalt (3), argillite (3), metasediment (1), folded gneiss (mica rich; 1)",,,,,,341,U1421,A,40,X,CC,A,,,,172
341-U1421A-40X-CC-A,45,50,285.65,285.7,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,40,X,CC,A,,,,173
341-U1421A-41X-1-A,0,61,294.9,295.51,diatom bearing,mud [Leg210],with volcanic ash [Leg339],diatom bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],4,,,,,,,,,,massive clayey mud with few dispersed lithic grains (only 4 granules > 2 mm),,,,,,341,U1421,A,41,X,1,A,,,,174
341-U1421A-41X-1-A,61,71,295.51,295.61,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1421,A,41,X,1,A,,,,175
341-U1421A-41X-2-A,0,47,295.61,296.08,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],5,,,,,,,shell fragment,,,massive clayey mud with few dispersed lithic grains (only 5 granules > 2 mm); shell fragments @ 29 cm,,,,,,341,U1421,A,41,X,2,A,,,,176
341-U1421A-41X-2-A,47,51,296.08,296.12,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,41,X,2,A,,,,177
341-U1421A-41X-2-A,51,60,296.12,296.21,,,,,,,,,,,present [A79],2,,,,,,,,,,"silt- and sandstone, washed pebbles",,,,,,341,U1421,A,41,X,2,A,,,,178
341-U1421A-42X-1-A,0,70,304.6,305.3,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy mud matrix; granules and pebbles (up to 5 cm) of siltstone, metasandstone, granitoids, greenstone; drilled rock @ 50-59 cm (metasandstone)",,,,,,341,U1421,A,42,X,1,A,,,,179
341-U1421A-42X-1-A,70,73,305.3,305.33,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,42,X,1,A,,,,180
341-U1421A-43X-CC-A,0,47,314.3,314.77,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy mud matrix; granules and pebbles (up to 5 cm) of siltstone, granitoids, sandstone; 21-29 cm washed gravel; outsized metasedimentary clast (silt- or sandstone) @ 38-43 cm",,,,,,341,U1421,A,43,X,CC,A,,,,181
341-U1421A-43X-CC-A,47,53,314.77,314.83,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,43,X,CC,A,,,,182
341-U1421A-44X-CC-A,0,36,324,324.36,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy mud matrix, few granules and big pebbles (> 4 cm) of siltstone, sandstone, gneiss, metasedimentary breccia",,,,,,341,U1421,A,44,X,CC,A,,,,183
341-U1421A-44X-CC-A,36,41,324.36,324.41,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,,341,U1421,A,44,X,CC,A,,,,184
341-U1421A-44X-CC-A,41,49,324.41,324.49,,,,,,,,,,,present [A79],4,,,,,,,,,,"washed metasandstone, siltstone",,,,,,341,U1421,A,44,X,CC,A,,,,185
341-U1421A-45X-CC-A,0,38.5,333.7,334.085,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict
- granules and pebbles including sandstone (5), basalt (3), greenstone (1), metasediment (1), metamorphic indet (2), siltstone (2), argillite (1)
",,,,,,341,U1421,A,45,X,CC,A,,,,186
341-U1421A-45X-CC-A,38.5,44.5,334.085,334.145,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,45,X,CC,A,,,,187
341-U1421A-45X-CC-A,44.5,50,334.145,334.2,,,,,,,,,,,,,,,,,,,,,,"washed pebbles including basalt (1), sandstone (2) and granitoid (2)",,,,,,341,U1421,A,45,X,CC,A,,,,188
341-U1421A-46X-CC-A,0,16.5,343.4,343.565,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including greenstone (1) and sandstone (3)",,,,,,341,U1421,A,46,X,CC,A,,,,189
341-U1421A-46X-CC-A,16.5,21.5,343.565,343.615,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,46,X,CC,A,,,,190
341-U1421A-46X-CC-A,21.5,27,343.615,343.67,,,,,,,,,,,,,,,,,,,,,,"- washed pebbles of siltstone and basalt
- more than 5 pieces, partly covered with mud",,,,,,341,U1421,A,46,X,CC,A,,,,191
341-U1421A-47X-CC-A,0,29,353.1,353.39,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles including metasediments (5), argellite (1), sandstone (4), basalt (1), siltstone (1)
",,,,,,341,U1421,A,47,X,CC,A,,,,192
341-U1421A-47X-CC-A,29,34,353.39,353.44,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,47,X,CC,A,,,,193
341-U1421A-47X-CC-A,34,49,353.44,353.59,,,,,,,,,,,,,,,,,,,,,,"- washed pebbles of sandstone, basalt, metasediment, granitoid - partly covered with mud; more than 10 pieces
",,,,,,341,U1421,A,47,X,CC,A,,,,194
341-U1421A-48X-CC-A,0,21,362.8,363.01,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"siltst 8, sdst 1;",,,,,,341,U1421,A,48,X,CC,A,,,,195
341-U1421A-48X-CC-A,21,30,363.01,363.1,,,,,,,,,,,present [A79],,,,,,,,,,,"sandst 1, siltst 2;",,,,,,341,U1421,A,48,X,CC,A,,,,196
341-U1421A-48X-CC-A,30,35,363.1,363.15,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,48,X,CC,A,,,,197
341-U1421A-48X-CC-A,35,50,363.15,363.3,,,,,,,,,,,,,,,,,,,,,,"argillite 1, sdst 4, siltst 3",,,,,,341,U1421,A,48,X,CC,A,,,,198
341-U1421A-49X-CC-A,0,22,372.5,372.72,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,shell fragment,,,"clasts: siltstone(3), basalt(2), sandstone(4), granitoid (1);
shell fragment @ 15cm",,,,,,341,U1421,A,49,X,CC,A,,,,199
341-U1421A-49X-CC-A,22,35,372.72,372.85,,,,,,,,,,,present [A79],12,pebble [W22_2],subangular,cobble [W22_2],subrounded,,,,,,"sandstone(5), siltstone(4), basalt(2), argillite(1); very small amout of mud matrix remaining",,,,,,341,U1421,A,49,X,CC,A,,,,200
341-U1421A-49X-CC-A,35,38,372.85,372.88,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,49,X,CC,A,,,,201
341-U1421A-49X-CC-A,38,46,372.88,372.96,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,49,X,CC,A,,,,202
341-U1421A-50X-1-A,0,15,382.2,382.35,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: sandstone(4), metaigneous(1), basalt(3)",,,,,,341,U1421,A,50,X,1,A,,,,203
341-U1421A-50X-1-A,15,19,382.35,382.39,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,50,X,1,A,,,,204
341-U1421A-50X-1-A,19,49,382.39,382.69,,,,,,,,,,,present [A79],21,,,,,,,,,,"clasts: diorite(1), sandstone(11), basalt(3), greywacke(1), siltstone(5);
very little mud matrix remaining",,,,,,341,U1421,A,50,X,1,A,,,,205
341-U1421A-51X-1-A,0,54,391.9,392.44,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,cobble [W22_2],subrounded,,,,,,"clasts: sandstone(5; with one up to 12cm before broken), basalt(3), argillite(1), greywacke(3), silstone(2), rhyolite(1, 5cm), metaigneous(1)",,,,,,341,U1421,A,51,X,1,A,,,,206
341-U1421A-51X-1-A,54,87,392.44,392.77,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: basalt(4), sandstone(7), argillite(2), siltstone(3)",,,,,,341,U1421,A,51,X,1,A,,,,207
341-U1421A-51X-1-A,87,92,392.77,392.82,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,51,X,1,A,,,,208
341-U1421A-52X-1-A,0,111,401.6,402.71,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"argillite 2, siltst 7, vein qtz 1, granite 2, basalt 5, rhyolite 3, sandst 3;",,,,,,341,U1421,A,52,X,1,A,,,,209
341-U1421A-52X-CC-A,0,17,402.71,402.88,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 4, sdst 1, chert 1",,,,,,341,U1421,A,52,X,CC,A,,,,210
341-U1421A-52X-CC-A,17,22,402.88,402.93,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,52,X,CC,A,,,,211
