Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample
361,U1477,A,14,14-CC,F,CC,PAL,NANNO,0,5,116.9,116.95,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],F [A112],,F,F,C,R,,C,,,,,,,,,,,,,,,P,,,,R,,,,,,C,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,small helicosphaera (5 microns),,,,361-U1477A-14F-CC-PAL-NANNO
361,U1477,A,15,15-CC,F,CC,PAL,NANNO,0,5,121.47,121.52,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,C,F,C,F,,F,,,,,,,,,,,,,,,C,,,,F,,F,,,,,,,,,F,C,C,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1477A-15F-CC-PAL-NANNO
361,U1477,A,16,16-CC,F,CC,PAL,NANNO,0,5,126.03,126.08,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],C [A112],,C,R,C,C,,C,,,,,,,,,,,,F,,,C,,,,,,,,,C,,,,,,F,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1477A-16F-CC-PAL-NANNO
361,U1477,A,17,17-CC,F,CC,PAL,NANNO,0,5,130.92,130.97,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],R [A112],,R,,F,F,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,361-U1477A-17F-CC-PAL-NANNO
361,U1477,A,18,18-CC,F,CC,PAL,NANNO,0,5,135.57,135.62,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",M [P41],R [A112],,F,,C,,,C,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1477A-18F-CC-PAL-NANNO
361,U1477,A,19,19-CC,F,CC,PAL,NANNO,0,5,139.84,139.89,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",P [P41],R [A112],,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1477A-19F-CC-PAL-NANNO
361,U1477,A,20,20-CC,F,CC,PAL,NANNO,0,5,145.02,145.07,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],R [A112],,F,,F,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,361-U1477A-20F-CC-PAL-NANNO
361,U1477,A,21,21-CC,F,CC,PAL,NANNO,0,5,148.64,148.69,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],R [A112],,,R,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1477A-21F-CC-PAL-NANNO
361,U1477,A,22,22-CC,F,CC,PAL,NANNO,0,5,153.74,153.79,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",M [P41],R [A112],,R,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1477A-22F-CC-PAL-NANNO
361,U1477,A,23,23-CC,F,CC,PAL,NANNO,0,5,159.24,159.29,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],C [A112],,C,,A,A,,,,,,,,,,,,,,F,,,C,,,,F,,,,,,,,,,,F,,F,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1477A-23F-CC-PAL-NANNO
361,U1477,A,24,24-CC,F,CC,PAL,NANNO,0,5,161.34,161.39,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],F [A112],,C,F,C,,,,,,,,,,,,,,,F,,,F,,,,,,,,,F,,,,,,R,F,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1477A-24F-CC-PAL-NANNO
361,U1477,A,25,25-CC,F,CC,PAL,NANNO,0,5,168.55,168.6,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],C [A112],,F,C,A,A,,C,,,,,,,,,,,,F,,,F,,,,F,,,,,,,,,,,F,F,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,A,,,,,,,,361-U1477A-25F-CC-PAL-NANNO
361,U1477,A,26,26-CC,F,CC,PAL,NANNO,0,5,172.76,172.81,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],F [A112],,F,R,C,C,,,F,,,,,,,,,,,F,,,,,,,,,,,,F,,,R,,,F,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1477A-26F-CC-PAL-NANNO
361,U1477,A,27,27-CC,X,CC,PAL,NANNO,0,5,180.91,180.96,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],F [A112],,F,F,C,C,,F,,,,,,,,,,,,F,,,F,,,,F,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1477A-27X-CC-PAL-NANNO
