Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Ahmuellerella octoradiata,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Arkhangelskiella cymbiformis,Arkhangelskiella specillata,Axopodorhabdus biramiculatus,Biantholithus sparsus,Biscutum castrorum,Biscutum constans,Biscutum coronum,Biscutum dissimilis,Biscutum magnum,Biscutum ubiquens,Blackites inflatus,Bomolithus elegans,Braarudosphaera bigelowii,Broinsonia enormis,Broinsonia furtiva,Broinsonia galloisii,Broinsonia parca constricta,Broinsonia parca parca,Broinsonia parca ssp expansa,Broinsonia signata,Broinsonia viriosa,Calcicalathina alta,Calcidiscus leptoporus,Calcidiscus macintyrei,Calciosolenia fossilis,Calculites obscurus,Campylosphaera eodela,Catinaster coalitus,Catinaster mexicanus,Ceratolithina copis,Ceratolithina naturalisteplateauensis,Ceratolithoides kamptneri,Ceratolithus cristatus,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus consuetus,Chiasmolithus danicus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiastozygus garrisonii,Chiastozygus litterarius,Chiastozygus platyrhethus,Clausicoccus subdistichus,Coccolithus braarudii,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus gigas,Coccolithus pelagicus,Corollithion kennedyi,Coronocyclus nitescens,Cretarhabdus conicus,Cretarhabdus crenulatus,Cribrocentrum reticulatum,Cribrosphaerella daniae,Cribrosphaerella ehrenbergii,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclagelosphaera margerelii,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Cylindralithus sculptus,Discoaster asymmetricus,Discoaster barbadiensis,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bifax,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster diastypus,Discoaster hamatus,Discoaster intercalaris,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mendomobensis,Discoaster mohleri,Discoaster moorei,Discoaster multiradiatus,Discoaster neohamatus,Discoaster neorectus,Discoaster nobilis,Discoaster nodifer,Discoaster pansus,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster quintatus,Discoaster saipanensis,Discoaster salisburgensis,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster triradiatus,Discoaster variabilis,Discorhabdus watkinsii,Eiffellithus angustus,Eiffellithus casulus,Eiffellithus equibiramus,Eiffellithus eximius,Eiffellithus eximius (sensu Verbeek),Eiffellithus monechiae,Eiffellithus perchnielseniae,Eiffellithus praestigium,Eiffellithus turriseiffelii,Eiffellithus vonsalisiae,Ellipsolithus distichus,Ellipsolithus macellus,Emiliania huxleyi,Eprolithus floralis,Eprolithus moratus,Eprolithus octopetalus,Fasciculithus tympaniformis,Gartnerago chiasta,Gartnerago nanum,Gartnerago obliquum,Gartnerago segmentatum,Gartnerago theta,Gephyrocapsa (small <4 microns),Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Glaukolithus bicrescenticus,Glaukolithus diplogrammus,Grantarhabdus coronadventis,Hayesites albiensis,Helenea chiastia,Helicolithus compactus,Helicolithus trabeculatus,Helicolithus trabeculatus (<7 um),Helicolithus turonicus,Helicosphaera carteri,Heliolithus cantabriae,Heliolithus kleinpellii,Isthmolithus recurvus,Kamptnerius magnificus,Liliasterites angularis,Liliasterites atlanticus,Lithastrinus grillii,Lithastrinus septenarius,Lithoptychius ulii,Lithraphidites acutus,Lithraphidites carniolensis,Lithraphidites quadratus,Lucianorhabdus cayeuxii,Lucianorhabdus maleformis,Manivitella pemmatoidea,Marthasterites furcatus,Microrhabdulus belgicus,Micula concava,Micula cubiformis,Micula murus,Micula prinsii,Micula staurophora,Minylitha convallis,Misceomarginatus pleniporus,Monomarginatus quaternarius,Nannotetrina alata,Nannotetrina cristata,Nannotetrina fulgens,Neocrepidolithus watkinsii,Nephrolithus frequens,Nicklithus amplificus,Pedinocyclus larvalis,Pontosphaera alta,Pontosphaera discopora,Pontosphaera japonica,Prediscosphaera arkhangelskyi,Prediscosphaera bukryi,Prediscosphaera columnata,Prediscosphaera cretacea,Prediscosphaera desiderograndis,Prediscosphaera grandis,Prediscosphaera majungae,Prediscosphaera spinosa,Prinsius bisulcus,Prinsius martinii,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Quadrum gartneri,Quadrum intermedium,Reinhardtites anthophorus,Reinhardtites biperforatus,Reinhardtites levis,Repagalum parvidentatum,Retecapsa crenulata,Retecapsa surirella,Reticulofenestra bisecta,Reticulofenestra circus,Reticulofenestra dictyoda,Reticulofenestra perplexa,Reticulofenestra producta,Reticulofenestra pseudoumbilica,Reticulofenestra reticulata,Reticulofenestra stavensis,Reticulofenestra umbilica,Rhabdosphaera clavigera,Rhagodiscus achylostaurion,Rhagodiscus angustus,Rhagodiscus asper,Rhomboaster svabenickiae,Rotelapillus biarcus,Rotelapillus crenulatus,Scyphosphaera apsteinii,Scyphosphaera intermedia,Scyphosphaera spp.,Seribiscutum primitivum,Sphenolithus abies,Sphenolithus akropodus,Sphenolithus ciperoensis,Sphenolithus distentus,Sphenolithus furcatolithoides,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus predistentus,Sphenolithus primus,Staurolithites angustus,Staurolithites flavus,Staurolithites gausorhethium,Staurolithites mutterlosei,Staurolithites spp.,Stoverius achylosus,Stoverius coronatus,Thiersteinia ecclesiastica,Thoracosphaera heimii,Toweius eminens,Toweius gammation,Toweius magnicrassus,Toweius pertusus,Tranolithus orionatus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Uniplanarius gothicus,Watznaueria barnesae,Watznaueria biporta,Watznaueria britannica,Watznaueria fossacincta,Watznaueria ovata,Zeugrhabdotus kerguelenensis,Zeugrhabdotus praesigmoides,Zeugrhabdotus scutula,Zeugrhabdotus sisyphus,Zeugrhabdotus trivectis,Zeugrhabdotus xenotus,Zygrhablithus bijugatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
369-U1512A-15R-CC-PAL,0,5,144.16,144.21,CC15,M,R,,R,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,R,,,,,,,,,,,,,R,,,,,,R,,,,R,,,,,,,R,,,F,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,F,,,,,,R,,R,,,,,,,369,U1512,A,15,R,CC,PAL,,
369-U1512A-16R-CC-PAL,0,5,153.68,153.73,CC15,M,R,,R,,,,,R,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,R,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,,,F,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,R,,F,,,,R,,,,,,,,,,,,,,,,R,R,,,,R,,,,,R,,R,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,C,,,,,,R,,R,,,,,,,369,U1512,A,16,R,CC,PAL,,
369-U1512A-17R-CC-PAL,0,6,162.83,162.89,CC14,M,R,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,F,,F,,,,R,,,,,,,,,,,,,,,,R,R,,,,R,,,,,R,,,,,C,,R,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,C,,,,,,R,,R,,,,,,,369,U1512,A,17,R,CC,PAL,,
369-U1512A-18R-3-W 148/150-PAL,0,2,166.49,166.51,CC14,M,R,,R,,,,,R,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,R,,,,R,,,,,,,,,,,,,,,,R,R,R,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,R,,,,,,,369,U1512,A,18,R,3,W,148/150-PAL,
369-U1512A-18R-CC-PAL,0,5,173.12,173.17,CC14,M,R,,R,,,,,R,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,,,R,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,R,,R,,F,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,R,R,,R,,F,,,,,,,369,U1512,A,18,R,CC,PAL,,
369-U1512A-19R-CC-PAL,0,5,181.97,182.02,CC14,M,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,369,U1512,A,19,R,CC,PAL,,
369-U1512A-20R-CC-PAL,0,5,192.32,192.37,CC14,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,369,U1512,A,20,R,CC,PAL,,
369-U1512A-21R-CC-PAL,0,5,195.04,195.09,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,21,R,CC,PAL,,
369-U1512A-22R-CC-PAL,0,5,211.2,211.25,CC14?,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,22,R,CC,PAL,,
369-U1512A-23R-CC-PAL,0,5,220.1,220.15,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,23,R,CC,PAL,,
369-U1512A-24R-CC-PAL,0,4,228.88,228.92,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,24,R,CC,PAL,,
369-U1512A-25R-CC-PAL,0,5,239.61,239.66,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,25,R,CC,PAL,,
369-U1512A-26R-CC-PAL,0,8,244.56,244.64,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,26,R,CC,PAL,,
369-U1512A-27R-CC-PAL,0,5,259.43,259.48,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,27,R,CC,PAL,,
369-U1512A-28R-CC-PAL,0,6,269.11,269.17,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,28,R,CC,PAL,,
369-U1512A-29R-CC-PAL,0,5,277.76,277.81,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,29,R,CC,PAL,,
369-U1512A-30R-CC-PAL,0,5,287.79,287.84,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,30,R,CC,PAL,,
369-U1512A-31R-3-W 141/145-PAL,0,4,292.36,292.4,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,31,R,3,W,141/145-PAL,
369-U1512A-31R-CC-PAL,0,5,296.81,296.86,CC12,M,R,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,,,,,,,,369,U1512,A,31,R,CC,PAL,,
369-U1512A-32R-3-W 145/149-PAL,0,4,301.74,301.78,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,32,R,3,W,145/149-PAL,
369-U1512A-32R-CC-PAL,0,3,307.32,307.35,CC12,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,369,U1512,A,32,R,CC,PAL,,
369-U1512A-33R-2-W 126/130-PAL,0,4,309.62,309.66,CC12,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,369,U1512,A,33,R,2,W,126/130-PAL,
369-U1512A-33R-CC-PAL,0,3,314.12,314.15,CC12,M,R,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,,,,,,,,369,U1512,A,33,R,CC,PAL,,
369-U1512A-34R-2-W 142/145-PAL,0,3,319.51,319.54,CC12,P,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,R,,,,,,,369,U1512,A,34,R,2,W,142/145-PAL,
369-U1512A-34R-CC-PAL,0,3,326.92,326.95,CC12,M,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,,,,,R,R,,,,,R,R,,,,,,R,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,F,R,,R,,,,R,R,,,,,,,369,U1512,A,34,R,CC,PAL,,
369-U1512A-35R-CC-PAL,0,5,333.13,333.18,CC12,M,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,369,U1512,A,35,R,CC,PAL,,
369-U1512A-36R-CC-PAL,0,5,342.47,342.52,CC12,M,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,R,,,,,R,,,,,,,369,U1512,A,36,R,CC,PAL,,
369-U1512A-37R-CC-PAL,0,5,352.46,352.51,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,37,R,CC,PAL,,
369-U1512A-38R-CC-PAL,0,5,365.28,365.33,CC12,P,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,369,U1512,A,38,R,CC,PAL,,
369-U1512A-39R-CC-PAL,0,5,374.03,374.08,CC12,P,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,369,U1512,A,39,R,CC,PAL,,
369-U1512A-40R-3-W 146/150-PAL,0,4,378.34,378.38,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,40,R,3,W,146/150-PAL,
369-U1512A-40R-CC-PAL,0,5,384.34,384.39,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1512,A,40,R,CC,PAL,,
