Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation,Foram abundance,Archaeoglobigerina australis,Archaeoglobigerina bosquensis,Archaeoglobigerina cretacea,Archaeoglobigerina mateola,Archaeoglobigerina sp.,Biticinella breggiensis,Clavihedbergella simplex,Contusotruncana fornicata,Contusotruncana plummerae,Costellagerina pilula,Dicarinella canaliculata,Dicarinella hagni,Dicarinella sp.,Falsotruncana maslakovae,Globigerinelloides alvarezi,Globigerinelloides asper,Globigerinelloides bentonensis,Globigerinelloides bollii,Globigerinelloides ehrenbergi,Globigerinelloides impensus,Globigerinelloides praevolutus,Globigerinelloides prairiehillensis,Globigerinelloides sp.,Globigerinelloides ultramicrus,Globotruncana arca,Globotruncana bulloides,Globotruncana linneiana,Globotruncana neotricarinata,Globotruncana ventricosa,Globotruncanella havanensis,Gublerina rajagopalani,Guembelitria cretacea,Hedbergella delrioensis,Hedbergella planispira,Hedbergella simplex,Hedbergella sliteri,Hedbergella sp.,Helvetoglobotruncana helvetica,Helvetoglobotruncana praehelvetica,Laeviheterohelix dentata,Laeviheterohelix pulchra,Marginotruncana angusticarenata ,Marginotruncana coldreriensis,Marginotruncana coronata,Marginotruncana marginata,Marginotruncana pseudolinneiana,Marginotruncana spp.,Microhedbergella praeplanispira,Microhedbergella rischi,Microhedbergella sp.,Muricohedbergella crassa,Muricohedbergella delrioensis,Muricohedbergella flandrini,Muricohedbergella holmdelensis,Muricohedbergella planispira,Muricohedbergella praelibyca,Muricohedbergella sp. ,Planoheterohelix globulosa,Planoheterohelix moremani,Planoheterohelix papula ,Planoheterohelix planata,Planoheterohelix postmoremani,Planoheterohelix reussi,Planoheterohelix sp.,Praeglobotruncana delrioensis,Praeglobotruncana stephani,Pseudoguembelina hariaensis,Pseudotextularia elegans,Rugoglobigerina rugosa,Schackoina cenomana,Schackoina multispinata,Thalmanninella gandolfii,Ticinella madecassiana,Ticinella praeticinensis,Ticinella primula,Ticinella raynaudi,Ticinella sp.,Whiteinella aumalensis,Whiteinella baltica,Whiteinella brittonensis,Whiteinella paradubia,Whiteinella sp.,Acarinina alticonica,Acarinina angulosa,Acarinina coalingensis,Acarinina cuneicamerata,Acarinina esnaensis,Acarinina mckannai,Acarinina pentacamerata,Acarinina primitiva,Acarinina pseudotopilensis,Acarinina quetra,Acarinina soldadoensis,Acarinina subsphaerica,Acarinina wilcoxensis,Catapsydrax africanus,Catapsydrax dissimilis,Catapsydrax globiformis,Catapsydrax unicavus,Chiloguembelina crinita,Chiloguembelina cubensis,Chiloguembelina midwayensis,Chiloguembelina morsei,Chiloguembelina sp.,Chiloguembelina trinitatensis,Chiloguembelina wilcoxensis,Dentoglobigerina galavisi,Dentoglobigerina pseudovenezualana,Dentoglobigerina sellii,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Eoglobigerina eobulloides,Globanomalina australiformis,Globanomalina imitata,Globanomalina planocompressa,Globanomalina pseudomenardii,Globanomalina sp.,Globigerina angulisuturalis,Globigerina euapertura,Globigerina labiacrassata,Globigerinatheka barri,Globigerinatheka index,Globigerinatheka korotkovi,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Globigerinatheka sp.,Globigerinatheka tropicalis,Globoquadrina rohri,Globorotaloides quadrocameratus,Globorotaloides suteri,Guembelitrioides nuttali,Hantkenina dumblei,Igorina albeari,Igorina tadjikistanensis,Morozovella acuta,Morozovella aequa,Morozovella angulata,Morozovella aragonensis,Morozovella formosa,Morozovella quetra,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Paragloborotalia griffinoides,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Paragloborotalia siakensis,Pearsonites broedermanni,Planorotalites pseudoscitula,Praemurica nikolsae,Praemurica taurica,Praemurica uncinata,Pseudohastigerina micra,Rectoguembelina cretacea,Subbotina angiporoides,Subbotina cancellata,Subbotina corpulenta,Subbotina eocaena,Subbotina gortanii,Subbotina hornibrooki,Subbotina linaperta,Subbotina patagonica,Subbotina roesnaesensis,Subbotina senni,Subbotina triloculinoides,Subbotina trivialis,Subbotina utilisindex,Subbotina velascoensis,Tenuitella gemma,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia frontosa,Turborotalia increbescens,Turborotalia pomeroli,Woodringina hornerstownensis,Zeauvigerina waiparaensis,Beella digitata,Dentoglobigerina altispira,Globigerina aequilateralis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina calida,Globigerina ciperoensis,Globigerina decoraperta,Globigerina druryi,Globigerina falconensis,Globigerina glutinata,Globigerina praebulloides,Globigerinella obesa,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides immaturus,Globigerinoides obliquus,Globigerinoides parawoodi,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides seiglei,Globigerinoides subquadratus,Globoconella conoidea,Globoconella conomiozea,Globoconella miozea,Globoconella praescitula,Globoconella puncticulata,Globoconella sphericomiozea,Globoquadrina dehiscens dehiscens,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia crassula,Globorotalia inflata,Globorotalia lenguaensis,Globorotalia margaritae,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia scitula,Globorotalia tumida,Globorotalia tumida flexuosa,Globoturborotalita apertura,Globoturborotalita brazieri,Globoturborotalita connecta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Hastigerina pelagica,Menardella limbata,Menardella menardii,Menardella multicamerata,Menardella praemenardii,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia pseudocontinuosa,Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina praecursor,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinella disjuncta,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella clemenciae,Tenuitella sp.,Trilobatus primordius,Trilobatus sacculifer,Trilobatus trilobus,Truncorotalia tosaensis,Truncorotalia truncatulinoides,General comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-13R-CC-PAL,0,5,202.25,202.3,F. maslakovae (lower D. concavata - M. schneegansi eq.),P,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,13,R,CC,PAL
369-U1513D-14R-CC-PAL,0,5,213.22,213.27,F. maslakovae (lower D. concavata - M. schneegansi eq.),P,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,14,R,CC,PAL
369-U1513D-15R-CC-PAL,0,5,227.8,227.85,F. maslakovae (lower D. concavata - M. schneegansi eq.),P,R,,,,,,,,,,,,R,,cf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,15,R,CC,PAL
369-U1513D-16R-CC-PAL,0,5,233.88,233.93,Barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,16,R,CC,PAL
369-U1513D-17R-4-PAL,0,1,238.97,238.98,Barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,17,R,4,PAL
369-U1513D-18R-CC-PAL,0,5,243.46,243.51,Barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,18,R,CC,PAL
369-U1513D-19R-CC-PAL,0,5,247.59,247.64,not zoned,P,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,19,R,CC,PAL
369-U1513D-20R-CC-PAL,0,5,252.36,252.41,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,20,R,CC,PAL
369-U1513D-21R-CC-PAL,0,5,264.14,264.19,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,21,R,CC,PAL
369-U1513D-22R-CC-PAL,0,5,271.75,271.8,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,22,R,CC,PAL
369-U1513D-23R-CC-PAL,0,5,284.32,284.37,Barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,23,R,CC,PAL
369-U1513D-24R-CC-PAL,0,5,295.17,295.22,Barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,24,R,CC,PAL
369-U1513D-25R-CC-PAL,0,5,304.79,304.84,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,D,25,R,CC,PAL
