Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Preservation,Group abundance,Percentage of radiolarians in total assemblage [%],Comment,Acrobotrys tritubus ,Acrosphaera spinosa,Actinoma leptoderma,Amphirhopalum ypsilon,Anthocyrtidium angulare,Artophormis barbadensis ,Artophormis gracilis ,Bekoma bidartensis,Bekoma campechensis,Bekoma spp.,Botryostrobus miralestense ,Buccinosphaera invaginata,Buryella clinata,Buryella pentadica,Buryella spp.,Buryella tetradica,Calocyclas bandyca ,Calocyclas hispida ,Calocyclas turris ,Calocycletta caepa ,Calocycletta cladara ,Calocycletta costata ,Calocycletta serrata ,Calocycletta sp.,Calocycletta virginis,Calocycloma castum,Calocycloma castum ,Carpocanopsis bramlettei,Carpocanopsis cingulata ,Carpocanopsis cristata ,Carpocanopsis favosa ,Centrobotrys gravida ,Centrobotrys petrushevskayae,Centrobotrys thermophila,Collosphaera tuberosa,Corythospyris fiscella,Corythospyris jubata,Cryptocarpium azyx,Cycladophora campanula,Cycladophora robusta,Cyrtocapsa cornuta ,Cyrtocapsella elongata,Cyrtocapsella japonica ,Cyrtocapsella sp. ,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni ,Dictyocoryne ontongensis,Dictyoprora armadillo ,Dictyoprora mongolfieri ,Dictyoprora pirum ,Didymocyrtis antepenultima ,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera ,Didymocyrtis penultima ,Didymocyrtis prismatica ,Didymocyrtis tetrathalamus ,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata ,Dorcadospyris papilio,Dorcadospyris pseudopapilio ,Eucyrtidium diaphanes ,Eusyringium fistuligerum,Eusyringium fistuligerum ,Eusyringium lagena ,Eusyringium striata striata ,Flustrella sp.,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Lamptonium fabaeforme,Lamptonium fabaeforme chaunothorax ,Lamptonium fabaeforme constrictum ,Lamptonium fabaeforme fabaeforme ,Lamptonium pennatum ,Lamptonium sanfilippoae ,Liriospyris parkerae,Liriospyris stauropora,Lithocyclia angusta ,Lithocyclia aristotelis,Lithocyclia crux ,Lithocyclia ocellus,Lithopera bacca,Lithopera neotera,Lithopera renzae,Lithopera thornburgi ,Lophocyrtis jacchia,Lychnocanoma amphitrite ,Lychnocanoma bellum ,Lychnocanoma trifolium ,Lychnodictyum audax,Periphaena tripyramis triangula,Phomostichoartus corbula,Phormocyrtis cf. striata exquisita,Phormocyrtis cubensis,Phormocyrtis spp. ,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Phormostichoartus doliolum,Phormostichoartus fistula ,Plannapus sp. ,Podocyrtis  ampla ,Podocyrtis  chalara,Podocyrtis acalles ,Podocyrtis diamesa ,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis mitra ,Podocyrtis papalis ,Podocyrtis phyxis,Podocyrtis sinuosa ,Podocyrtis spp.,Podocyrtis trachodes,Pterocanium prismatium,Pterocodon (?) anteclinata ,Pterocodon ampla ,Pterocorys hertwigii,Rhopalocanium ornatum,Sethochytris triconiscus ,Siphostichartus corona,Solenosphaera omnitubus ,Spongaster berminghami ,Spongaster pentas,Spongaster tetras tetras,Spongatractus balbis ,Spongatractus pachystylus,Spongocore puella,Stichocorys delmontensis,Stichocorys johnsoni ,Stichocorys peregrina,Stichocorys wollfii ,Stylacontarium acquilonium,Stylatractus universus,Theocorys anaclasta ,Theocorythium trachelium trachelium ,Theocorythium vetulum ,Theocotyle ? spp.,Theocotyle conica,Theocotyle cryptocephala,Theocotyle ficus ,Theocotyle nigrinae,Theocotyle nigriniae,Theocotyle venezuelensis ,Theocotylisa alpha ,Theocotylissa ficus,Theocotylissa spp.,Theocyrtis annosa ,Theocyrtis tuberosa ,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis rhizodon ,Thyrsocyrtis robusta,Thyrsocyrtis tarsipes ,Thyrsocyrtis tensa ,Thyrsocyrtis tetracantha ,Thyrsocyrtis triacantha,Thyrsocyrtis triacantha ,Trisolenia megalactis,Tristylospyris triceros,File Data,Shore File Links
351-U1438E-14R-CC-PAL-RADS,351,U1438,E,14,14-CC,R,CC,PAL,RADS,0,0,969.99,969.99,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-CC-PAL-RADS,351,U1438,E,15,15-CC,R,CC,PAL,RADS,0,6,982.78,982.84,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-16R-CC-PAL-RADS,351,U1438,E,16,16-CC,R,CC,PAL,RADS,0,5,992.16,992.21,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-17R-CC-PAL-RADS,351,U1438,E,17,17-CC,R,CC,PAL,RADS,0,5,1002.01,1002.06,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-18R-CC-PAL-RADS,351,U1438,E,18,18-CC,R,CC,PAL,RADS,0,5,1011.75,1011.8,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-19R-CC-PAL-RADS,351,U1438,E,19,19-CC,R,CC,PAL,RADS,0,6,1022.07,1022.13,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-20R-CC-PAL-RADS,351,U1438,E,20,20-CC,R,CC,PAL,RADS,0,2,1030.65,1030.67,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-21R-CC-PAL-RADS,351,U1438,E,21,21-CC,R,CC,PAL,RADS,0,10,1040.91,1041.01,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-22R-CC-PAL-RADS,351,U1438,E,22,22-CC,R,CC,PAL,RADS,0,5,1051.33,1051.38,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-23R-CC-RADS,351,U1438,E,23,23-CC,R,CC,RADS,,0,19,1060.46,1060.65,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-24R-CC-PAL-RADS,351,U1438,E,24,24-CC,R,CC,PAL,RADS,0,6,1068.49,1068.55,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-25R-CC-PAL-RADS,351,U1438,E,25,25-CC,R,CC,PAL,RADS,0,5,1079,1079.05,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-26R-CC-PAL-RADS,351,U1438,E,26,26-CC,R,CC,PAL,RADS,0,5,1086.33,1086.38,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-27R-1-A 64/70-RADS,351,U1438,E,27,27-1,R,1,A,64/70-RADS,0,6,1090.84,1090.9,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-27R-CC-PAL-RADS,351,U1438,E,27,27-CC,R,CC,PAL,RADS,0,7,1100,1100.07,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-28R-CC-PAL-RADS,351,U1438,E,28,28-CC,R,CC,PAL,RADS,0,9,1109.79,1109.88,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-29R-CC-PAL-RADS,351,U1438,E,29,29-CC,R,CC,PAL,RADS,0,7,1119.15,1119.22,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-CC-PAL-RADS,351,U1438,E,30,30-CC,R,CC,PAL,RADS,0,7,1128.32,1128.39,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-CC-PAL-RADS80,351,U1438,E,31,31-CC,R,CC,PAL,RADS80,0,7,1137.96,1138.03,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-CC-PAL-RADS,351,U1438,E,32,32-CC,R,CC,PAL,RADS,0,7,1145.56,1145.63,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-33R-7-PAL-RADS,351,U1438,E,33,33-7,R,7,PAL,RADS,0,5,1157.98,1158.03,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-34R-CC-PAL-RADS,351,U1438,E,34,34-CC,R,CC,PAL,RADS,0,6,1167.78,1167.84,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-35R-CC-PAL-RADS,351,U1438,E,35,35-CC,R,CC,PAL,RADS,0,11,1176.92,1177.03,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-36R-CC-PAL-RADS,351,U1438,E,36,36-CC,R,CC,PAL,RADS,0,5,1185.64,1185.69,,,,,,,,P[P36],R [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-CC-PAL-RADS,351,U1438,E,37,37-CC,R,CC,PAL,RADS,0,7,1196.86,1196.93,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-CC-PAL-RADS,351,U1438,E,38,38-CC,R,CC,PAL,RADS,0,7,1205.64,1205.71,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-CC-PAL-RADS,351,U1438,E,39,39-CC,R,CC,PAL,RADS,0,6,1210.83,1210.89,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-CC-PAL-RADS,351,U1438,E,40,40-CC,R,CC,PAL,RADS,0,9,1220.94,1221.03,,,,,,,,,B [A18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
