Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Triquetrorhabdulus carinatus,Thoracosphaera saxea,Sphenolithus moriformis,Sphenolithus conicus,Sphenolithus ciperoensis,Rhabdosphaera clavigera,Reticulofenestra hesslandii,Reticulofenestra hampdenensis,Reticulofenestra daviesii,Reticulofenestra bisecta filewiczii,Pyrocyclus orangensis,Pontosphaera spp.,Pontosphaera multipora,Helicosphaera truempyi,Helicosphaera recta,Helicosphaera perch-nielseniae,Helicosphaera intermedia,Helicosphaera euphratis,Discoaster deflandrei,Cyclicargolithus floridanus (< 9 microns),Cyclicargolithus abisectus (> 10 microns),Coccolithus pelagicus,Clausicoccus fenestratus,Blackites tenuis,Sphenolithus capricornutus,Reticulofenestra stavensis,Ilselithina fusa,Ericsonia detecta,Discoaster spp. (6 rays),Clausicoccus obrutus,Bicolumnus ovatus,Sphenolithus distentus,Reticulofenestra bisecta bisecta,Helicosphaera carteri,Ericsonia sp. 1,Coronocyclus nitescens,Chiasmolithus altus,Sphenolithus umbrellus,Orthozygus aureus,Helicosphaera obliqua,Ericsonia formosa,Reticulofenestra circus,Geminilithella bramlettei,Coccolithus miopelagicus,Reticulofenestra umbilica,Braarudosphaera bigelowii,Helicosphaera elongata,Chiasmolithus oamaruensis,Discoaster adamanteus,Sphenolithus dissimilis,Reticulofenestra spp. small,Umbilicosphaera serratus,Syracosphaera lamina,Reticulofenestra moguntina,Reticulofenestra lockerii,Reticulofenestra haqii,Pontosphaera longiforaminis,Pontosphaera enormis,Hughesius tasmaniae,Helicosphaera euphratis (< 8 microns),Cyclicargolithus floridanus (9-10 microns),Coronocyclus nitescens (elliptical),Camuralithus pelliculatus,Calcidiscus radiatus,Calcidiscus fuscus,Sphenolithus grandis,Sphenolithus delphix,Coronocyclus nitescens (thick),Bramletteius serraculoides,Triquetrorhabdulus challengeri,Reticulofenestra minutula,Rhabdosphaera procera,Pyrocyclus inversus,Discoaster calculosus,Discoaster aulakos,Coccolithus sp. 1,Triquetrorhabdulus milowii,Tetralithoides symeonidesii,Pyrocyclus hermosus,Micrantholithus aequalis,Discoaster deflandrei (5 ray),Pontosphaera callosa,Helicosphaera burkei,Reticulofenestra minuta,Pontosphaera anisotrema,Helicosphaera mediterranea,Reticulofenestra producta,Coccolithus streckerii,Calcidiscus pataecus,Sphenolithus aubryae,Helicosphaera granulata,Discoaster obtusus,Discoaster lautus,Discoaster druggii (< 15 microns),Discoaster druggii,Umbilicosphaera sibogae var. foliosa,Helicosphaera rhomba,Calcidiscus tropicus (< 6 microns),Sphenolithus cometa,Helicosphaera vedderi,Discoaster extensus,Sphenolithus abies,Scyphosphaera spp.,Geminilithella rotula,Coronocyclus aff. C. prionion,Reticulofenestra perplexa,Calcidiscus tropicus (> 6 microns),Calcidiscus leptoporus,Triquetrorhabdulus serratus,Reticulofenestra pseudoumbilica,Reticulofenestra ampliumbilicus,Discoaster nephados,Sphenolithus belemnos,Helicosphaera ampliaperta,Discoaster formosus,Reticulofenestra gelida,Helicosphaera scissura,Hayella aperta,Sphenolithus heteromorphus,Hayella aperta (elliptical),Discoaster trinidadensis,Discoaster variabilis,Calcidiscus premacintyrei (< 9 microns),Cryptococcolithus mediaperforatus,Calcidiscus premacintyrei (> 9 microns),Reticulofenestra pseudoumbilica var. ampla,Discoaster petaliformis,Discoaster exilis,Helicosphaera paleocarteri,Discoaster moorei,Discoaster musicus,Triquetrorhabdulus rioi,Discoaster braarudii,Triquetrorhabdulus rugosus,Discoaster cf. D. bollii,Discoaster variabilis (3 rays),Discoaster kugleri,Discoaster cf. D. bellus,Discoaster brouweri,Calcidiscus macintyrei,Reticulofenestra doronicoides,Pseudoemiliania lacunosa,Dictyococcites productus,Dictyococcites perplexus,Helicosphaera sellii,Syracosphaera pulchra,Scapholithus fossilis,Pontosphaera discopora,Helicosphaera acuta,Discoaster tamalis,Pontosphaera japonica,Thoracosphaera sp.,Gephyrocapsa spp. (<3 microns),Discoaster triradiatus,Discoaster pentaradiatus,Gephyrocapsa sp.,Gephyrocapsa caribbeanica,Thoracosphaera spp.,Reticulofenestra minutula (3-5 microns)  ,Reticulofenestra minuta (<3 microns),Pseudoemiliania lacunosa (round),Pseudoemiliania lacunosa (elliptical),Gephyrocapsa oceanica (4-5.5 microns)  ,Gephyrocapsa oceanica (3-4 microns)  ,Gephyrocapsa caribbeanica (3-4 microns),Coccolithus crassipons,Gephyrocapsa caribbeanica (4-5.5 microns),Umbilicosphaera sibogae,Reticulofenestra sp. A (5-6 microns),Reticulofenestra asanoi (>6 microns),Discoaster sp.,Gephyrocapsa oceanica (>5.5 microns)  ,Gephyrocapsa caribbeanica (>5.5 microns),Ceratolithus cristatus,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN21              ,              ,149, 898,A,  1,H, 3,  71.00,      3.7100,Liu      ,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,                       ,                    ,                        ,F                      ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,                     ,                                         ,                                         ,C                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,C                    ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,                        ,                         ,                         ,                      ,                         ,                     ,                       ,                           ,                        ,                    ,                          ,                         ,                      ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,                    ,                    ,                              ,                          ,                              ,                         ,                     ,                   ,                     ,                  ,                 ,                          ,                           ,                   ,                        ,                             ,                    ,                    ,                       ,                       ,                          ,                         ,                      ,                    ,                    ,                       ,                  ,                 ,                                 ,                  ,                                    ,                    ,                                  ,                   ,                     ,                   ,                  ,                  ,                     ,                             ,                         ,                                  ,C                     ,                           ,                               ,                               ,                   ,                     ,                         ,                   ,                       ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,C                       ,                        ,                    ,R                    ,R                    ,                      ,                   ,                  ,                     ,                  ,A                             ,                      ,                        ,                ,                         ,R                  ,C                                        ,A                                   ,                                ,                                     ,F                                      ,F                                    ,                                       ,C                     ,                                         ,R                      ,                                    ,                                    ,              ,                                      ,                                        ,                      ,F                ,from 149 SR. Chapter 5. Table 5. pages 153-154.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN21              ,              ,149, 898,A,  1,H, 4, 147.00,      5.9700,Liu      ,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,                       ,                    ,                        ,F                      ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,                     ,                                         ,                                         ,C                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,C                    ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,                        ,                         ,                         ,                      ,                         ,                     ,                       ,                           ,                        ,                    ,                          ,                         ,                      ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,                    ,                    ,                              ,                          ,                              ,                         ,                     ,                   ,                     ,                  ,                 ,                          ,                           ,                   ,                        ,                             ,                    ,                    ,                       ,                       ,                          ,                         ,                      ,                    ,                    ,                       ,                  ,                 ,                                 ,                  ,                                    ,                    ,                                  ,                   ,                     ,                   ,                  ,                  ,                     ,                             ,                         ,                                  ,A                     ,                           ,                               ,                               ,                   ,                     ,                         ,                   ,                       ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,C                       ,R                       ,                    ,R                    ,                     ,R                     ,                   ,                  ,                     ,                  ,V                             ,                      ,                        ,                ,                         ,R                  ,C                                        ,V                                   ,                                ,                                     ,R                                      ,C                                    ,                                       ,C                     ,                                         ,R                      ,                                    ,                                    ,r             ,                                      ,                                        ,                      ,F                ,from 149 SR. Chapter 5. Table 5. pages 153-154.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN20              ,              ,149, 898,A,  1,H, 5,  40.00,      6.4000,Liu      ,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,                       ,                    ,                        ,C                      ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,                     ,                                         ,                                         ,C                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,C                    ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,                        ,                         ,                         ,                      ,                         ,                     ,                       ,                           ,                        ,                    ,                          ,                         ,                      ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,                    ,                    ,                              ,                          ,                              ,                         ,                     ,                   ,                     ,                  ,                 ,                          ,                           ,                   ,                        ,                             ,                    ,                    ,                       ,                       ,                          ,                         ,                      ,                    ,                    ,                       ,                  ,                 ,                                 ,                  ,                                    ,                    ,                                  ,                   ,                     ,                   ,                  ,                  ,                     ,                             ,                         ,                                  ,A                     ,                           ,                               ,                               ,                   ,                     ,                         ,                   ,                       ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,C                       ,                        ,                    ,R                    ,R                    ,R                     ,                   ,                  ,R                    ,                  ,V                             ,                      ,                        ,                ,                         ,R                  ,F                                        ,V                                   ,                                ,                                     ,F                                      ,F                                    ,R                                      ,A                     ,                                         ,C                      ,                                    ,                                    ,r             ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 5. Table 5. pages 153-154.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN20              ,              ,149, 898,A,  1,H, 5, 146.00,      7.4600,Liu      ,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,                       ,                    ,                        ,C                      ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,                     ,                                         ,                                         ,F                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,C                    ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,                        ,                         ,                         ,                      ,                         ,                     ,                       ,                           ,                        ,                    ,                          ,                         ,                      ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,                    ,                    ,                              ,                          ,                              ,                         ,                     ,                   ,                     ,                  ,                 ,                          ,                           ,                   ,                        ,                             ,                    ,                    ,                       ,                       ,                          ,                         ,                      ,                    ,                    ,                       ,                  ,                 ,                                 ,                  ,                                    ,                    ,                                  ,                   ,                     ,                   ,                  ,                  ,                     ,                             ,                         ,                                  ,V                     ,                           ,                               ,                               ,                   ,                     ,                         ,                   ,                       ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,C                       ,R                       ,                    ,F                    ,R                    ,R                     ,                   ,                  ,                     ,                  ,V                             ,                      ,                        ,                ,                         ,R                  ,F                                        ,V                                   ,                                ,                                     ,C                                      ,C                                    ,R                                      ,C                     ,                                         ,F                      ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 5. Table 5. pages 153-154.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN20              ,              ,149, 898,A,  1,H, 6,  11.00,      7.6100,Liu      ,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,                       ,                    ,                        ,C                      ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,                     ,                                         ,                                         ,F                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,C                    ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,                        ,                         ,                         ,                      ,                         ,                     ,                       ,                           ,                        ,                    ,                          ,                         ,                      ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,                    ,                    ,                              ,                          ,                              ,                         ,                     ,                   ,                     ,                  ,                 ,                          ,                           ,                   ,                        ,                             ,                    ,                    ,                       ,                       ,                          ,                         ,                      ,                    ,                    ,                       ,                  ,                 ,                                 ,                  ,                                    ,                    ,                                  ,                   ,                     ,                   ,                  ,                  ,                     ,                             ,                         ,                                  ,V                     ,                           ,                               ,                               ,                   ,                     ,                         ,                   ,                       ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,C                       ,R                       ,                    ,F                    ,R                    ,F                     ,                   ,                  ,                     ,                  ,V                             ,                      ,                        ,                ,                         ,R                  ,F                                        ,V                                   ,r                               ,                                     ,C                                      ,C                                    ,C                                      ,C                     ,F                                        ,C                      ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 5. Table 5. pages 153-154.
