Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ. Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,0.0,54.0,132.7,133.24,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,54.0,94.0,133.24,133.64,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,94.0,97.0,133.64,133.67,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-15H-3-A,342,U1405,A,15,15-3,H,3,A,97.0,150.0,133.67,134.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-4-A,342,U1405,A,15,15-4,H,4,A,0.0,150.0,134.2,135.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-5-A,342,U1405,A,15,15-5,H,5,A,0.0,52.0,135.7,136.22,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-5-A,342,U1405,A,15,15-5,H,5,A,52.0,150.0,136.22,137.2,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-15H-6-A,342,U1405,A,15,15-6,H,6,A,0.0,91.0,137.2,138.11,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-15H-6-A,342,U1405,A,15,15-6,H,6,A,91.0,138.0,138.11,138.71,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-7-A,342,U1405,A,15,15-7,H,7,A,0.0,58.0,138.71,139.29,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-15H-CC-A,342,U1405,A,15,15-CC,H,CC,A,0.0,17.0,139.29,139.54,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze ,,,,,,
342-U1405A-16H-1-A,342,U1405,A,16,16-1,H,1,A,0.0,150.0,139.2,140.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Dark greenish gray (10Y 4/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-16H-2-A,342,U1405,A,16,16-2,H,2,A,0.0,28.0,140.7,140.98,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Dark greenish gray (10Y 4/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-2-A,342,U1405,A,16,16-2,H,2,A,28.0,108.0,140.98,141.78,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-2-A,342,U1405,A,16,16-2,H,2,A,108.0,152.0,141.78,142.22,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Dark greenish gray (10Y 4/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-3-A,342,U1405,A,16,16-3,H,3,A,0.0,152.0,142.22,143.74,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-4-A,342,U1405,A,16,16-4,H,4,A,0.0,152.0,143.74,145.26,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Dark greenish gray (10Y 4/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-5-A,342,U1405,A,16,16-5,H,5,A,0.0,39.0,145.26,145.65,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Dark greenish gray (10Y 4/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-5-A,342,U1405,A,16,16-5,H,5,A,39.0,151.0,145.65,146.77,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-6-A,342,U1405,A,16,16-6,H,6,A,0.0,68.0,146.77,147.45,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-6-A,342,U1405,A,16,16-6,H,6,A,68.0,70.0,147.45,147.47,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-6-A,342,U1405,A,16,16-6,H,6,A,70.0,146.0,147.47,148.27,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-7-A,342,U1405,A,16,16-7,H,7,A,0.0,69.0,148.27,148.96,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-16H-CC-A,342,U1405,A,16,16-CC,H,CC,A,0.0,24.0,148.96,149.25,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-1-A,342,U1405,A,17,17-1,H,1,A,0.0,150.0,148.7,150.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-2-A,342,U1405,A,17,17-2,H,2,A,0.0,35.0,150.2,150.55,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-2-A,342,U1405,A,17,17-2,H,2,A,35.0,38.0,150.55,150.58,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-2-A,342,U1405,A,17,17-2,H,2,A,38.0,150.0,150.58,151.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-3-A,342,U1405,A,17,17-3,H,3,A,0.0,150.0,151.7,153.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-3-A,342,U1405,A,17,17-3,H,3,A,5.0,6.0,151.75,151.76,,,,,,,nodule,glauconite,,,,5G 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-17H-3-A,342,U1405,A,17,17-3,H,3,A,24.0,25.5,151.94,151.955,,,,,,,nodule,glauconite,,,,5G 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-17H-4-A,342,U1405,A,17,17-4,H,4,A,0.0,150.0,153.2,154.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-5-A,342,U1405,A,17,17-5,H,5,A,0.0,150.0,154.7,156.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-6-A,342,U1405,A,17,17-6,H,6,A,0.0,140.0,156.2,157.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-7-A,342,U1405,A,17,17-7,H,7,A,0.0,56.0,157.7,158.26,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-17H-CC-A,342,U1405,A,17,17-CC,H,CC,A,0.0,19.0,158.26,158.51,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-1-A,342,U1405,A,18,18-1,H,1,A,0.0,150.0,158.2,159.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-1-A,342,U1405,A,18,18-1,H,1,A,18.0,61.0,158.38,158.81,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,,,,,,,fracture,Sub-vertical fracture-like feature with dark gray material.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-2-A,342,U1405,A,18,18-2,H,2,A,0.0,151.0,159.7,161.21,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-3-A,342,U1405,A,18,18-3,H,3,A,0.0,152.0,161.21,162.73,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-4-A,342,U1405,A,18,18-4,H,4,A,0.0,151.0,162.73,164.24,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-4-A,342,U1405,A,18,18-4,H,4,A,82.0,100.0,163.55,163.73,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,,,,,,,fracture,Sub-vertical fracture-like feature with dark gray material.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-5-A,342,U1405,A,18,18-5,H,5,A,0.0,151.0,164.24,165.75,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-6-A,342,U1405,A,18,18-6,H,6,A,0.0,111.0,165.75,166.83,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-7-A,342,U1405,A,18,18-7,H,7,A,0.0,62.0,166.96,167.58,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-18H-CC-A,342,U1405,A,18,18-CC,H,CC,A,0.0,12.0,167.58,167.76,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Greenish gray (5GY 5/1) is the dominant color; with some patches/mottling of dark greenish gray (5GY 4/1), which actually appears brownish, and are the result of mixing of the sediment by bioturbation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405A-19H-1-A,342,U1405,A,19,19-1,H,1,A,0.0,150.0,167.7,169.2,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"5GY 5/1 (greenish gray) is the dominant, but it alternates with 10GY 5/1 as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-19H-2-A,342,U1405,A,19,19-2,H,2,A,0.0,150.0,169.2,170.7,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"5GY 5/1 (greenish gray) is the dominant, but it alternates with 10GY 5/1 as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-19H-3-A,342,U1405,A,19,19-3,H,3,A,0.0,150.0,170.7,172.2,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"5GY 5/1 (greenish gray) is the dominant, but it alternates with 10GY 5/1 as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-19H-4-A,342,U1405,A,19,19-4,H,4,A,0.0,150.0,172.2,173.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"5GY 5/1 (greenish gray) is the dominant, but it alternates with 10GY 5/1 as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-19H-5-A,342,U1405,A,19,19-5,H,5,A,0.0,150.0,173.7,175.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"5GY 5/1 (greenish gray) is the dominant, but it alternates with 10GY 5/1 as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-19H-6-A,342,U1405,A,19,19-6,H,6,A,0.0,48.0,175.2,175.68,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"5GY 5/1 (greenish gray) is the dominant, but it alternates with 10GY 5/1 as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
