Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
362-U1480G-59R-5-A,0,56,1303.36,1303.92,IIIA,,clay [S54],,clay,clay,clay,,10YR 3/1 (very dark gray),,,,,,,,,,,,,very dark grayish brown to reddish clay. the color is gradually changed.,,,,,,,,,,,,,,,,,,,362,U1480,G,59,R,5,A,,,,
362-U1480G-59R-CC-A,0,24.5,1303.92,1304.165,IIIA,,clay [S54],,clay,clay,clay,,10YR 3/1 (very dark gray),,,,,,,,,,,,,very dark grayish brown to reddish clay. the color is gradually changed.,,,,,,,,,,,,,,,,,,,362,U1480,G,59,R,CC,A,,,,
362-U1480G-60R-1-A,0,11,1308,1308.11,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,11,17,1308.11,1308.17,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,17,25,1308.17,1308.25,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,25,48,1308.25,1308.48,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,48,90,1308.48,1308.9,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,90,94,1308.9,1308.94,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,94,104,1308.94,1309.04,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,104,110,1309.04,1309.1,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-1-A,110,142,1309.1,1309.42,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,1,A,,,,
362-U1480G-60R-2-A,0,38,1309.42,1309.8,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 3/3 (dark olive brown),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,2,A,,,,
362-U1480G-60R-2-A,38,68,1309.8,1310.1,IIIB,,silty clay [S54],with ash [2014],silty clay,silty clay with ash,silty clay with ash,,5YR 3/3 (dark reddish brown),planar,gradational,planar gradational,sub-horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,60,R,2,A,,,,
362-U1480G-60R-2-A,68,143,1310.1,1310.85,IIIB,,silty clay [S54],with ash [2014],silty clay,silty clay with ash,silty clay with ash,,5YR 3/3 (dark reddish brown),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,darker band (10yr 4/3) at 123-124 cm.,structureless,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,60,R,2,A,,,,
362-U1480G-60R-3-A,0,135,1310.85,1312.2,IIIB,,silty clay [S54],with ash [2014],silty clay,silty clay with ash,silty clay with ash,,2.5YR 4/6 (red),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"Ioslated beds of alternating light gray silt and red clay beds at 12-17, 22, 28, 36, 110 cm. Probable ash layers.",structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,3,A,,,,
362-U1480G-60R-4-A,0,20,1312.2,1312.4,IIIB,,silty clay [S54],with ash [2014],silty clay,silty clay with ash,silty clay with ash,,5YR 3/3 (dark reddish brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,20,22,1312.4,1312.42,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,22,23,1312.42,1312.43,IIIB,,fine sand [USGS],with clay [2014],fine sand,fine sand with clay,fine sand with clay,,7.5YR 6/3 (light brown),planar,sharp,planar sharp,horizontal,,lithified [B84],pebble [W22_2],9,non-graded,poor [2014],,,rounded pebble at the base,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,23,39,1312.43,1312.59,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,39,41,1312.59,1312.61,IIIB,,fine sand [USGS],with clay [2014],fine sand,fine sand with clay,fine sand with clay,,7.5YR 6/3 (light brown),planar,sharp,planar sharp,horizontal,,lithified [B84],pebble [W22_2],9,non-graded,poor [2014],,,"stack of 2 beds. The lower one is fine sand, the upper one is coarse sand with pebbles on top",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,41,51,1312.61,1312.71,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,51,55,1312.71,1312.75,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 6/10GY (greenish gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,55,57,1312.75,1312.77,IIIB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 6/N (gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],silt [W22_1],fine sand [W22_2],silty clay injection at the base of the bed,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,57,60,1312.77,1312.8,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 6/10GY (greenish gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-4-A,60,130,1312.8,1313.5,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,4,A,,,,
362-U1480G-60R-5-A,0,2,1313.5,1313.52,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,5,A,,,,
362-U1480G-60R-5-A,2,3.5,1313.52,1313.535,IIIB,,fine sand [USGS],with clay [2014],fine sand,fine sand with clay,fine sand with clay,,7.5YR 6/3 (light brown),planar,sharp,planar sharp,horizontal,,lithified [B84],pebble [W22_2],9,normal grading,poor [2014],silt [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,60,R,5,A,,,,
362-U1480G-60R-5-A,3.5,40,1313.535,1313.9,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,5,A,,,,
362-U1480G-60R-5-A,40,44,1313.9,1313.94,IIIB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,7.5YR 7/1 (light gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],ash lamina at 44 cm.,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,60,R,5,A,,,,
362-U1480G-60R-5-A,44,57,1313.94,1314.07,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,GLEY 1 8/5GY (light greenish gray),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"greenish lamina made up of Nereites burrows at 44.5, 47.5, 48.5, 49.5 cm. Plus disseminated greenish burrows in the ooze.",planar lamination,slight [DB91],3,Nereites,,,,stylolite [BJ80],,,,,,,,,,,362,U1480,G,60,R,5,A,,,,
362-U1480G-60R-6-A,0,1,1314.07,1314.08,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,GLEY 1 8/5GY (light greenish gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"greenish lamina made up of Nereites burrows at 44.5, 47.5, 48.5, 49.5 cm. Plus disseminated greenish burrows in the ooze.",planar lamination,slight [DB91],3,Nereites,,,,stylolite [BJ80],,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,1,2,1314.08,1314.09,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 6/10GY (greenish gray),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,2,64.5,1314.09,1314.715,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,64.5,65.5,1314.715,1314.725,IIIB,,fine sand [USGS],with clay [2014],fine sand,fine sand with clay,fine sand with clay,,7.5YR 6/3 (light brown),planar,sharp,planar sharp,horizontal,,lithified [B84],pebble [W22_2],9,normal grading,poor [2014],silt [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,65.5,89,1314.725,1314.96,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,89,95,1314.96,1315.02,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,GLEY 1 8/5GY (light greenish gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"greenish lamina made up of Nereites burrows at 44.5, 47.5, 48.5, 49.5 cm. Plus disseminated greenish burrows in the ooze.",planar lamination,slight [DB91],3,Nereites,,,,stylolite [BJ80],,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,95,107,1315.02,1315.14,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,GLEY 1 8/5GY (light greenish gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish lamina,planar lamination,absent [DB91],1,,,,,stylolite [BJ80],,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,107,115,1315.14,1315.22,IIIB,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,7.5YR 6/3 (light brown),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Nereites,,,ash pods,,foraminifer,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-60R-6-A,115,121,1315.22,1315.28,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,GLEY 1 8/5GY (light greenish gray),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish lamina,planar lamination,absent [DB91],1,,,,,stylolite [BJ80],,,,,,,,,,,362,U1480,G,60,R,6,A,,,,
362-U1480G-61R-1-A,0,4,1317.7,1317.74,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,4,6.5,1317.74,1317.765,IIIB,tuffaceous,silty clay [S54],with carbonate allochems [F80],tuffaceous silty clay,tuffaceous silty clay with carbonate allochems,silty clay with carbonate allochems,,10YR 8/2 (very pale brown),curviplanar,sharp,curviplanar sharp,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish lamina,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,6.5,11,1317.765,1317.81,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,10YR 8/1 (white),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,,absent [DB91],1,,,,,stylolite [BJ80],foraminifer,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,11,12.5,1317.81,1317.825,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,planar lamination,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,12.5,13.5,1317.825,1317.835,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,2.5YR 7/2 (pale red),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,,absent [DB91],1,,,,,stylolite [BJ80],foraminifer,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,13.5,17,1317.835,1317.87,IIIB,tuffaceous,silty clay [S54],with carbonate allochems [F80],tuffaceous silty clay,tuffaceous silty clay with carbonate allochems,silty clay with carbonate allochems,,10YR 8/2 (very pale brown),curviplanar,sharp,curviplanar sharp,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish lamina and reddish basal part,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,17,22,1317.87,1317.92,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,lower part is getting calcaerous and the colour turns into beige,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,22,22.5,1317.92,1317.925,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,10YR 8/1 (white),planar,sharp,planar sharp,horizontal,thick lamina [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,,absent [DB91],1,,,,,stylolite [BJ80],foraminifer,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,22.5,23,1317.925,1317.93,IIIB,,ash/tuff [Leg202],with carbonate allochems [F80],ash/tuff,ash/tuff with carbonate allochems,ash/tuff with carbonate allochems,,10YR 8/2 (very pale brown),curviplanar,sharp,curviplanar sharp,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish lamina,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,23,24,1317.93,1317.94,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,10YR 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,,absent [DB91],1,,,,,stylolite [BJ80],foraminifer,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,24,25,1317.94,1317.95,IIIB,,ash/tuff [Leg202],with carbonate allochems [F80],ash/tuff,ash/tuff with carbonate allochems,ash/tuff with carbonate allochems,,10YR 8/2 (very pale brown),curviplanar,sharp,curviplanar sharp,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish lamina,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,25,30,1317.95,1318,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,10YR 8/1 (white),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,brownish silty and ash laminae,,absent [DB91],1,,,,,stylolite [BJ80],foraminifer,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,30,30.5,1318,1318.005,IIIB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,2.5Y 6/2 (light brownish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,30.5,38.5,1318.005,1318.085,IIIB,,chalk,with ash [2014],chalk,chalk with ash,chalk with ash,,10YR 8/1 (white),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,dark spots of silt clasts parallel aligned,,absent [DB91],1,,,,,stylolite [BJ80],foraminifer,A [A85],,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,38.5,46,1318.085,1318.16,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,lower part is getting calcaerous and the colour turns into beige,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,46,49,1318.16,1318.19,IIIB,,chalk,with clay [2014],chalk,chalk with clay,chalk with clay,,10YR 8/1 (white),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,coarse sand-sized clasts,planar lamination,absent [DB91],1,,,,,stylolite [BJ80],,,,,angular,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,49,49.3,1318.19,1318.193,IIIB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,10YR 5/4 (yellowish brown),irregular,gradational,irregular gradational,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,dispersed ash concentrated in a horizon,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,49.3,52,1318.193,1318.22,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/2 (brown),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,lower part is getting calcareous and the color turns into beige; agglutinated forams,planar lamination,complete [DB91],6,,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,52,62,1318.22,1318.32,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,planar lamination,complete [DB91],6,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,72,78,1318.42,1318.48,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,78,86,1318.48,1318.56,IIIB,tuffaceous,silty clay [S54],with carbonate allochems [F80],tuffaceous silty clay,tuffaceous silty clay with carbonate allochems,silty clay with carbonate allochems,,10YR 8/2 (very pale brown),curviplanar,sharp,curviplanar sharp,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish and beige lamina and reddish burrows,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,86,89,1318.56,1318.59,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,89,90,1318.59,1318.6,IIIB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,7.5YR 6/2 (pinkish gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,slight [DB91],3,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,90,90.3,1318.6,1318.603,IIIB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,10YR 5/4 (yellowish brown),irregular,gradational,irregular gradational,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,dispersed ash concentrated in a horizon,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,90.3,93,1318.603,1318.63,IIIB,tuffaceous,clay [S54],,tuffaceous clay,tuffaceous clay,clay,,7.5YR 5/3 (brown),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,lower part is getting calcaerous and the colour turns into beige,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
362-U1480G-61R-1-A,93,100,1318.63,1318.7,IIIB,tuffaceous,silty clay [S54],with carbonate allochems [F80],tuffaceous silty clay,tuffaceous silty clay with carbonate allochems,silty clay with carbonate allochems,,10YR 8/2 (very pale brown),curviplanar,sharp,curviplanar sharp,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,brownish and beige lamina and reddish burrows,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,61,R,1,A,,,,
