Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1408A-7H-4-A,342,U1408,A,7,7-4,H,4,A,114,130,57.44,57.6,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-7H-4-A,342,U1408,A,7,7-4,H,4,A,130,150,57.6,57.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-7H-5-A,342,U1408,A,7,7-5,H,5,A,0,150,57.8,59.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-7H-6-A,342,U1408,A,7,7-6,H,6,A,0,142,59.3,60.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-7H-7-A,342,U1408,A,7,7-7,H,7,A,0,71,60.8,61.51,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-7H-CC-A,342,U1408,A,7,7-CC,H,CC,A,0,34,61.56,61.9,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-1-A,342,U1408,A,8,8-1,H,1,A,30,150,61.6,62.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-2-A,342,U1408,A,8,8-2,H,2,A,0,75,62.8,63.55,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-2-A,342,U1408,A,8,8-2,H,2,A,75,150,63.55,64.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-3-A,342,U1408,A,8,8-3,H,3,A,0,44,64.3,64.74,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-3-A,342,U1408,A,8,8-3,H,3,A,44,71,64.74,65.01,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1408A-8H-3-A,342,U1408,A,8,8-3,H,3,A,71,150,65.01,65.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-4-A,342,U1408,A,8,8-4,H,4,A,0,150,65.8,67.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-5-A,342,U1408,A,8,8-5,H,5,A,0,83,67.3,68.13,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-5-A,342,U1408,A,8,8-5,H,5,A,83,150,68.13,68.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-6-A,342,U1408,A,8,8-6,H,6,A,0,60,68.8,69.4,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-6-A,342,U1408,A,8,8-6,H,6,A,60,82,69.4,69.62,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1408A-8H-6-A,342,U1408,A,8,8-6,H,6,A,82,104,69.62,69.84,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-7-A,342,U1408,A,8,8-7,H,7,A,0,56,69.92,70.48,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-8H-CC-A,342,U1408,A,8,8-CC,H,CC,A,0,28,70.48,70.76,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-1-A,342,U1408,A,9,9-1,H,1,A,0,28,70.8,71.08,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-1-A,342,U1408,A,9,9-1,H,1,A,28,57,71.08,71.37,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-9H-1-A,342,U1408,A,9,9-1,H,1,A,57,150,71.37,72.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-2-A,342,U1408,A,9,9-2,H,2,A,0,116,72.3,73.46,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-2-A,342,U1408,A,9,9-2,H,2,A,116,150,73.46,73.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-3-A,342,U1408,A,9,9-3,H,3,A,0,43,73.8,74.23,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-3-A,342,U1408,A,9,9-3,H,3,A,43,66,74.23,74.46,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-9H-3-A,342,U1408,A,9,9-3,H,3,A,66,150,74.46,75.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-4-A,342,U1408,A,9,9-4,H,4,A,0,150,75.3,76.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Abundant microfaults throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-5-A,342,U1408,A,9,9-5,H,5,A,0,122,76.8,78.02,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-9H-6-A,342,U1408,A,9,9-6,H,6,A,0,61,78.11,78.72,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Microfaults throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-10H-1-A,342,U1408,A,10,10-1,H,1,A,0,17,80.3,80.47,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-1-A,342,U1408,A,10,10-1,H,1,A,17,23,80.47,80.53,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-1-A,342,U1408,A,10,10-1,H,1,A,23,96,80.53,81.26,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-1-A,342,U1408,A,10,10-1,H,1,A,96,103,81.26,81.33,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-1-A,342,U1408,A,10,10-1,H,1,A,103,150,81.33,81.8,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-2-A,342,U1408,A,10,10-2,H,2,A,0,32,81.8,82.12,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-2-A,342,U1408,A,10,10-2,H,2,A,32,114,82.12,82.94,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-2-A,342,U1408,A,10,10-2,H,2,A,114,150,82.94,83.3,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-3-A,342,U1408,A,10,10-3,H,3,A,0,42,83.3,83.72,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-3-A,342,U1408,A,10,10-3,H,3,A,42,62,83.72,83.92,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 7 (light gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-3-A,342,U1408,A,10,10-3,H,3,A,62,150,83.92,84.8,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-4-A,342,U1408,A,10,10-4,H,4,A,0,150,84.8,86.3,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-5-A,342,U1408,A,10,10-5,H,5,A,0,105,86.3,87.35,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-5-A,342,U1408,A,10,10-5,H,5,A,105,113,87.35,87.43,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 8/1 (light greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-5-A,342,U1408,A,10,10-5,H,5,A,113,150,87.43,87.8,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,"The core is a nannofossil ooze with clay 10Y 6/1 (greenish gray), which cycles to lighter foraminiferal zones 10Y 8/1 (light greenish gray) to N 7 (light gray). Glauconite occurs in discrete bands and burrowing is moderate in intensity.


",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-6-A,342,U1408,A,10,10-6,H,6,A,0,19,87.8,87.99,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-6-A,342,U1408,A,10,10-6,H,6,A,19,31,87.99,88.11,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 7 (light gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-6-A,342,U1408,A,10,10-6,H,6,A,31,76,88.11,88.56,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-6-A,342,U1408,A,10,10-6,H,6,A,76,85,88.56,88.65,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 7 (light gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-10H-6-A,342,U1408,A,10,10-6,H,6,A,85,138,88.65,89.3,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-7-A,342,U1408,A,10,10-7,H,7,A,0,54,89.3,89.84,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-10H-CC-A,342,U1408,A,10,10-CC,H,CC,A,0,39,89.84,90.23,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,0,13,89.8,89.93,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,13,24,89.93,90.04,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,N 7 (light gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,24,40,90.04,90.2,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,40,62,90.2,90.42,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,62,92,90.42,90.72,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,92,109,90.72,90.89,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,109,131,90.89,91.11,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,131,143,91.11,91.23,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-1-A,342,U1408,A,11,11-1,H,1,A,143,150,91.23,91.3,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,0,29,91.3,91.59,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,29,58,91.59,91.88,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,58,68,91.88,91.98,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,68,74,91.98,92.04,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,74,83,92.04,92.13,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,83,89,92.13,92.19,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,89,100,92.19,92.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,100,105,92.3,92.35,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,105,109,92.35,92.39,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,109,115,92.39,92.45,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-2-A,342,U1408,A,11,11-2,H,2,A,115,150,92.45,92.8,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-3-A,342,U1408,A,11,11-3,H,3,A,0,9,92.8,92.89,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-3-A,342,U1408,A,11,11-3,H,3,A,9,16,92.89,92.96,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-3-A,342,U1408,A,11,11-3,H,3,A,16,26,92.96,93.06,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1408A-11H-3-A,342,U1408,A,11,11-3,H,3,A,26,43,93.06,93.23,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
