Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1502A-10R-4-A,90.0,101.0,456.8,456.91,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,4,A
368-U1502A-10R-4-A,101.0,103.0,456.91,456.93,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,very fine sand [W22_2],3.0,well [2014],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,4,A
368-U1502A-10R-4-A,103.0,106.0,456.93,456.96,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,clay [W22_1],1.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,4,A
368-U1502A-10R-4-A,106.0,121.0,456.96,457.11,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,4,A
368-U1502A-10R-4-A,121.0,125.0,457.11,457.15,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,clay [W22_1],1.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,4,A
368-U1502A-10R-4-A,125.0,137.0,457.15,457.27,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,4,A
368-U1502A-10R-5-A,0.0,4.0,457.42,457.46,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,interlamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,4.0,7.0,457.46,457.49,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,7.0,40.0,457.49,457.82,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,40.0,47.0,457.82,457.89,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,well [2014],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,47.0,54.0,457.89,457.96,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,54.0,75.0,457.96,458.17,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,75.0,85.0,458.17,458.27,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,interlamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,85.0,89.0,458.27,458.31,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,clay [W22_1],1.0,well [2014],,,,bioturbated,horizontal,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,89.0,102.0,458.31,458.44,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-5-A,102.0,115.0,458.44,458.57,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,5,A
368-U1502A-10R-CC-A,0.0,4.0,458.57,458.61,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,erosive,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,CC,A
368-U1502A-10R-CC-A,4.0,18.0,458.61,458.75,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,10,R,CC,A
368-U1502A-11R-1-A,0.0,8.0,461.4,461.48,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,8.0,18.0,461.48,461.58,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,18.0,36.0,461.58,461.76,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,interlamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,36.0,42.0,461.76,461.82,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,42.0,80.0,461.82,462.2,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,80.0,90.0,462.2,462.3,,sandy silt [Leg339],,sandy silt,sandy silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,erosive,horizontal,,fining upward,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,90.0,104.0,462.3,462.44,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,104.0,112.0,462.44,462.52,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,112.0,133.0,462.52,462.73,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,irregular,curved,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,133.0,148.0,462.73,462.88,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [BP01],,,,erosive,horizontal,,fining upward,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-1-A,148.0,150.0,462.88,462.9,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,1,A
368-U1502A-11R-2-A,0.0,3.0,462.9,462.93,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/N (gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [BP01],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,3.0,23.0,462.93,463.13,,sandy silt [Leg339],with clay [2014],sandy silt,sandy silt with clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [BP01],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,23.0,36.0,463.13,463.26,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/N (gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [BP01],,,,gradational,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,36.0,78.0,463.26,463.68,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,78.0,88.0,463.68,463.78,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,very fine sand [W22_2],3.0,well [2014],,,,erosive,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,88.0,97.0,463.78,463.87,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [BP01],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,97.0,120.0,463.87,464.1,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,very fine sand [W22_2],3.0,moderate [BP01],,,,erosive,horizontal,,fining upward,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,120.0,136.0,464.1,464.26,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,136.0,147.0,464.26,464.37,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-2-A,147.0,150.0,464.37,464.4,,clay [Leg339],,clay,clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,2,A
368-U1502A-11R-3-A,0.0,13.0,464.4,464.53,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,interlamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,13.0,31.0,464.53,464.71,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,31.0,38.0,464.71,464.78,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,38.0,73.0,464.78,465.13,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,73.0,88.0,465.13,465.28,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,very fine sand [W22_2],3.0,moderate [BP01],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,88.0,93.0,465.28,465.33,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,very fine sand [W22_2],3.0,moderate [BP01],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,93.0,102.0,465.33,465.42,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2.0,very fine sand [W22_2],3.0,moderate [BP01],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,102.0,106.0,465.42,465.46,,clay [Leg339],with calcite,clay,clay with calcite,,GLEY 1 7/10Y (light greenish grey),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,bioturbated,horizontal,,massive [BJ84],moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,106.0,117.0,465.46,465.57,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,bioturbated,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,117.0,137.0,465.57,465.77,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay,nannofossil rich silty clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,137.0,142.0,465.77,465.82,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-3-A,142.0,151.0,465.82,465.91,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,3,A
368-U1502A-11R-4-A,0.0,39.0,465.91,466.3,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,bioturbated,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-4-A,39.0,42.0,466.3,466.33,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,very fine sand [W22_2],3.0,moderate [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-4-A,42.0,62.0,466.33,466.53,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-4-A,62.0,88.0,466.53,466.79,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,poor [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-4-A,88.0,93.0,466.79,466.84,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-4-A,93.0,103.0,466.84,466.94,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,very coarse sand [W22_2],7.0,moderate [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-4-A,103.0,108.0,466.94,466.99,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,4,A
368-U1502A-11R-5-A,0.0,9.0,467.14,467.23,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1.0,clay [W22_1],1.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,11,R,5,A
