Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1445C-19H-7-A,0.0,13.5,172.66,172.795,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-7-A,13.5,15.0,172.795,172.81,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-7-A,15.0,44.5,172.81,173.105,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-7-A,44.5,45.5,173.105,173.115,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-7-A,45.5,70.0,173.115,173.36,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-7-A,70.0,73.0,173.36,173.39,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-7-A,73.0,76.0,173.39,173.42,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,7,A
353-U1445C-19H-CC-A,0.0,27.0,173.42,173.69,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,CC,A
353-U1445C-20H-1-A,0.0,39.0,172.9,173.29,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,1,A
353-U1445C-20H-2-A,0.0,7.5,173.29,173.365,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,2,A
353-U1445C-20H-2-A,7.5,8.5,173.365,173.375,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,2,A
353-U1445C-20H-2-A,8.5,93.0,173.375,174.22,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,Olive gray sandy blebs between 79.5 and 80.5 cm.,,,,353,U1445,C,20,H,2,A
353-U1445C-20H-2-A,93.0,94.0,174.22,174.23,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,2,A
353-U1445C-20H-2-A,94.0,137.0,174.23,174.66,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Olive gray sandy blebs between 100 and 102 cm.,,,,353,U1445,C,20,H,2,A
353-U1445C-20H-3-A,0.0,2.0,174.66,174.68,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,3,A
353-U1445C-20H-3-A,2.0,69.5,174.68,175.355,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,3,A
353-U1445C-20H-3-A,69.5,70.5,175.355,175.365,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,3,A
353-U1445C-20H-3-A,70.5,145.0,175.365,176.11,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 126.5 and 127.5 cm.,,,,353,U1445,C,20,H,3,A
353-U1445C-20H-4-A,0.0,7.5,176.11,176.185,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,Light gray sandy blebs between 126.5 and 127.5 cm.,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-4-A,7.5,9.0,176.185,176.2,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-4-A,9.0,36.0,176.2,176.47,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-4-A,36.0,38.0,176.47,176.49,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-4-A,38.0,62.5,176.49,176.735,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-4-A,62.5,68.0,176.735,176.79,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-4-A,68.0,145.0,176.79,177.56,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Olive gray sandy blebs between 123.5 and 124.5 cm.,,,,353,U1445,C,20,H,4,A
353-U1445C-20H-5-A,0.0,88.5,177.56,178.445,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,5,A
353-U1445C-20H-5-A,88.5,89.5,178.445,178.455,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,5,A
353-U1445C-20H-5-A,89.5,135.5,178.455,178.915,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,5,A
353-U1445C-20H-5-A,135.5,139.0,178.915,178.95,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,5,A
353-U1445C-20H-5-A,139.0,145.0,178.95,179.01,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,5,A
353-U1445C-20H-6-A,0.0,98.0,179.01,179.99,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,Light gray sandy blebs between 86 and 88 cm.,,,,353,U1445,C,20,H,6,A
353-U1445C-20H-6-A,98.0,100.0,179.99,180.01,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,6,A
353-U1445C-20H-6-A,100.0,107.0,180.01,180.08,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,6,A
353-U1445C-20H-7-A,0.0,50.0,180.08,180.58,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,7,A
353-U1445C-20H-7-A,50.0,52.0,180.58,180.6,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,7,A
353-U1445C-20H-7-A,52.0,141.0,180.6,181.49,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Olive gray sandy blebs between 79.5 and 82 cm, and between 116 and 118 cm.",,,,353,U1445,C,20,H,7,A
353-U1445C-20H-8-A,0.0,28.0,181.49,181.77,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,8,A
353-U1445C-20H-8-A,28.0,28.5,181.77,181.775,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,8,A
353-U1445C-20H-8-A,28.5,31.0,181.775,181.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,8,A
353-U1445C-20H-8-A,31.0,33.5,181.8,181.825,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,20,H,8,A
353-U1445C-20H-8-A,33.5,103.0,181.825,182.52,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,8,A
353-U1445C-20H-CC-A,0.0,18.0,182.52,182.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,20,H,CC,A
353-U1445C-21H-1-A,0.0,145.0,182.4,183.85,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,21,H,1,A
353-U1445C-21H-2-A,0.0,26.0,183.85,184.11,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,21,H,2,A
353-U1445C-21H-2-A,26.0,27.0,184.11,184.12,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,21,H,2,A
353-U1445C-21H-2-A,27.0,77.5,184.12,184.625,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,21,H,2,A
353-U1445C-21H-2-A,77.5,79.0,184.625,184.64,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,21,H,2,A
353-U1445C-21H-2-A,79.0,137.0,184.64,185.22,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,21,H,2,A
353-U1445C-21H-3-A,0.0,147.0,185.22,186.69,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,"Olive gray sandy blebs at 59.5-60.5, 106-107 and 143-143.5 cm.",,,,353,U1445,C,21,H,3,A
353-U1445C-21H-4-A,0.0,17.0,186.69,186.86,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,21,H,4,A
353-U1445C-21H-4-A,17.0,18.0,186.86,186.87,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,21,H,4,A
353-U1445C-21H-4-A,18.0,76.0,186.87,187.45,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 75.5-76 cm.,,,,353,U1445,C,21,H,4,A
353-U1445C-21H-4-A,76.0,76.5,187.45,187.455,,,sand,,sand,sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With coarse sand.,,,,353,U1445,C,21,H,4,A
353-U1445C-21H-4-A,76.5,151.0,187.455,188.2,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 116-116.5 cm.,,,,353,U1445,C,21,H,4,A
353-U1445C-21H-5-A,0.0,48.0,188.2,188.68,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 41.5-42.5 cm.,,,,353,U1445,C,21,H,5,A
353-U1445C-21H-5-A,48.0,48.5,188.68,188.685,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,21,H,5,A
353-U1445C-21H-5-A,48.5,150.0,188.685,189.7,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Green glauconite blebs between 93-94 cm.,,,,353,U1445,C,21,H,5,A
353-U1445C-21H-6-A,0.0,143.0,189.7,191.13,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 44.5 and 45.5 cm. Green glauconite blebs between 24 and 26 cm.,,,,353,U1445,C,21,H,6,A
353-U1445C-21H-7-A,0.0,99.0,191.13,192.12,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Olive gray sandy blebs between 90 and 93 cm.,,,,353,U1445,C,21,H,7,A
353-U1445C-21H-CC-A,0.0,17.0,192.12,192.29,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,21,H,CC,A
353-U1445C-22H-1-A,0.0,75.5,191.9,192.655,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,1,A
353-U1445C-22H-1-A,75.5,76.5,192.655,192.665,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,1,A
353-U1445C-22H-1-A,76.5,139.0,192.665,193.29,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 125-127 cm.,,,,353,U1445,C,22,H,1,A
353-U1445C-22H-2-A,0.0,41.5,193.29,193.705,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,2,A
353-U1445C-22H-2-A,41.5,45.0,193.705,193.74,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,22,H,2,A
353-U1445C-22H-2-A,45.0,80.5,193.74,194.095,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,2,A
353-U1445C-22H-2-A,80.5,82.0,194.095,194.11,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,2,A
353-U1445C-22H-2-A,82.0,139.0,194.11,194.68,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,2,A
353-U1445C-22H-3-A,0.0,150.0,194.68,196.18,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 13-14 cm.,,,,353,U1445,C,22,H,3,A
353-U1445C-22H-4-A,0.0,148.0,196.18,197.66,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 86-87 cm.,,,,353,U1445,C,22,H,4,A
353-U1445C-22H-5-A,0.0,26.0,197.66,197.92,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-5-A,26.0,28.0,197.92,197.94,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-5-A,28.0,32.5,197.94,197.985,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-5-A,32.5,35.0,197.985,198.01,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-5-A,35.0,40.0,198.01,198.06,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-5-A,40.0,42.0,198.06,198.08,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-5-A,42.0,146.0,198.08,199.12,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 97.5-98.5 cm.,,,,353,U1445,C,22,H,5,A
353-U1445C-22H-6-A,0.0,56.0,199.12,199.68,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,6,A
353-U1445C-22H-6-A,56.0,56.5,199.68,199.685,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,6,A
353-U1445C-22H-6-A,56.5,141.0,199.685,200.53,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs at 100-101 and 114-116 cm.,,,,353,U1445,C,22,H,6,A
353-U1445C-22H-7-A,0.0,99.0,200.53,201.52,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,7,A
353-U1445C-22H-CC-A,0.0,10.0,201.52,201.62,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,CC,A
353-U1445C-22H-CC-A,10.0,14.0,201.62,201.66,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,22,H,CC,A
353-U1445C-22H-CC-A,14.0,24.0,201.66,201.76,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,22,H,CC,A
353-U1445C-23H-1-A,0.0,96.0,201.4,202.36,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,23,H,1,A
353-U1445C-23H-2-A,0.0,122.0,202.36,203.58,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,23,H,2,A
353-U1445C-23H-2-A,122.0,123.0,203.58,203.59,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,23,H,2,A
353-U1445C-23H-2-A,123.0,149.0,203.59,203.85,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,23,H,2,A
353-U1445C-23H-2-A,149.0,151.0,203.85,203.87,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,23,H,2,A
353-U1445C-23H-3-A,0.0,150.0,203.87,205.37,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Pale brown bleb between 27 and 28 cm. Light gray sandy blebs between 128 and 133 cm.,,,,353,U1445,C,23,H,3,A
353-U1445C-23H-4-A,0.0,37.5,205.37,205.745,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,23,H,4,A
353-U1445C-23H-4-A,37.5,38.5,205.745,205.755,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,23,H,4,A
353-U1445C-23H-4-A,38.5,101.0,205.755,206.38,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,23,H,4,A
353-U1445C-23H-5-A,0.0,40.5,206.38,206.785,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray blebs between 21 and 23 cm.,,,,353,U1445,C,23,H,5,A
