Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1471D-3H-3-A,0,150,13.5,15,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-3H-4-A,0,150,15,16.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-3H-5-A,0,150,16.5,18,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-3H-6-A,0,72,18,18.72,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-3H-CC-A,0,16,18.72,18.88,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-1-A,0,150,20,21.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-2-A,0,150,21.5,23,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-3-A,0,150,23,24.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-4-A,0,150,24.5,26,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-5-A,0,150,26,27.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-6-A,0,150,27.5,29,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-7-A,0,53,29,29.53,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-4H-CC-A,0,17,29.53,29.7,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 4/2 (dark grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-1-A,0,150,29.5,31,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-2-A,0,150,31,32.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-3-A,0,150,32.5,34,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-4-A,0,150,34,35.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-5-A,0,150,35.5,37,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-6-A,0,150,37,38.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-7-A,0,58,38.5,39.08,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-5H-CC-A,0,16,39.08,39.24,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-6H-1-A,0,150,39,40.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera. Otoliths",,,
359-U1471D-6H-2-A,0,150,40.5,42,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-6H-3-A,0,150,42,43.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-6H-4-A,0,150,43.5,45,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera. Black grains",,,
359-U1471D-6H-5-A,0,150,45,46.5,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera. Mottling",,,
359-U1471D-6H-6-A,0,150,46.5,48,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-6H-7-A,0,61,48,48.61,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera. Mottling",,,
359-U1471D-6H-CC-A,0,17,48.61,48.78,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-1-A,0,147,48.5,49.97,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-2-A,0,131,49.97,51.28,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-3-A,0,149,51.28,52.77,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-4-A,0,133,52.77,54.1,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-5-A,0,150,54.1,55.6,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-6-A,0,150,55.6,57.1,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera.",,,
359-U1471D-7H-CC-A,0,69,57.1,57.79,planktic foraminifer rich,Packstone,3,planktic foraminifer rich Packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,coral (solitary),,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE medium-grained, light brownish gray. Planktic foraminifera are abundant. Benthic foraminifera. Solitary coral present. Cold-water coral at 28 cm.",,,
