Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Braarudosphaera bigelowii,Calcidiscus leptoporus (<5 microns),Calcidiscus leptoporus (>8 micron),Calcidiscus leptoporus (5-8 microns),Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus spp. azorinus,Coccolithus pelagicus spp. braarudii,Coccolithus pelagicus ssp. pelagicus,Coronocyclus nitescens,Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster gr. variabilis,Discoaster hamatus,Discoaster intercalaris,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Emiliania huxleyi (<5 microns),Emiliania huxleyi (>5 microns),Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa caribbeanica,medium Gephyrocapsa group,Gephyrocapsa oceanica (>5 micron),Gephyrocapsa oceanica (<5 micron),Gephyrocapsa omega,Gephyrocapsa spp. (<3 microns),Helicosphaera acuta,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera mediterranea,Helicosphaera pavimentum,Helicosphaera sellii,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Minylitha convallis,Oolithotus spp.,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra antarctica,Reticulofenestra asanoi (>6 microns),Reticulofenestra asanoi (<6 microns),Reticulofenestra cisnerosii,Reticulofenestra haqii,Reticulofenestra minuta (<3 microns),Reticulofenestra minuta,Reticulofenestra producta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5-7 microns),Reticulofenestra rotaria,Rhabdosphaera spp.,Scyphosphaera apsteinii,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus heteromorphus,Sphenolithus neoabies,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Comments,File Data,,eodp_id
339-U1387C-13R-CC-PAL-NANNO,339,U1387,C,13,13-CC,R,CC,PAL,NANNO,0,5,404.86,404.91,G,VA,,,,,,,,F,F,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,R,,,,,,C,,,,,R,F,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,832297b44efa1672faece278bc74da79
339-U1387C-14R-CC-PAL-NANNO,339,U1387,C,14,14-CC,R,CC,PAL,NANNO,0,5,410.63,410.68,G,VA,,,,,,,,F,C,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,F,,,,,,F,,,,,R,C,,,,,C,VA,,,,,,,,,,,,,,,,,,F,,,,,,,,,,a9226d4a4dec5ada99265528aec1faa6
339-U1387C-15R-CC-PAL-NANNO,339,U1387,C,15,15-CC,R,CC,PAL,NANNO,0,6,422.92,422.98,G,VA,,,,,,F,,F,R,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,C,,,,,C,VA,,,,,,,,,,,,,,,,,,R,,,,,,,,,,fd4b5ba73dcefca1c8a9fa7933b5ace4
339-U1387C-16R-CC-PAL-NANNO,339,U1387,C,16,16-CC,R,CC,PAL,NANNO,0,6,430.63,430.69,M-P,A,,,,,,,,F,R,,,,,,,,,,F,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,,R,,,,,R,C,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf9c99f2791590f0098c3b9ef3c6e1c3
339-U1387C-17R-CC-PAL-NANNO,339,U1387,C,17,17-CC,R,CC,PAL,NANNO,0,5,436.81,436.86,G,A,,,,,,F,R,F,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,R,,,,,C,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,2ecefbe841eb2030dc2448762e1cf336
339-U1387C-18R-CC-PAL-NANNO,339,U1387,C,18,18-CC,R,CC,PAL,NANNO,0,5,452.57,452.62,M-P,VA,,,,,F,F,,F,F,,,,,,,,,,R,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,C,,,,,C,A,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,e4043426b2dcac362553b5551a17d7f2
339-U1387C-19R-CC-PAL-NANNO,339,U1387,C,19,19-CC,R,CC,PAL,NANNO,0,5,458.54,458.59,M-P,A,,,,,,R,,C,F,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,P,,,,,F,P,,,,,,,,,,,,C,,,F,,,,,,R,,,,,,F,,,,,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,ecfc01206660ed5397c1f263df7cd37c
339-U1387C-20R-CC-PAL-NANNO,339,U1387,C,20,20-CC,R,CC,PAL,NANNO,0,5,472.31,472.36,M-P,VA,,,,,,F,,F,F,,,,,,,,,,,F,,,R,,P,,,R,,,,,,,,,,,,,,,P,,,R,R,,,,,,,,,,,,F,,,F,,,,,,F,,,,,R,C,,,,,A,A,,,P,,,,,P,,,,,,,,,,R,,,,,,,,,,93e45021e11850b6def7a28a6dc2797a
339-U1387C-21R-CC-PAL-NANNO,339,U1387,C,21,21-CC,R,CC,PAL,NANNO,0,5,479.37,479.42,M-P,A,,,,,,F,,F,R,,,,,,,,,,R,C,,,R,,,,,R,,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,A,,,R,,,,,,F,,,,,F,F,,,,,VA,VA,,,,,,,,P,,,,,,,,,,,,,,,,,,,,a1bc096f1ba0ef46d5f8811b50ba0d5a
339-U1387C-22R-CC-PAL-NANNO,339,U1387,C,22,22-CC,R,CC,PAL,NANNO,0,5,489.7,489.75,G,A,,,,,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3182a2c5fa4830ba6d62cd3aa8a33dc
339-U1387C-23R-CC-PAL-NANNO,339,U1387,C,23,23-CC,R,CC,PAL,NANNO,0,5,499.79,499.84,G,A,,,,,,,C,C,C,,,,,,,,,C,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,F,F,R,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c05de670731b67a621b63ee4804d5e5
339-U1387C-24R-CC-PAL-NANNO,339,U1387,C,24,24-CC,R,CC,PAL,NANNO,0,5,510.1,510.15,G,VA,,,,,,,,R,R,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,VA,,,R,,,,,,R,,,,,,R,,,,,C,VA,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,100e85a62869f2d8ac701bca729eaaa9
339-U1387C-25R-CC-PAL-NANNO,339,U1387,C,25,25-CC,R,CC,PAL,NANNO,0,5,520.19,520.24,G,A,,,,,,,R,R,R,,,,,,,,,,R,R,,,R,,,,,R,,,,,,,,,,,,,,,,,,R,R,,R,,,,,,,,,,,,,R,,,,,,F,,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cccfa7f93220fd56382b0189c377ad59
339-U1387C-26R-CC-PAL-NANNO,339,U1387,C,26,26-CC,R,CC,PAL,NANNO,0,5,527.91,527.96,G,VA,,,,,,,,C,,,,,,,,,,,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,P,,,R,,,,,,R,,,,R,,C,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7f1a17e320088ef1178b717b34450d8
339-U1387C-27R-CC-PAL-NANNO,339,U1387,C,27,27-CC,R,CC,PAL,NANNO,0,5,539.4,539.45,G,VA,,,,,,R,,R,R,,,,,,,,,,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,R,R,,R,,,,,P,,,,,,,,R,,,,,,R,,R,,R,R,C,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bdfd9f2508b80b5585881f731e28bd9
339-U1387C-28R-CC-PAL-NANNO,339,U1387,C,28,28-CC,R,CC,PAL,NANNO,0,5,545.8,545.85,M-P,A,,,,,,R,,R,R,,,,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,C,,,R,,,,,,,,,,,R,C,,,,,C,A,,,,,,,,P,,,,,,,,,,,,,,,R,,,,,984522734fa5c175560ecaaad570e900
339-U1387C-30R-CC-PAL-NANNO,339,U1387,C,30,30-CC,R,CC,PAL,NANNO,0,5,564.83,564.88,M-P,VA,,,,,,F,F,F,R,,,,,,,,,,R,F,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,,,,,,,,,VA,,,R,,,,,,R,,,,,R,F,,,,,C,VA,,,F,F,,,,P,,,,,,,,,,F,,,,,F,,,,,c281ec1b722bdbad5390965e4e725767
339-U1387C-31R-CC-PAL-NANNO,339,U1387,C,31,31-CC,R,CC,PAL,NANNO,0,5,573.54,573.59,M-P,VA,,,P,,,R,,F,R,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,P,,,,,,,,,,,C,,,F,,,,,,F,,,,,F,F,,,,,A,VA,,,C,,,R,,,,,,,,,,,,F,,,,R,F,,,,,92ca8156f1d77ebffdfc633a07e6d970
339-U1387C-32R-CC-PAL-NANNO,339,U1387,C,32,32-CC,R,CC,PAL,NANNO,0,5,586.23,586.28,M-P,VA,,,,,,R,,F,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,,,R,,,,,,F,,,,,R,F,,,,,A,VA,,,R,R,,R,,P,,,,,,,,,,,,,,,F,,,,,3ae68ffa67a028d98ca0df0c730acda5
339-U1387C-33R-CC-PAL-NANNO,339,U1387,C,33,33-CC,R,CC,PAL,NANNO,0,5,596.96,597.01,M-P,VA,,,,,,F,,C,R,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,,,,,,,,,C,,,R,,,,,,,,,,,R,,,,,,A,VA,,,C,,,R,,F,,,,,,,,,,,,,,R,C,,,,,bd9827f066be9c11382e6c426292552a
339-U1387C-34R-CC-PAL-NANNO,339,U1387,C,34,34-CC,R,CC,PAL,NANNO,0,5,603.77,603.82,M-P,VA,,,,,,F,,F,R,,,,,,,,,,F,F,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,R,,,F,,,,,,R,,,,,R,,,,,,A,VA,,,F,P,,,,F,,,,,,,,,,,,,,,F,,,,,1f3fc84c722e2f134f2616c58efa35e6
339-U1387C-35R-CC-PAL-NANNO,339,U1387,C,35,35-CC,R,CC,PAL,NANNO,0,8,616.22,616.3,G,VA,,,,,,R,,R,R,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,R,,,,,,R,,,,,F,,,,,,A,VA,,,F,,,,,F,,,,,,,,,,,,,,,F,,,,,096eb7389b8423afc0d4a76805d6d4b7
339-U1387C-36R-CC-PAL-NANNO,339,U1387,C,36,36-CC,R,CC,PAL,NANNO,0,5,619.81,619.86,G,VA,,,,,,F,,F,R,,,,,,,,,,F,F,,,,,,,,P,,,,,,,,,,,,,P,,,,,R,,,R,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,A,VA,,,A,,,,F,C,,,,,,,,,,F,,,,,F,,,,,5abb41be45a69586aef75cdea18c4819
339-U1387C-37R-CC-PAL-NANNO,339,U1387,C,37,37-CC,R,CC,PAL,NANNO,0,5,634.49,634.54,G,VA,,,,,,F,,F,C,,,,,,,,,,F,F,,,,,P,,,P,,,,,P,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,F,,,,,,,,,,R,F,,,,,,A,A,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,99ea32482e022390cc134f9bed3095b6
339-U1387C-38R-CC-PAL-NANNO,339,U1387,C,38,38-CC,R,CC,PAL,NANNO,0,4,643.55,643.59,G,VA,,,,,,,,,C,,,,,,,,,,F,F,,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,VA,,,C,,,,,,,,,,,,,,,,,,,,,,,,,6bd55e4412733a6a239e30ed233990e5
339-U1387C-39R-CC-PAL-NANNO,339,U1387,C,39,39-CC,R,CC,PAL,NANNO,0,5,650.31,650.36,G,VA,,,,P,,,,,C,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,34fd55d1b397705bc31b74e9e0781ff5
339-U1387C-40R-CC-PAL-NANNO,339,U1387,C,40,40-CC,R,CC,PAL,NANNO,0,5,662.32,662.37,G,VA,,,,R,,,,C,C,,,,,,,,,,,C,,,,,,,,R,,,,,,,,,,,,,F,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,b733eb0df8ffb159056fc58ae00a8bef
339-U1387C-41R-CC-PAL-NANNO,339,U1387,C,41,41-CC,R,CC,PAL,NANNO,0,6,666.26,666.32,G,VA,,,P,P,,,,,A,,,,,P,,,,,C,A,,,,P,F,,,,,,,,,,,,,,,,F,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,A,VA,,,A,,,,P,C,,,,,,,,,,R,,,,,R,,,,,36f51bbdf26e9a36aca50096deb43a24
339-U1387C-42R-CC-PAL-NANNO,339,U1387,C,42,42-CC,R,CC,PAL,NANNO,0,5,682.15,682.2,G,A,P,,P,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,A,VA,,,,,,,,A,,,,,,,,,,R,,,,,,,,,,9234ab21fd88b7ecddbcb60601d8d695
339-U1387C-43R-2-PAL-NANNO,339,U1387,C,43,43-2,R,2,PAL,NANNO,0,4,685.76,685.8,M-P,A,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,P,,,,R,,,,,F,,,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,A,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,0ff21fdb72fc8e854c40366a203caedb
339-U1387C-44R-1-PAL-NANNO,339,U1387,C,44,44-1,R,1,PAL,NANNO,0,2,693.03,693.05,M-P,A,,,,,,,,F,R,,,,,,,,,,,F,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,A,A,,,,C,,,,F,,,,,,,,,,,,,,R,,,,,,beb932c9a091713ae5affdbeb59341b7
339-U1387C-47R-CC-PAL-NANNO,339,U1387,C,47,47-CC,R,CC,PAL,NANNO,0,5,722.04,722.09,M-P,VA,,,R,P,,F,,F,,,,,,,,,,,F,F,,,,,,,,P,,,,,,,,,,,,,P,,R,,,P,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,VA,,,F,C,,,,R,,,,,,,,,,,,,,,C,,,,,efb5433d2feb1a06151dea21b8880a6e
339-U1387C-48R-CC-PAL-NANNO,339,U1387,C,48,48-CC,R,CC,PAL,NANNO,0,5,737.45,737.5,M-P,VA,,,R,P,P,F,,F,R,,,,,,,,,,F,F,,,,,,,,R,,,,,R,,,,,,,,P,,R,,,P,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,VA,,,F,C,,F,,R,,,,,,,,,,,,,,,C,,,,,89ded4d84c8d206eee1df59cf75c5b23
339-U1387C-49R-CC-PAL-NANNO,339,U1387,C,49,49-CC,R,CC,PAL,NANNO,0,3,748.1,748.13,M-P,VA,,,,,,,,R,,,,,,,,,,,R,F,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,A,VA,,,R,C,,,,C,,,,,,,,,,,,,,,C,,,,,3c3c53435f7bb5e935e0804866a0669f
339-U1387C-50R-CC-PAL-NANNO,339,U1387,C,50,50-CC,R,CC,PAL,NANNO,0,3,752.45,752.48,M-P,VA,,,,,,R,,R,,,,,,,,,,,,A,,,,,,,,R,,,,,,,,,,,,,R,,R,,,R,,,R,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,R,A,VA,,,C,,,,R,F,,,,,,,,,,C,,,,,,,,,,c926af901dddba7542c657787c6f6d75
339-U1387C-51R-CC-PAL-NANNO,339,U1387,C,51,51-CC,R,CC,PAL,NANNO,0,5,765.69,765.74,M-P,VA,,,P,P,,R,R,R,,,,,,,,,,,F,C,,,,,,,,P,,,,,,,,,,,,,P,,P,,,,,,F,,,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,VA,,,R,A,,,,C,,,,,,,,,,,,,,,,,,,,aa1db25345913149d322f70fb7cec72d
339-U1387C-52R-CC-PAL-NANNO,339,U1387,C,52,52-CC,R,CC,PAL,NANNO,0,6,772.92,772.98,M-P,VA,,,P,,,,R,R,,,,,,,,,,,,C,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,VA,,,,C,,,,C,,,,,,,,,,R,,,,,,,,,,868e673af13ddd239d9508e62abaef56
339-U1387C-55R-CC-PAL-NANNO,339,U1387,C,55,55-CC,R,CC,PAL,NANNO,0,6,805.62,805.68,M-P,A,,,,,,,R,R,,,,,,,,,,,C,C,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,C,,,,F,,,R,R,C,,,,,,,,,,R,,,,,,,,,,f118a3487de66272598300ad713da604
339-U1387C-56R-7-PAL-NANNO,339,U1387,C,56,56-7,R,7,PAL,NANNO,0,5,817.13,817.18,M-P,VA,,,,,,,C,C,,,,,,P,,,,,C,C,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,A,VA,,,R,C,,P,,C,,,,,,,,,,,,,P,,,,,,,8f4441a4ace7aa6f748fe648b5b992b9
339-U1387C-57R-CC-PAL-NANNO,339,U1387,C,57,57-CC,R,CC,PAL,NANNO,0,3,824.6,824.63,M-P,VA,,,,,,,,F,,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,,,,,,P,,,P,,,P,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,R,A,VA,,,F,A,,,,F,,,,,,,,,,,,,,R,F,,,,,8ba329285b8e999731ad800037bc8f6a
339-U1387C-58R-CC-PAL-NANNO,339,U1387,C,58,58-CC,R,CC,PAL,NANNO,0,5,834.33,834.38,M-P,VA,,,P,,,F,,R,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,A,VA,,,F,A,,,,A,,,,,,,,,,,,,P,F,C,,,,,f72a535fc1c60dedd8cd03f0517e1f36
339-U1387C-59R-CC-PAL-NANNO,339,U1387,C,59,59-CC,R,CC,PAL,NANNO,0,5,845.56,845.61,M-P,VA,,,,,,,,F,R,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,R,,P,,,R,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,C,VA,,,F,C,,,,C,,,,,,,,,,,,,,P,C,,,,,a5d9029c3045ade33d3b1066c93f8242
