Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File data,eodp_id
342-U1411B-17H-CC-PAL,342,U1411,B,17,17-CC,H,CC,PAL,,0,7,153.28,153.35,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,F,,,F,,,,,,,,,,,,F,C,,,,,,,,,,1,F,,,,,,,,,,,,C,,,,R,F,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,4,F,R,F,,,,,,,,,R,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,R,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ba0a4865916342c6b17b05dad587d08
342-U1411B-18H-3-W 60/60-NANNO,342,U1411,B,18,18-3,H,3,W,60/60-NANNO,0,0,156.2,156.2,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,F,,R,,,F,,,F,,,,,,,,,,,,F,F,,,,,F,,?F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,F,,,F,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,c903f503197c68923506fec22d267ad5
342-U1411B-18H-CC-PAL,342,U1411,B,18,18-CC,H,CC,PAL,,0,7,162.41,162.48,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,1,,1,,F,,,F,,,,,,,,,,,,,C,,,,,,,?R,,,,,,,,,1,,,,,,,C,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,R,,F,,,,,,,,,F,,R,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,C,,,,,,,,,,,,,,,,1,,,,F,,,,,,,,,F,,,,R,,,9cc966875e2ee524e2fb1ec0884cf265
342-U1411B-19H-1-W 150/150-NANNO,342,U1411,B,19,19-1,H,1,W,150/150-NANNO,0,0,163.6,163.6,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,F,,,,,,,,,,,1,,,,,,1,,,,,,,,,C,,,C,C,,,,,F,,,C,,,,,,,,,,,,F,F,,,,,C,,F,,,,,,,,,,1,,,,,,C,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,1,,,,,,,,,R,F,?,R,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,F,,,,,,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,feb61dbf401989fe7730e23fb5bcd80e
342-U1411B-19H-3-NANNO,342,U1411,B,19,19-3,H,3,NANNO,,0,0,166.6,166.6,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,1,C,,,F,,,,,,,,,,,,F,F,,,,,C,,?F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,F,,F,,,,,,,,,F,,?R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,F,,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,R,,,0f95bb97748274373c4ec3406a7d491c
342-U1411B-19H-CC-PAL,342,U1411,B,19,19-CC,H,CC,PAL,,0,7,172.34,172.41,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,?1,2,F,C,,,,,,,,,,,,,,,,C,,,,,F,,R,,,,,,,,,1,,,,,,,?R,,,,F,1,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,,,F,,,,,,,,,F,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,1,,,edd030ef8b547eabb9d3bdbd27d0d8a3
342-U1411B-20H-4-PAL,342,U1411,B,20,20-4,H,4,PAL,,0,5,177.37,177.42,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,C,C,,F,,F,F,,,,,,,,,,,,,,,,F,,,,,F,,,,,1,,,,,,,,,,,,,,,,,F,1,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9264dc86404de570d7df11745eb0383
342-U1411B-21X-CC-PAL,342,U1411,B,21,21-CC,X,CC,PAL,,0,8,178.01,178.09,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,C,F,,,R,F,F,,,R,,,,,,,,,,,,,F,,,,,R,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,233869ef7b8fc24e97ff7a3ba5f62a13
342-U1411B-22X-CC-PAL,342,U1411,B,22,22-CC,X,CC,PAL,,0,9,187.3,187.39,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,F,F,,1,R,F,F,,,R,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,1,,,,,,,R,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,R,,,9e943d673701f5af40c1e33f15eef121
342-U1411B-23X-CC-PAL,342,U1411,B,23,23-CC,X,CC,PAL,,0,10,205.2,205.3,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,F,R,,F,R,F,F,,,F,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,R,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,cf,,,,,,,cf.,,,,,,,,,,,F,,,,R,,,b313e12fc7caf21d8624027af76619e6
342-U1411B-24X-4-W 33/33-NANNO,342,U1411,B,24,24-4,X,4,W,33/33-NANNO,0,0,211.03,211.03,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,C,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,1,F,C,1,F,R,,,F,F,F,,,R,,,,,,,,,,,,F,F,,,,,F,,F,,,,,,,,,,,,,,,R,F,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,9dc264effdc3fdf0fea6ef96132c92c6
342-U1411B-24X-CC-PAL,342,U1411,B,24,24-CC,X,CC,PAL,,0,8,212.5,212.58,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,6,,,F,F,F,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf,,,,,,,,,,,,,,,,,,F,,,,,,,2f36c108d35da253a7ed02c64d3aeaad
342-U1411B-25X-CC-PAL,342,U1411,B,25,25-CC,X,CC,PAL,,0,8,222.69,222.77,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,C,5,,,F,F,F,,,R,,,,,,,,,,,,,F,,,,,,1,,,,,1,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,1,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,cf,,,,,1,,cf,,,,,,,,,,,F,,,,1,,,8abfb1a99abad335260fe69b20f7fe8e
342-U1411B-26X-CC-PAL,342,U1411,B,26,26-CC,X,CC,PAL,,0,10,235.1,235.2,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,C,2,,,R,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,1,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,1,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,cf,,,,,,,,,,,F,,,,F,,,6b47becf0e015c0679acbdb9ed68adfb
342-U1411B-27X-1-W 33/33-NANNO,342,U1411,B,27,27-1,X,1,W,33/33-NANNO,0,0,235.52,235.52,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,C,C,,C,2,,R,F,F,F,,,,,,,,,,,,,,,F,F,,,,,R,,C,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,F,,,,,,,,,,,F,,,,,,1,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,7470931078c7ac90da24a28dacf3eb8e
342-U1411B-27X-3-W 63/63-NANNO,342,U1411,B,27,27-3,X,3,W,63/63-NANNO,0,0,237.34,237.34,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,F,,,F,,,F,,,F,,F,,,,,,,,,,,,,F,,,,F,C,,,,,F,,F,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,F,,,,R,,,,,,,,F,,,,,,1,,,,,,,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,,c5b1f849bc15aa46d7c787e339f18751
342-U1411B-27X-4-W 70/70-NANNO,342,U1411,B,27,27-4,X,4,W,70/70-NANNO,0,0,238.82,238.82,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G-M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,2,F,,F,F,F,,,,,,,,,,,,,,,F,F,,,,,F,,F,,,,F,,,,,,,,,,,,F,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,F,,,221d49715cc9e8f016193bd1b5859e4c
342-U1411B-27X-5-W 72/72-NANNO,342,U1411,B,27,27-5,X,5,W,72/72-NANNO,0,0,240.33,240.33,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,F,2,,R,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfdd54a74c9419708a0b73b179e819ad
342-U1411B-27X-CC-PAL,342,U1411,B,27,27-CC,X,CC,PAL,,0,8,243.33,243.41,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,C,F,-,R,F,F,F,,,R,,,,,,,,,,,,,F,,,,,F,1,F,,,,F,,,,,,,,,,,,R,,,,R,R,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,R,R,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,2,,cf,,,,,,,,,,,F,,,,F,,,0c48e71879dcfe9a96eb8c41c7a626fe
342-U1411B-28X-2-W 87/87-NANNO,342,U1411,B,28,28-2,X,2,W,87/87-NANNO,0,0,246.97,246.97,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,1,,2,F,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,R,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,689c7ac129901dffd21bc43997b40e21
342-U1411B-28X-4-W 88/88-NANNO,342,U1411,B,28,28-4,X,4,W,88/88-NANNO,0,0,249.98,249.98,NP19/20,"NP19/20 - Isthmolithus recurvus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,1,,,,,,,,,C,C,,C,1,2,F,F,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,R,,,,R,R,,,,,,,,C,,,,,,,,,R,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,cf,,,,,,,F,,,,,,,,,,,,,,,R,,,228b5baeac2762ef2e856b9d413df582
342-U1411B-28X-5-W 64/64-NANNO,342,U1411,B,28,28-5,X,5,W,64/64-NANNO,0,0,251.24,251.24,NP18,"NP18 - Chiasmolithus oamaruensis (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,-,2,2,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,040402422e513e7d1e958cf74f03686f
342-U1411B-28X-6-W 67/67-NANNO,342,U1411,B,28,28-6,X,6,W,67/67-NANNO,0,0,252.77,252.77,NP18,"NP18 - Chiasmolithus oamaruensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,C,-,-,1,F,F,F,,,,,,,,,,,,,,,F,F,,,,,,,,,,,F,,,,,,,,,,,,R,,,,R,R,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3a52ada08d0218300da1fef5873b673f
342-U1411B-28X-7-W 22/22-NANNO,342,U1411,B,28,28-7,X,7,W,22/22-NANNO,0,0,253.73,253.73,NP18,"NP18 - Chiasmolithus oamaruensis (Gradstein et al., 2012)",,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,C,,R,1,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980532331d9baf7f774a89235d6d01c
342-U1411B-28X-CC-PAL,342,U1411,B,28,28-CC,X,CC,PAL,,0,8,254.42,254.5,NP18,"NP18 - Chiasmolithus oamaruensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,-,R,1,F,F,F,,,?R,,,,,,,,,,,,F,F,,,,,,,,,,,R,,,,,R,,,,,,,R,,,,R,R,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,104c01ed73d7c69c1923a0f3f97dcff5
